DATE;HOUR;FACT;ID_COMPANY;ID_GTP;CITY_ID
01.01.2017;0;2634;6;1;472757
01.01.2017;1;2660;6;1;472757
01.01.2017;2;2673;6;1;472757
01.01.2017;3;2651;6;1;472757
01.01.2017;4;2708;6;1;472757
01.01.2017;5;2704;6;1;472757
01.01.2017;6;2663;6;1;472757
01.01.2017;7;2783;6;1;472757
01.01.2017;8;2687;6;1;472757
01.01.2017;9;2710;6;1;472757
01.01.2017;10;2618;6;1;472757
01.01.2017;11;2661;6;1;472757
01.01.2017;12;2662;6;1;472757
01.01.2017;13;2580;6;1;472757
01.01.2017;14;2599;6;1;472757
01.01.2017;15;2521;6;1;472757
01.01.2017;16;2614;6;1;472757
01.01.2017;17;2617;6;1;472757
01.01.2017;18;2683;6;1;472757
01.01.2017;19;2602;6;1;472757
01.01.2017;20;2677;6;1;472757
01.01.2017;21;2628;6;1;472757
01.01.2017;22;2628;6;1;472757
01.01.2017;23;2755;6;1;472757
02.01.2017;0;2714;6;1;472757
02.01.2017;1;2623;6;1;472757
02.01.2017;2;2726;6;1;472757
02.01.2017;3;2630;6;1;472757
02.01.2017;4;2652;6;1;472757
02.01.2017;5;2724;6;1;472757
02.01.2017;6;2726;6;1;472757
02.01.2017;7;2745;6;1;472757
02.01.2017;8;2640;6;1;472757
02.01.2017;9;2590;6;1;472757
02.01.2017;10;2641;6;1;472757
02.01.2017;11;2580;6;1;472757
02.01.2017;12;2590;6;1;472757
02.01.2017;13;2584;6;1;472757
02.01.2017;14;2620;6;1;472757
02.01.2017;15;2627;6;1;472757
02.01.2017;16;2606;6;1;472757
02.01.2017;17;2667;6;1;472757
02.01.2017;18;2575;6;1;472757
02.01.2017;19;2587;6;1;472757
02.01.2017;20;2681;6;1;472757
02.01.2017;21;2542;6;1;472757
02.01.2017;22;2529;6;1;472757
02.01.2017;23;2597;6;1;472757
03.01.2017;0;2727;6;1;472757
03.01.2017;1;2669;6;1;472757
03.01.2017;2;2680;6;1;472757
03.01.2017;3;2667;6;1;472757
03.01.2017;4;2729;6;1;472757
03.01.2017;5;2623;6;1;472757
03.01.2017;6;2604;6;1;472757
03.01.2017;7;2673;6;1;472757
03.01.2017;8;2674;6;1;472757
03.01.2017;9;2691;6;1;472757
03.01.2017;10;2588;6;1;472757
03.01.2017;11;2677;6;1;472757
03.01.2017;12;2596;6;1;472757
03.01.2017;13;2614;6;1;472757
03.01.2017;14;2558;6;1;472757
03.01.2017;15;2645;6;1;472757
03.01.2017;16;2696;6;1;472757
03.01.2017;17;2628;6;1;472757
03.01.2017;18;2532;6;1;472757
03.01.2017;19;2520;6;1;472757
03.01.2017;20;2569;6;1;472757
03.01.2017;21;2610;6;1;472757
03.01.2017;22;2641;6;1;472757
03.01.2017;23;2714;6;1;472757
04.01.2017;0;2676;6;1;472757
04.01.2017;1;2622;6;1;472757
04.01.2017;2;2643;6;1;472757
04.01.2017;3;2594;6;1;472757
04.01.2017;4;2581;6;1;472757
04.01.2017;5;2601;6;1;472757
04.01.2017;6;2754;6;1;472757
04.01.2017;7;2692;6;1;472757
04.01.2017;8;2698;6;1;472757
04.01.2017;9;2691;6;1;472757
04.01.2017;10;2648;6;1;472757
04.01.2017;11;2668;6;1;472757
04.01.2017;12;2658;6;1;472757
04.01.2017;13;2713;6;1;472757
04.01.2017;14;2631;6;1;472757
04.01.2017;15;2604;6;1;472757
04.01.2017;16;2603;6;1;472757
04.01.2017;17;2705;6;1;472757
04.01.2017;18;2659;6;1;472757
04.01.2017;19;2711;6;1;472757
04.01.2017;20;2682;6;1;472757
04.01.2017;21;2604;6;1;472757
04.01.2017;22;2543;6;1;472757
04.01.2017;23;2594;6;1;472757
05.01.2017;0;2634;6;1;472757
05.01.2017;1;2676;6;1;472757
05.01.2017;2;2619;6;1;472757
05.01.2017;3;2682;6;1;472757
05.01.2017;4;2672;6;1;472757
05.01.2017;5;2685;6;1;472757
05.01.2017;6;2680;6;1;472757
05.01.2017;7;2666;6;1;472757
05.01.2017;8;2609;6;1;472757
05.01.2017;9;2615;6;1;472757
05.01.2017;10;2630;6;1;472757
05.01.2017;11;2554;6;1;472757
05.01.2017;12;2598;6;1;472757
05.01.2017;13;2600;6;1;472757
05.01.2017;14;2573;6;1;472757
05.01.2017;15;2592;6;1;472757
05.01.2017;16;2703;6;1;472757
05.01.2017;17;2567;6;1;472757
05.01.2017;18;2536;6;1;472757
05.01.2017;19;2622;6;1;472757
05.01.2017;20;2621;6;1;472757
05.01.2017;21;2684;6;1;472757
05.01.2017;22;2492;6;1;472757
05.01.2017;23;2631;6;1;472757
06.01.2017;0;2598;6;1;472757
06.01.2017;1;2603;6;1;472757
06.01.2017;2;2650;6;1;472757
06.01.2017;3;2663;6;1;472757
06.01.2017;4;2552;6;1;472757
06.01.2017;5;2592;6;1;472757
06.01.2017;6;2618;6;1;472757
06.01.2017;7;2612;6;1;472757
06.01.2017;8;2593;6;1;472757
06.01.2017;9;2614;6;1;472757
06.01.2017;10;2594;6;1;472757
