DATE;HOUR;FACT
24.11.2015;1;2016,6
24.11.2015;2;2424,66
24.11.2015;3;2308,62
24.11.2015;4;1770,48
24.11.2015;5;1934,04
24.11.2015;6;2136,96
24.11.2015;7;1843,68
24.11.2015;8;1632,6
24.11.2015;9;3717,3
24.11.2015;10;3166,5
24.11.2015;11;3606,9
24.11.2015;12;3544,26
24.11.2015;13;1148,52
24.11.2015;14;731,16
24.11.2015;15;2021,82
24.11.2015;16;2154,78
24.11.2015;17;3887,88
24.11.2015;18;3153,6
24.11.2015;19;2811,78
24.11.2015;20;3091,26
24.11.2015;21;2997,48
24.11.2015;22;3072,84
24.11.2015;23;3309,54
25.11.2015;0;2929,32
25.11.2015;1;2548,74
25.11.2015;2;1855,56
25.11.2015;3;1786,92
25.11.2015;4;1679,88
25.11.2015;5;1532,88
25.11.2015;6;1701,3
25.11.2015;7;1216,56
25.11.2015;8;466,56
25.11.2015;9;232,14
25.11.2015;10;129,42
25.11.2015;11;292,26
25.11.2015;12;274,74
25.11.2015;13;363,66
25.11.2015;14;216,9
25.11.2015;15;295,98
25.11.2015;16;145,2
25.11.2015;17;519,12
25.11.2015;18;1711,38
25.11.2015;19;1347,12
25.11.2015;20;2825,28
25.11.2015;21;2574,42
25.11.2015;22;2805,48
25.11.2015;23;2853,48
26.11.2015;0;2817,3
26.11.2015;1;2458,8
26.11.2015;2;2525,1
26.11.2015;3;2948,82
26.11.2015;4;2574,3
26.11.2015;5;2753,94
26.11.2015;6;2685,3
26.11.2015;7;2994
26.11.2015;8;2910,06
26.11.2015;9;3063,78
26.11.2015;10;448,44
26.11.2015;11;1994,04
26.11.2015;12;2668,92
26.11.2015;13;3265,5
26.11.2015;14;3404,88
26.11.2015;15;3532,56
26.11.2015;16;3129,96
26.11.2015;17;3096,6
26.11.2015;18;2864,1
26.11.2015;19;2065,14
26.11.2015;20;1928,94
26.11.2015;21;2236,14
26.11.2015;22;2958,78
26.11.2015;23;2563,74
27.11.2015;0;2196,12
27.11.2015;1;2051,4
27.11.2015;2;1873,8
27.11.2015;3;1915,86
27.11.2015;4;2045,1
27.11.2015;5;2135,16
27.11.2015;6;2023,32
27.11.2015;7;2408,52
27.11.2015;8;2263,26
27.11.2015;9;202,74
27.11.2015;10;385,68
27.11.2015;11;2107,92
27.11.2015;12;1801,5
27.11.2015;13;2607,66
27.11.2015;14;3069,12
27.11.2015;15;2481,12
27.11.2015;16;2828,34
27.11.2015;17;3004,2
27.11.2015;18;2801,28
27.11.2015;19;2384,64
27.11.2015;20;2208,3
27.11.2015;21;2208,78
27.11.2015;22;1417,92
27.11.2015;23;1080,9
28.11.2015;0;907,62
28.11.2015;1;671,76
28.11.2015;2;1272,42
28.11.2015;3;1163,64
28.11.2015;4;1236,3
28.11.2015;5;1223,76
28.11.2015;6;988,14
28.11.2015;7;1269,36
28.11.2015;8;1334,58
28.11.2015;9;2200,98
28.11.2015;10;2010,54
28.11.2015;11;1793,4
28.11.2015;12;1496,58
28.11.2015;13;1626,84
28.11.2015;14;1798,68
28.11.2015;15;1343,16
28.11.2015;16;920,22
28.11.2015;17;1308,54
28.11.2015;18;1086,42
28.11.2015;19;1775,58
28.11.2015;20;1990,5
28.11.2015;21;1921,08
28.11.2015;22;1890,9
28.11.2015;23;1197,72
29.11.2015;0;1297,14
29.11.2015;1;1580,94
29.11.2015;2;1510,5
29.11.2015;3;1859,16
29.11.2015;4;1813,32
29.11.2015;5;1861,74
29.11.2015;6;1490,22
29.11.2015;7;1653,84
29.11.2015;8;1624,38
29.11.2015;9;2739,18
29.11.2015;10;2659,14
29.11.2015;11;2144,94
29.11.2015;12;1242,3
29.11.2015;13;1528,02
29.11.2015;14;1703,76
29.11.2015;15;1668,12
29.11.2015;16;1767,54
29.11.2015;17;2471,04
29.11.2015;18;2778,48
29.11.2015;19;2264,16
29.11.2015;20;1590,36
29.11.2015;21;1619,7
29.11.2015;22;1838,34
29.11.2015;23;1898,46
30.11.2015;0;1911,36
30.11.2015;1;2137,98
30.11.2015;2;2178,66
30.11.2015;3;2005,8
30.11.2015;4;1798,86
30.11.2015;5;1888,38
30.11.2015;6;1522,8
30.11.2015;7;-434,22
30.11.2015;8;219,18
30.11.2015;9;268,44
30.11.2015;10;136,38
30.11.2015;11;1924,14
30.11.2015;12;2111,88
30.11.2015;13;2772,42
30.11.2015;14;4572,36
30.11.2015;15;4287,12
30.11.2015;16;4696,32
30.11.2015;17;4652,46
30.11.2015;18;5166,84
30.11.2015;19;4627,44
30.11.2015;20;4459,5
30.11.2015;21;3845,1
30.11.2015;22;3347,34
30.11.2015;23;3696,54
01.01.2016;0;418,62
01.01.2016;1;498,24
01.01.2016;2;719,04
01.01.2016;3;191,82
01.01.2016;4;-45,18
01.01.2016;5;-35,7
01.01.2016;6;356,52
01.01.2016;7;540,42
01.01.2016;8;69,36
01.01.2016;9;264,72
01.01.2016;10;81,36
01.01.2016;11;209,52
01.01.2016;12;211,44
01.01.2016;13;199,8
01.01.2016;14;377,52
01.01.2016;15;234,54
01.01.2016;16;110,16
01.01.2016;17;370,8
01.01.2016;18;433,2
01.01.2016;19;363,9
01.01.2016;20;326,88
01.01.2016;21;166,56
01.01.2016;22;584,4
01.01.2016;23;649,98
02.01.2016;0;338,4
02.01.2016;1;354,6
02.01.2016;2;246,66
02.01.2016;3;183,24
02.01.2016;4;265,92
02.01.2016;5;435,6
02.01.2016;6;457,86
02.01.2016;7;29,22
02.01.2016;8;420,3
02.01.2016;9;292,14
02.01.2016;10;76,68
02.01.2016;11;158,4
02.01.2016;12;294,06
02.01.2016;13;283,8
02.01.2016;14;423,42
02.01.2016;15;172,38
02.01.2016;16;507,72
02.01.2016;17;189,66
02.01.2016;18;187,26
02.01.2016;19;399,12
02.01.2016;20;116,52
02.01.2016;21;326,28
02.01.2016;22;87
02.01.2016;23;273,6
03.01.2016;0;212,58
03.01.2016;1;245,22
03.01.2016;2;77,4
03.01.2016;3;441,06
03.01.2016;4;291,18
03.01.2016;5;-44,22
03.01.2016;6;265,08
03.01.2016;7;322,56
03.01.2016;8;940,38
03.01.2016;9;3,78
03.01.2016;10;687,78
03.01.2016;11;323,1
03.01.2016;12;282,06
03.01.2016;13;698,46
03.01.2016;14;651,3
03.01.2016;15;159,12
03.01.2016;16;513,96
03.01.2016;17;367,08
03.01.2016;18;166,02
03.01.2016;19;295,44
03.01.2016;20;161,52
03.01.2016;21;251,64
03.01.2016;22;108,42
03.01.2016;23;315,6
04.01.2016;0;181,44
04.01.2016;1;338,04
04.01.2016;2;133,44
04.01.2016;3;682,68
04.01.2016;4;423,24
04.01.2016;5;171,66
04.01.2016;6;316,14
04.01.2016;7;113,64
04.01.2016;8;141,36
04.01.2016;9;345,66
04.01.2016;10;262,86
04.01.2016;11;232,68
04.01.2016;12;366,96
04.01.2016;13;113,28
04.01.2016;14;250,5
04.01.2016;15;440,4
04.01.2016;16;431,28
04.01.2016;17;34,92
04.01.2016;18;618,66
04.01.2016;19;60,6
04.01.2016;20;290,1
04.01.2016;21;722,4
04.01.2016;22;-4,2
04.01.2016;23;385,68
05.01.2016;0;625,98
05.01.2016;1;241,02
05.01.2016;2;338,76
05.01.2016;3;358,56
05.01.2016;4;25,92
05.01.2016;5;270,66
05.01.2016;6;279,78
05.01.2016;7;62,64
05.01.2016;8;316,5
05.01.2016;9;234,66
05.01.2016;10;74,34
05.01.2016;11;119,64
05.01.2016;12;95,64
05.01.2016;13;419,88
05.01.2016;14;384,9
05.01.2016;15;100,74
05.01.2016;16;234,84
05.01.2016;17;199,32
05.01.2016;18;178,08
05.01.2016;19;63,72
05.01.2016;20;23,7
05.01.2016;21;179,76
05.01.2016;22;107,52
05.01.2016;23;211,74
06.01.2016;0;138,72
06.01.2016;1;128,82
06.01.2016;2;196,44
06.01.2016;3;92,88
06.01.2016;4;248,4
06.01.2016;5;206,7
06.01.2016;6;161,64
06.01.2016;7;326,82
06.01.2016;8;213,6
06.01.2016;9;231,36
06.01.2016;10;284,28
06.01.2016;11;122,52
06.01.2016;12;311,88
06.01.2016;13;240,96
06.01.2016;14;363,42
06.01.2016;15;99,9
06.01.2016;16;302,94
06.01.2016;17;351,36
06.01.2016;18;109,92
06.01.2016;19;149,94
06.01.2016;20;355,5
06.01.2016;21;38,34
06.01.2016;22;102,6
06.01.2016;23;126,24
07.01.2016;0;122,4
07.01.2016;1;378
07.01.2016;2;447,42
07.01.2016;3;-26,28
07.01.2016;4;262,32
07.01.2016;5;132,72
07.01.2016;6;359,94
07.01.2016;7;102,72
07.01.2016;8;395,88
07.01.2016;9;543,9
07.01.2016;10;178,74
07.01.2016;11;528,48
07.01.2016;12;31,38
07.01.2016;13;557,52
07.01.2016;14;386,22
07.01.2016;15;651,72
07.01.2016;16;256,98
07.01.2016;17;492,18
07.01.2016;18;104,1
07.01.2016;19;135
07.01.2016;20;551,58
07.01.2016;21;197,4
07.01.2016;22;301,2
07.01.2016;23;266,88
08.01.2016;0;500,52
08.01.2016;1;632,1
08.01.2016;2;1056,3
08.01.2016;3;1541,64
08.01.2016;4;2821,44
08.01.2016;5;2802,06
08.01.2016;6;2158,32
08.01.2016;7;1118,88
08.01.2016;8;65,94
08.01.2016;9;232,86
08.01.2016;10;217,74
08.01.2016;11;520,86
08.01.2016;12;251,76
08.01.2016;13;214,38
08.01.2016;14;249,48
08.01.2016;15;613,38
08.01.2016;16;1080,6
08.01.2016;17;1786,86
08.01.2016;18;1532,4
08.01.2016;19;1236,6
08.01.2016;20;933,66
08.01.2016;21;1367,64
08.01.2016;22;1306,62
08.01.2016;23;1537,32
09.01.2016;0;1664,88
09.01.2016;1;1589,28
09.01.2016;2;1514,76
09.01.2016;3;1299,24
09.01.2016;4;1428,36
09.01.2016;5;1401,12
09.01.2016;6;1185,48
09.01.2016;7;973,86
09.01.2016;8;1088,46
09.01.2016;9;1406,94
09.01.2016;10;1718,4
09.01.2016;11;1604,16
09.01.2016;12;1636,2
09.01.2016;13;1551,18
09.01.2016;14;1362,06
09.01.2016;15;1612,02
09.01.2016;16;1793,46
09.01.2016;17;2148,24
09.01.2016;18;1995,12
09.01.2016;19;1823,28
09.01.2016;20;709,2
09.01.2016;21;463,92
09.01.2016;22;258,12
09.01.2016;23;161,88
10.01.2016;0;392,64
10.01.2016;1;536,7
10.01.2016;2;796,74
10.01.2016;3;518,88
10.01.2016;4;616,32
10.01.2016;5;887,16
10.01.2016;6;811,14
10.01.2016;7;844,68
10.01.2016;8;459,84
10.01.2016;9;270,78
10.01.2016;10;228,66
10.01.2016;11;485,1
10.01.2016;12;122,46
10.01.2016;13;359,16
10.01.2016;14;385,62
10.01.2016;15;73,86
10.01.2016;16;160,32
10.01.2016;17;269,64
10.01.2016;18;319,2
10.01.2016;19;109,74
10.01.2016;20;317,22
10.01.2016;21;87,18
10.01.2016;22;75,48
10.01.2016;23;112,38
11.01.2016;0;20,52
11.01.2016;1;57,54
11.01.2016;2;291,42
11.01.2016;3;193,74
11.01.2016;4;81,78
11.01.2016;5;221,46
11.01.2016;6;92,82
11.01.2016;7;181,62
11.01.2016;8;68,4
11.01.2016;9;326,46
11.01.2016;10;403,02
11.01.2016;11;347,64
11.01.2016;12;205,5
11.01.2016;13;785,58
11.01.2016;14;272,64
11.01.2016;15;315,54
11.01.2016;16;352,8
11.01.2016;17;748,68
11.01.2016;18;283,08
11.01.2016;19;290,58
11.01.2016;20;464,94
11.01.2016;21;501,48
11.01.2016;22;448,92
11.01.2016;23;457,68
12.01.2016;0;108,96
12.01.2016;1;423,72
12.01.2016;2;112,98
12.01.2016;3;75,06
12.01.2016;4;337,32
12.01.2016;5;289,56
12.01.2016;6;54,6
12.01.2016;7;378,24
12.01.2016;8;202,32
12.01.2016;9;330,78
12.01.2016;10;271,8
12.01.2016;11;277,08
12.01.2016;12;181,44
12.01.2016;13;283,08
12.01.2016;14;233,94
12.01.2016;15;103,62
12.01.2016;16;366,9
12.01.2016;17;96,36
12.01.2016;18;116,16
12.01.2016;19;198,36
12.01.2016;20;235,08
12.01.2016;21;429,18
12.01.2016;22;316,14
12.01.2016;23;266,52
13.01.2016;0;779,94
13.01.2016;1;431,52
13.01.2016;2;408,78
13.01.2016;3;12,54
13.01.2016;4;379,32
13.01.2016;5;-49,5
13.01.2016;6;133,08
13.01.2016;7;344,88
13.01.2016;8;202,14
13.01.2016;9;239,34
13.01.2016;10;186,9
13.01.2016;11;249,66
13.01.2016;12;65,22
13.01.2016;13;277,74
13.01.2016;14;235,74
13.01.2016;15;274,92
13.01.2016;16;244,26
13.01.2016;17;339
13.01.2016;18;406,68
13.01.2016;19;147,12
13.01.2016;20;282,06
13.01.2016;21;95,16
13.01.2016;22;218,7
13.01.2016;23;304,08
14.01.2016;0;134,7
14.01.2016;1;287,58
14.01.2016;2;392,64
14.01.2016;3;352,56
14.01.2016;4;230,28
14.01.2016;5;663,48
14.01.2016;6;226,5
14.01.2016;7;305,4
14.01.2016;8;928,98
14.01.2016;9;780,36
14.01.2016;10;396,84
14.01.2016;11;569,34
14.01.2016;12;237,06
14.01.2016;13;1385,28
14.01.2016;14;2377,62
14.01.2016;15;1814,64
14.01.2016;16;1981,14
14.01.2016;17;3149,76
14.01.2016;18;3112,2
14.01.2016;19;281,88
14.01.2016;20;180,78
14.01.2016;21;156,3
14.01.2016;22;100,26
14.01.2016;23;344,7
15.01.2016;0;198,12
15.01.2016;1;96,96
15.01.2016;2;553,98
15.01.2016;3;212,94
15.01.2016;4;134,88
15.01.2016;5;215,94
15.01.2016;6;30,96
15.01.2016;7;190,26
15.01.2016;8;212,64
15.01.2016;9;570,36
15.01.2016;10;237,72
15.01.2016;11;438,84
15.01.2016;12;333,3
15.01.2016;13;554,76
15.01.2016;14;238,62
15.01.2016;15;285,54
15.01.2016;16;79,38
15.01.2016;17;145,32
15.01.2016;18;401,22
15.01.2016;19;90,9
15.01.2016;20;205,14
15.01.2016;21;293,16
15.01.2016;22;126,06
15.01.2016;23;402,12
16.01.2016;0;229,98
16.01.2016;1;75,48
16.01.2016;2;129
16.01.2016;3;524,52
16.01.2016;4;39
16.01.2016;5;357,78
16.01.2016;6;81,3
16.01.2016;7;95,94
16.01.2016;8;115,08
16.01.2016;9;502,02
16.01.2016;10;81,42
16.01.2016;11;282,24
16.01.2016;12;312,12
16.01.2016;13;316,98
16.01.2016;14;214,98
16.01.2016;15;300,36
16.01.2016;16;299,34
16.01.2016;17;42,42
16.01.2016;18;220,56
16.01.2016;19;354,54
16.01.2016;20;255,54
16.01.2016;21;176,4
16.01.2016;22;332,82
16.01.2016;23;386,94
17.01.2016;0;78,18
17.01.2016;1;219,78
17.01.2016;2;459,54
17.01.2016;3;185,04
17.01.2016;4;378,66
17.01.2016;5;319,08
17.01.2016;6;247,2
17.01.2016;7;227,16
17.01.2016;8;159,72
17.01.2016;9;192,3
17.01.2016;10;179,88
17.01.2016;11;38,94
17.01.2016;12;122,34
17.01.2016;13;35,58
17.01.2016;14;59,46
17.01.2016;15;196,14
17.01.2016;16;51,78
17.01.2016;17;96,24
17.01.2016;18;147,9
17.01.2016;19;36,72
17.01.2016;20;215,46
17.01.2016;21;14,82
17.01.2016;22;145,08
17.01.2016;23;126,06
18.01.2016;0;220,44
18.01.2016;1;183,06
18.01.2016;2;261,42
18.01.2016;3;386,94
18.01.2016;4;323,88
18.01.2016;5;132,12
18.01.2016;6;124,8
18.01.2016;7;107,88
18.01.2016;8;60,66
18.01.2016;9;269,58
18.01.2016;10;354,66
18.01.2016;11;603
18.01.2016;12;272,82
18.01.2016;13;275,58
18.01.2016;14;348,72
18.01.2016;15;199,5
18.01.2016;16;199,44
18.01.2016;17;245,94
18.01.2016;18;80,04
18.01.2016;19;106,02
18.01.2016;20;81,9
18.01.2016;21;92,22
18.01.2016;22;70,56
18.01.2016;23;139,56
19.01.2016;0;76,2
19.01.2016;1;321,36
19.01.2016;2;427,5
19.01.2016;3;86,88
19.01.2016;4;231,12
19.01.2016;5;93,9
19.01.2016;6;211,74
19.01.2016;7;81,3
19.01.2016;8;314,16
19.01.2016;9;281,52
19.01.2016;10;257,94
19.01.2016;11;209,94
19.01.2016;12;341,58
19.01.2016;13;172,86
19.01.2016;14;185,4
19.01.2016;15;281,1
19.01.2016;16;289,8
19.01.2016;17;144,96
19.01.2016;18;287,88
19.01.2016;19;422,94
19.01.2016;20;274,8
19.01.2016;21;266,16
19.01.2016;22;93,12
19.01.2016;23;282,3
20.01.2016;0;249,42
20.01.2016;1;264,96
20.01.2016;2;251,34
20.01.2016;3;211,56
20.01.2016;4;142,56
20.01.2016;5;124,32
20.01.2016;6;233,82
20.01.2016;7;126,24
20.01.2016;8;203,1
20.01.2016;9;258,66
20.01.2016;10;255,54
20.01.2016;11;170,1
20.01.2016;12;226,44
20.01.2016;13;182,52
20.01.2016;14;228,84
20.01.2016;15;205,44
20.01.2016;16;315
20.01.2016;17;64,86
20.01.2016;18;67,8
20.01.2016;19;322,86
20.01.2016;20;386,76
20.01.2016;21;365,64
20.01.2016;22;501,12
20.01.2016;23;419,22
21.01.2016;0;423,6
21.01.2016;1;60,6
21.01.2016;2;119,52
21.01.2016;3;74,1
21.01.2016;4;41,16
21.01.2016;5;675,06
21.01.2016;6;220,38
21.01.2016;7;186,66
21.01.2016;8;215,1
21.01.2016;9;178,32
21.01.2016;10;123,9
21.01.2016;11;120,18
21.01.2016;12;174,18
21.01.2016;13;116,52
21.01.2016;14;134,52
21.01.2016;15;198,36
21.01.2016;16;127,02
21.01.2016;17;142,74
21.01.2016;18;126,24
21.01.2016;19;191,16
21.01.2016;20;189,54
21.01.2016;21;507,42
21.01.2016;22;64,38
21.01.2016;23;106,02
22.01.2016;0;71,88
22.01.2016;1;121,56
22.01.2016;2;264,72
22.01.2016;3;253,68
22.01.2016;4;177,12
22.01.2016;5;189,06
22.01.2016;6;134,76
22.01.2016;7;183,66
22.01.2016;8;186,9
22.01.2016;9;176,82
22.01.2016;10;468,66
22.01.2016;11;263,16
22.01.2016;12;147,36
22.01.2016;13;178,32
22.01.2016;14;121,86
22.01.2016;15;235,68
22.01.2016;16;259,56
22.01.2016;17;222,84
22.01.2016;18;246,18
22.01.2016;19;67,26
22.01.2016;20;132,18
22.01.2016;21;193,2
22.01.2016;22;65,16
22.01.2016;23;115,92
23.01.2016;0;134,4
23.01.2016;1;162,42
23.01.2016;2;249,36
23.01.2016;3;301,86
23.01.2016;4;63,12
23.01.2016;5;94,68
23.01.2016;6;96,36
23.01.2016;7;85,44
23.01.2016;8;351,42
23.01.2016;9;354,3
23.01.2016;10;185,52
23.01.2016;11;234,06
23.01.2016;12;151,14
23.01.2016;13;235,86
23.01.2016;14;406,98
23.01.2016;15;35,82
23.01.2016;16;358,62
23.01.2016;17;49,02
23.01.2016;18;187,56
23.01.2016;19;196,38
23.01.2016;20;102,12
23.01.2016;21;386,7
23.01.2016;22;306,36
23.01.2016;23;306,72
24.01.2016;0;25,5
24.01.2016;1;52,56
24.01.2016;2;163,2
24.01.2016;3;49,92
24.01.2016;4;145,2
24.01.2016;5;320,52
24.01.2016;6;63,24
24.01.2016;7;258,6
24.01.2016;8;75,36
24.01.2016;9;211,98
24.01.2016;10;224,76
24.01.2016;11;195,3
24.01.2016;12;176,82
24.01.2016;13;328,02
24.01.2016;14;210,36
24.01.2016;15;141,18
24.01.2016;16;256,62
24.01.2016;17;187,08
24.01.2016;18;245,52
24.01.2016;19;81
24.01.2016;20;125,76
24.01.2016;21;191,52
24.01.2016;22;212,82
24.01.2016;23;429,96
25.01.2016;0;132,18
25.01.2016;1;561,96
25.01.2016;2;16,5
25.01.2016;3;-46,38
25.01.2016;4;466,68
25.01.2016;5;396,78
25.01.2016;6;180,06
25.01.2016;7;308,88
25.01.2016;8;146,76
25.01.2016;9;228,72
25.01.2016;10;93,96
25.01.2016;11;370,92
25.01.2016;12;23,7
25.01.2016;13;74,82
25.01.2016;14;249,84
25.01.2016;15;95,04
25.01.2016;16;224,1
25.01.2016;17;99,6
25.01.2016;18;63,66
25.01.2016;19;104,1
25.01.2016;20;76,08
25.01.2016;21;164,88
25.01.2016;22;174,24
25.01.2016;23;202,26
26.01.2016;0;326,94
26.01.2016;1;103,98
26.01.2016;2;355,02
26.01.2016;3;249,36
26.01.2016;4;341,88
26.01.2016;5;1043,22
26.01.2016;6;3903,9
26.01.2016;7;3426,48
26.01.2016;8;2935,5
26.01.2016;9;3416,46
26.01.2016;10;3838,56
26.01.2016;11;5946,6
26.01.2016;12;5396,58
26.01.2016;13;5833,86
26.01.2016;14;5250,9
26.01.2016;15;3892,2
26.01.2016;16;3638,16
26.01.2016;17;3688,62
26.01.2016;18;3303,06
26.01.2016;19;2866,92
26.01.2016;20;2826,3
26.01.2016;21;2924,46
26.01.2016;22;2761,08
26.01.2016;23;3487,62
27.01.2016;0;3467,34
27.01.2016;1;3268,8
27.01.2016;2;3603,12
27.01.2016;3;3485,04
27.01.2016;4;3449,04
27.01.2016;5;3435,78
27.01.2016;6;3187,14
27.01.2016;7;1857,9
27.01.2016;8;506,4
27.01.2016;9;261,6
27.01.2016;10;1307,04
27.01.2016;11;1309,08
27.01.2016;12;941,04
27.01.2016;13;1309,86
27.01.2016;14;1590,78
27.01.2016;15;1610,76
27.01.2016;16;883,56
27.01.2016;17;1609,74
27.01.2016;18;1017,66
27.01.2016;19;634,56
27.01.2016;20;243,06
27.01.2016;21;124,56
27.01.2016;22;958,62
27.01.2016;23;2091,18
28.01.2016;0;2423,28
28.01.2016;1;3013,62
28.01.2016;2;2645,88
28.01.2016;3;1556,34
28.01.2016;4;62,88
28.01.2016;5;74,04
28.01.2016;6;36,42
28.01.2016;7;191,52
28.01.2016;8;246,3
28.01.2016;9;385,02
28.01.2016;10;744,54
28.01.2016;11;558,36
28.01.2016;12;188,82
28.01.2016;13;603,96
28.01.2016;14;431,04
28.01.2016;15;1194,42
28.01.2016;16;789,12
28.01.2016;17;161,58
28.01.2016;18;692,94
28.01.2016;19;206,1
28.01.2016;20;659,46
28.01.2016;21;605,1
28.01.2016;22;732,9
28.01.2016;23;285,42
29.01.2016;0;136,74
29.01.2016;1;274,8
29.01.2016;2;235,8
29.01.2016;3;183,36
29.01.2016;4;456,12
29.01.2016;5;371,34
29.01.2016;6;160,44
29.01.2016;7;130,08
29.01.2016;8;10,5
29.01.2016;9;192,24
29.01.2016;10;107,94
29.01.2016;11;221,58
29.01.2016;12;153,6
29.01.2016;13;171,24
29.01.2016;14;75,78
29.01.2016;15;88,32
29.01.2016;16;106,02
29.01.2016;17;139,5
29.01.2016;18;69,9
29.01.2016;19;136,2
29.01.2016;20;97,26
29.01.2016;21;276,78
29.01.2016;22;210
29.01.2016;23;201,72
30.01.2016;0;419,28
30.01.2016;1;280,5
30.01.2016;2;171,48
30.01.2016;3;249,66
30.01.2016;4;258,18
30.01.2016;5;377,94
30.01.2016;6;190,38
30.01.2016;7;178,5
30.01.2016;8;403,38
30.01.2016;9;576,84
30.01.2016;10;629,64
30.01.2016;11;82,26
30.01.2016;12;20,82
30.01.2016;13;271,86
30.01.2016;14;30,66
30.01.2016;15;220,08
30.01.2016;16;56,28
30.01.2016;17;343,2
30.01.2016;18;-9,48
30.01.2016;19;236,94
30.01.2016;20;466,86
30.01.2016;21;829,26
30.01.2016;22;887,16
30.01.2016;23;43,74
31.01.2016;0;9,3
31.01.2016;1;139,74
31.01.2016;2;180,54
31.01.2016;3;99
31.01.2016;4;419,04
31.01.2016;5;55,32
31.01.2016;6;128,28
31.01.2016;7;76,56
31.01.2016;8;357,48
31.01.2016;9;322,74
31.01.2016;10;181,62
31.01.2016;11;263,34
31.01.2016;12;29,64
31.01.2016;13;66,48
31.01.2016;14;66,06
31.01.2016;15;24,18
31.01.2016;16;238,98
31.01.2016;17;303
31.01.2016;18;214,86
31.01.2016;19;394,26
31.01.2016;20;-6,54
31.01.2016;21;106,26
31.01.2016;22;15,54
31.01.2016;23;337,8
01.02.2016;0;205,98
01.02.2016;1;245,88
01.02.2016;2;77,16
01.02.2016;3;72,12
01.02.2016;4;41,28
01.02.2016;5;242,88
01.02.2016;6;52,38
01.02.2016;7;142,68
01.02.2016;8;86,82
01.02.2016;9;47,94
01.02.2016;10;82,38
01.02.2016;11;296,1
01.02.2016;12;254,52
01.02.2016;13;160,08
01.02.2016;14;456,54
01.02.2016;15;398,58
01.02.2016;16;168,96
01.02.2016;17;613,56
01.02.2016;18;687,66
01.02.2016;19;528,48
01.02.2016;20;319,62
01.02.2016;21;870,96
01.02.2016;22;929,64
01.02.2016;23;577,5
02.02.2016;0;106,2
02.02.2016;1;-0,06
02.02.2016;2;675,9
02.02.2016;3;1045,92
02.02.2016;4;660,72
02.02.2016;5;964,86
02.02.2016;6;1059
02.02.2016;7;663,6
02.02.2016;8;254,1
02.02.2016;9;437,1
02.02.2016;10;617,04
02.02.2016;11;952,8
02.02.2016;12;370,74
02.02.2016;13;587,7
02.02.2016;14;633,06
02.02.2016;15;72,96
02.02.2016;16;185,16
02.02.2016;17;531,3
02.02.2016;18;195,84
02.02.2016;19;167,22
02.02.2016;20;249,24
02.02.2016;21;309,42
02.02.2016;22;90,66
02.02.2016;23;137,7
03.02.2016;0;183,12
03.02.2016;1;24,96
03.02.2016;2;212,82
03.02.2016;3;384,9
03.02.2016;4;293,58
03.02.2016;5;186,12
03.02.2016;6;108,42
03.02.2016;7;160,32
03.02.2016;8;127,68
03.02.2016;9;109,5
03.02.2016;10;104,82
03.02.2016;11;262,74
03.02.2016;12;151,2
03.02.2016;13;127,56
03.02.2016;14;324,96
03.02.2016;15;161,46
03.02.2016;16;39,3
03.02.2016;17;523,26
03.02.2016;18;41,94
03.02.2016;19;427,74
03.02.2016;20;257,4
03.02.2016;21;117,48
03.02.2016;22;200,64
03.02.2016;23;51,06
04.02.2016;0;171,6
04.02.2016;1;205,02
04.02.2016;2;157,14
04.02.2016;3;18,9
04.02.2016;4;98,4
04.02.2016;5;140,52
04.02.2016;6;42,42
04.02.2016;7;186,12
04.02.2016;8;312
04.02.2016;9;330
04.02.2016;10;373,8
04.02.2016;11;287,1
04.02.2016;12;148,02
04.02.2016;13;165,24
04.02.2016;14;605,1
04.02.2016;15;144,36
04.02.2016;16;483
04.02.2016;17;3089,7
04.02.2016;18;2486,7
04.02.2016;19;3822,72
04.02.2016;20;3774,78
04.02.2016;21;3105,48
04.02.2016;22;4272,18
04.02.2016;23;4057,08
05.02.2016;0;2480,46
05.02.2016;1;1894,8
05.02.2016;2;2344,08
05.02.2016;3;437,22
05.02.2016;4;41,88
05.02.2016;5;363
05.02.2016;6;92,64
05.02.2016;7;224,46
05.02.2016;8;188,16
05.02.2016;9;187,98
05.02.2016;10;222,12
05.02.2016;11;281,58
05.02.2016;12;668,52
05.02.2016;13;505,92
05.02.2016;14;133,56
05.02.2016;15;114,12
05.02.2016;16;135,12
05.02.2016;17;98,28
05.02.2016;18;118,38
05.02.2016;19;168,06
05.02.2016;20;233,16
05.02.2016;21;112,14
05.02.2016;22;270,18
05.02.2016;23;181,74
06.02.2016;0;307,38
06.02.2016;1;44,88
06.02.2016;2;217,56
06.02.2016;3;350,04
06.02.2016;4;120,6
06.02.2016;5;26,04
06.02.2016;6;288,12
06.02.2016;7;67,68
06.02.2016;8;242,16
06.02.2016;9;92,58
06.02.2016;10;118,8
06.02.2016;11;15,54
06.02.2016;12;119,88
06.02.2016;13;150
06.02.2016;14;94,8
06.02.2016;15;134,64
06.02.2016;16;130,2
06.02.2016;17;236,16
06.02.2016;18;84,18
06.02.2016;19;77,34
06.02.2016;20;221,22
06.02.2016;21;34,74
06.02.2016;22;88,02
06.02.2016;23;8,64
07.02.2016;0;179,64
07.02.2016;1;165,6
07.02.2016;2;143,28
07.02.2016;3;62,76
