DATE;HOUR;FACT
22.05.2015;0;5916,66
22.05.2015;1;5861,28
22.05.2015;2;5637,84
22.05.2015;3;6040,74
22.05.2015;4;5579,28
22.05.2015;5;5738,64
22.05.2015;6;5823,06
22.05.2015;7;6000,36
22.05.2015;8;4899,42
22.05.2015;9;1143,48
22.05.2015;10;3410,04
22.05.2015;11;5990,64
22.05.2015;12;5564,94
22.05.2015;13;5157
22.05.2015;14;4990,98
22.05.2015;15;5727,24
22.05.2015;16;6114,6
22.05.2015;17;5664,84
22.05.2015;18;5969,76
22.05.2015;19;5859
22.05.2015;20;4922,7
22.05.2015;21;134,46
22.05.2015;22;306,12
22.05.2015;23;109,98
23.05.2015;0;312,24
23.05.2015;1;134,82
23.05.2015;2;357,96
23.05.2015;3;276,36
23.05.2015;4;123,06
23.05.2015;5;465,96
23.05.2015;6;167,28
23.05.2015;7;176,04
23.05.2015;8;105,06
23.05.2015;9;234,18
23.05.2015;10;236,34
23.05.2015;11;44,16
23.05.2015;12;110,4
23.05.2015;13;56,04
23.05.2015;14;57,3
23.05.2015;15;160,92
23.05.2015;16;290,04
23.05.2015;17;180,12
23.05.2015;18;114,36
23.05.2015;19;-8,88
23.05.2015;20;318
23.05.2015;21;162,6
23.05.2015;22;27,48
23.05.2015;23;38,52
24.05.2015;0;127,62
24.05.2015;1;146,7
24.05.2015;2;199,74
24.05.2015;3;233,7
24.05.2015;4;63,96
24.05.2015;5;58,74
24.05.2015;6;72,36
24.05.2015;7;93,6
24.05.2015;8;54,18
24.05.2015;9;709,98
24.05.2015;10;148,32
24.05.2015;11;415,2
24.05.2015;12;402,48
24.05.2015;13;121,74
24.05.2015;14;366,18
24.05.2015;15;168,18
24.05.2015;16;271,68
24.05.2015;17;407,58
24.05.2015;18;397,2
24.05.2015;19;56,82
24.05.2015;20;82,8
24.05.2015;21;118,86
24.05.2015;22;35,58
24.05.2015;23;86,76
25.05.2015;0;252,18
25.05.2015;1;12,36
25.05.2015;2;22,5
25.05.2015;3;30,36
25.05.2015;4;-30
25.05.2015;5;62,76
25.05.2015;6;137,22
25.05.2015;7;121,92
25.05.2015;8;69,54
25.05.2015;9;198,24
25.05.2015;10;415,2
25.05.2015;11;678,96
25.05.2015;12;267,48
25.05.2015;13;526,56
25.05.2015;14;230,7
25.05.2015;15;492,24
25.05.2015;16;434,34
25.05.2015;17;312,12
25.05.2015;18;231,54
25.05.2015;19;169,38
25.05.2015;20;414,48
25.05.2015;21;763,92
25.05.2015;22;628,32
25.05.2015;23;408,66
26.05.2015;0;433,92
26.05.2015;1;242,28
26.05.2015;2;348,9
26.05.2015;3;571,2
26.05.2015;4;346,2
26.05.2015;5;549,6
26.05.2015;6;387,78
26.05.2015;7;600,72
26.05.2015;8;780,18
26.05.2015;9;993,9
26.05.2015;10;925,32
26.05.2015;11;910,26
26.05.2015;12;369,12
26.05.2015;13;1016,34
26.05.2015;14;767,58
26.05.2015;15;819,24
26.05.2015;16;493,62
26.05.2015;17;251,88
26.05.2015;18;361,44
26.05.2015;19;243,12
26.05.2015;20;359,16
26.05.2015;21;300,42
26.05.2015;22;389,52
26.05.2015;23;243,78
27.05.2015;0;290,94
27.05.2015;1;111,54
27.05.2015;2;147
27.05.2015;3;125,58
27.05.2015;4;392,58
27.05.2015;5;67,14
27.05.2015;6;161,82
27.05.2015;7;165
27.05.2015;8;87
27.05.2015;9;124,26
27.05.2015;10;196,14
27.05.2015;11;128,64
27.05.2015;12;24,3
27.05.2015;13;90,72
27.05.2015;14;176,88
27.05.2015;15;181,8
27.05.2015;16;346,02
27.05.2015;17;58,68
27.05.2015;18;375,42
27.05.2015;19;1026,9
27.05.2015;20;677,46
27.05.2015;21;856,32
27.05.2015;22;936,9
27.05.2015;23;1090,68
28.05.2015;0;395,1
28.05.2015;1;739,8
28.05.2015;2;535,02
28.05.2015;3;255,36
28.05.2015;4;70,5
28.05.2015;5;216,96
28.05.2015;6;160,2
28.05.2015;7;52,62
28.05.2015;8;87,18
28.05.2015;9;506,64
28.05.2015;10;329,82
28.05.2015;11;206,76
28.05.2015;12;324,9
28.05.2015;13;144,18
28.05.2015;14;565,62
28.05.2015;15;221,76
28.05.2015;16;962,22
28.05.2015;17;359,52
28.05.2015;18;493,32
28.05.2015;19;211,8
28.05.2015;20;354,96
28.05.2015;21;392,22
28.05.2015;22;1104,18
28.05.2015;23;787,32
29.05.2015;0;846,24
29.05.2015;1;484,38
29.05.2015;2;166,2
29.05.2015;3;81,48
29.05.2015;4;420
29.05.2015;5;352,62
29.05.2015;6;44,04
29.05.2015;7;128,52
29.05.2015;8;218,64
29.05.2015;9;434,64
29.05.2015;10;939,78
29.05.2015;11;1117,98
29.05.2015;12;89,64
29.05.2015;13;261,3
29.05.2015;14;248,7
29.05.2015;15;182,82
29.05.2015;16;527,1
29.05.2015;17;1094,1
29.05.2015;18;684,96
29.05.2015;19;378,9
29.05.2015;20;574,02
29.05.2015;21;1015,02
29.05.2015;22;788,7
29.05.2015;23;645,36
30.05.2015;0;795,54
30.05.2015;1;738,72
30.05.2015;2;937,86
30.05.2015;3;904,02
30.05.2015;4;645,78
30.05.2015;5;791,52
30.05.2015;6;381
30.05.2015;7;395,7
30.05.2015;8;362,58
30.05.2015;9;378,24
30.05.2015;10;466,98
30.05.2015;11;539,4
30.05.2015;12;459,3
30.05.2015;13;628,14
30.05.2015;14;722,82
30.05.2015;15;587,94
30.05.2015;16;214,02
30.05.2015;17;565,26
30.05.2015;18;938,1
30.05.2015;19;766,62
30.05.2015;20;824,7
30.05.2015;21;2014,08
30.05.2015;22;1023
30.05.2015;23;262,2
31.05.2015;0;1780,92
31.05.2015;1;683,82
31.05.2015;2;147,96
31.05.2015;3;121,26
31.05.2015;4;514,74
31.05.2015;5;990,9
31.05.2015;6;482,64
31.05.2015;7;199,44
31.05.2015;8;93,78
31.05.2015;9;203,94
31.05.2015;10;24,42
31.05.2015;11;7,92
31.05.2015;12;416,94
31.05.2015;13;499,74
31.05.2015;14;549,54
31.05.2015;15;779,46
31.05.2015;16;282,6
31.05.2015;17;257,22
31.05.2015;18;135,78
31.05.2015;19;1,74
31.05.2015;20;527,82
31.05.2015;21;841,74
31.05.2015;22;747,54
31.05.2015;23;311,58
01.06.2015;0;324,78
01.06.2015;1;84,3
01.06.2015;2;310,8
01.06.2015;3;-21,72
01.06.2015;4;158,1
01.06.2015;5;95,94
01.06.2015;6;41,64
01.06.2015;7;154,56
01.06.2015;8;117,54
01.06.2015;9;624
01.06.2015;10;491,94
01.06.2015;11;267,54
01.06.2015;12;240,66
01.06.2015;13;96,84
01.06.2015;14;306
01.06.2015;15;128,22
01.06.2015;16;539,64
01.06.2015;17;311,4
01.06.2015;18;145,92
01.06.2015;19;243,54
01.06.2015;20;73,14
01.06.2015;21;296,4
01.06.2015;22;38,34
01.06.2015;23;5,88
02.06.2015;0;39,18
02.06.2015;1;33,72
02.06.2015;2;173,16
02.06.2015;3;94,14
02.06.2015;4;72,6
02.06.2015;5;25,98
02.06.2015;6;52,32
02.06.2015;7;76,02
02.06.2015;8;95,46
02.06.2015;9;108,54
02.06.2015;10;540,36
02.06.2015;11;94,68
02.06.2015;12;82,62
02.06.2015;13;158,64
02.06.2015;14;116,64
02.06.2015;15;59,7
02.06.2015;16;185,34
02.06.2015;17;235,14
02.06.2015;18;117,6
02.06.2015;19;58,32
02.06.2015;20;415,2
02.06.2015;21;175,86
02.06.2015;22;251,34
02.06.2015;23;653,1
03.06.2015;0;336,12
03.06.2015;1;155,28
03.06.2015;2;92,64
03.06.2015;3;431,4
03.06.2015;4;144,54
03.06.2015;5;100,26
03.06.2015;6;38,04
03.06.2015;7;194,1
03.06.2015;8;381
03.06.2015;9;144,36
03.06.2015;10;136,98
03.06.2015;11;85,98
03.06.2015;12;152,82
03.06.2015;13;88,26
03.06.2015;14;295,44
03.06.2015;15;49,56
03.06.2015;16;85,92
03.06.2015;17;215,58
03.06.2015;18;136,32
03.06.2015;19;118,38
03.06.2015;20;223,08
03.06.2015;21;146,52
03.06.2015;22;268,44
03.06.2015;23;93,66
04.06.2015;0;213,48
04.06.2015;1;67,2
04.06.2015;2;51,12
04.06.2015;3;108,3
04.06.2015;4;174,06
04.06.2015;5;47,76
04.06.2015;6;50,46
04.06.2015;7;67,08
04.06.2015;8;176,58
04.06.2015;9;146,1
04.06.2015;10;69,84
04.06.2015;11;266,22
04.06.2015;12;189,66
04.06.2015;13;174,6
04.06.2015;14;71,34
04.06.2015;15;473,34
04.06.2015;16;227,7
04.06.2015;17;15,06
04.06.2015;18;206,28
04.06.2015;19;0,9
04.06.2015;20;86,1
04.06.2015;21;68,88
04.06.2015;22;160,32
04.06.2015;23;166,14
05.06.2015;0;70,44
05.06.2015;1;94,62
05.06.2015;2;294
05.06.2015;3;53,76
05.06.2015;4;258,12
05.06.2015;5;145,38
05.06.2015;6;48,9
05.06.2015;7;99,12
05.06.2015;8;294,96
05.06.2015;9;156,9
05.06.2015;10;334,08
05.06.2015;11;72,18
05.06.2015;12;219,9
05.06.2015;13;239,16
05.06.2015;14;425,1
05.06.2015;15;127,44
05.06.2015;16;249,72
05.06.2015;17;367,8
05.06.2015;18;83,28
05.06.2015;19;439,86
05.06.2015;20;44,28
05.06.2015;21;117,6
05.06.2015;22;190,14
05.06.2015;23;97,02
06.06.2015;0;227,7
06.06.2015;1;-3,48
06.06.2015;2;283,2
06.06.2015;3;5,58
06.06.2015;4;225,96
06.06.2015;5;-10,86
06.06.2015;6;86,58
06.06.2015;7;47,46
06.06.2015;8;188,64
06.06.2015;9;193,08
06.06.2015;10;212,58
06.06.2015;11;113,4
06.06.2015;12;226,92
06.06.2015;13;73,14
06.06.2015;14;77,28
06.06.2015;15;311,58
06.06.2015;16;152,76
06.06.2015;17;68,64
06.06.2015;18;239,34
06.06.2015;19;247,68
06.06.2015;20;203,94
06.06.2015;21;534,84
06.06.2015;22;270,9
06.06.2015;23;352,44
07.06.2015;0;709,8
07.06.2015;1;22,92
07.06.2015;2;447
07.06.2015;3;-97,5
07.06.2015;4;238,26
07.06.2015;5;651,66
07.06.2015;6;384,84
07.06.2015;7;170,34
07.06.2015;8;104,58
07.06.2015;9;159,84
07.06.2015;10;201,78
07.06.2015;11;83,88
07.06.2015;12;165,6
07.06.2015;13;-106,62
07.06.2015;14;79,14
07.06.2015;15;177,84
07.06.2015;16;67,38
07.06.2015;17;51,72
07.06.2015;18;74,28
07.06.2015;19;199,32
07.06.2015;20;43,2
07.06.2015;21;227,4
07.06.2015;22;464,52
07.06.2015;23;-110,64
08.06.2015;0;207,6
08.06.2015;1;111,12
08.06.2015;2;148,98
08.06.2015;3;218,88
08.06.2015;4;166,02
08.06.2015;5;76,92
08.06.2015;6;65,76
08.06.2015;7;129,18
08.06.2015;8;226,38
08.06.2015;9;216,96
08.06.2015;10;435,72
08.06.2015;11;126,54
08.06.2015;12;131,28
08.06.2015;13;212,16
08.06.2015;14;139,74
08.06.2015;15;181,98
08.06.2015;16;64,98
08.06.2015;17;138,72
08.06.2015;18;5,1
08.06.2015;19;143,7
08.06.2015;20;239,28
08.06.2015;21;125,76
08.06.2015;22;64,98
08.06.2015;23;93,36
09.06.2015;0;86,94
09.06.2015;1;43,8
09.06.2015;2;144,06
09.06.2015;3;194,82
09.06.2015;4;79,56
09.06.2015;5;55,56
09.06.2015;6;37,38
09.06.2015;7;26,52
09.06.2015;8;263,76
09.06.2015;9;340,26
09.06.2015;10;282,24
09.06.2015;11;573,72
09.06.2015;12;219,66
09.06.2015;13;267,96
09.06.2015;14;274,86
09.06.2015;15;294,42
09.06.2015;16;326,82
09.06.2015;17;364,44
09.06.2015;18;474,9
09.06.2015;19;332,52
09.06.2015;20;11,34
09.06.2015;21;212,64
09.06.2015;22;237,06
09.06.2015;23;145,8
10.06.2015;0;41,58
10.06.2015;1;17,4
10.06.2015;2;182,04
10.06.2015;3;33,42
10.06.2015;4;123,66
10.06.2015;5;186,48
10.06.2015;6;51,48
10.06.2015;7;42,36
10.06.2015;8;85,68
10.06.2015;9;144,36
10.06.2015;10;139,86
10.06.2015;11;163,92
10.06.2015;12;195,12
10.06.2015;13;147,48
10.06.2015;14;155,4
10.06.2015;15;91,56
10.06.2015;16;286,56
10.06.2015;17;145,74
10.06.2015;18;258,78
10.06.2015;19;251,82
10.06.2015;20;472,08
10.06.2015;21;330,48
10.06.2015;22;273,72
10.06.2015;23;356,7
11.06.2015;0;202,5
11.06.2015;1;191,22
11.06.2015;2;207,9
11.06.2015;3;194,94
11.06.2015;4;123,66
11.06.2015;5;420,12
11.06.2015;6;191,58
11.06.2015;7;271,62
11.06.2015;8;97,68
11.06.2015;9;167,1
11.06.2015;10;135,54
11.06.2015;11;90,12
11.06.2015;12;130,86
11.06.2015;13;211,74
11.06.2015;14;230,4
11.06.2015;15;109,5
11.06.2015;16;109,14
11.06.2015;17;62,88
11.06.2015;18;96
11.06.2015;19;139,98
11.06.2015;20;152,34
11.06.2015;21;149,82
11.06.2015;22;134,76
11.06.2015;23;60,06
12.06.2015;0;417,6
12.06.2015;1;202,38
12.06.2015;2;60,9
12.06.2015;3;91,86
12.06.2015;4;118,98
12.06.2015;5;200,7
12.06.2015;6;242,4
12.06.2015;7;243
12.06.2015;8;111,78
12.06.2015;9;175,5
12.06.2015;10;203,16
12.06.2015;11;222,84
12.06.2015;12;374,04
12.06.2015;13;191,52
12.06.2015;14;40,08
12.06.2015;15;68,04
12.06.2015;16;196,02
12.06.2015;17;194,52
12.06.2015;18;282,48
12.06.2015;19;110,34
12.06.2015;20;125,82
12.06.2015;21;99,12
12.06.2015;22;171,36
12.06.2015;23;148,32
13.06.2015;0;91,26
13.06.2015;1;241,44
13.06.2015;2;156,96
13.06.2015;3;-20,88
13.06.2015;4;183,36
13.06.2015;5;167,22
13.06.2015;6;60,06
13.06.2015;7;184,08
13.06.2015;8;190,74
13.06.2015;9;670,56
13.06.2015;10;741,9
13.06.2015;11;245,22
13.06.2015;12;326,28
13.06.2015;13;269,04
13.06.2015;14;314,22
13.06.2015;15;194,76
13.06.2015;16;221,34
13.06.2015;17;52,32
13.06.2015;18;296,52
13.06.2015;19;289,68
13.06.2015;20;77,82
13.06.2015;21;168,06
13.06.2015;22;175,2
13.06.2015;23;265,62
14.06.2015;0;233,58
14.06.2015;1;261,9
14.06.2015;2;311,88
14.06.2015;3;145,44
14.06.2015;4;153,96
14.06.2015;5;68,94
14.06.2015;6;141,36
14.06.2015;7;292,56
14.06.2015;8;216,24
14.06.2015;9;208,62
14.06.2015;10;48,48
14.06.2015;11;90,84
14.06.2015;12;227,58
14.06.2015;13;209,76
14.06.2015;14;241,8
14.06.2015;15;185,28
14.06.2015;16;270,84
14.06.2015;17;225
14.06.2015;18;222,12
14.06.2015;19;188,82
14.06.2015;20;195,72
14.06.2015;21;429,24
14.06.2015;22;261,3
14.06.2015;23;60,48
15.06.2015;0;31,74
15.06.2015;1;457,08
15.06.2015;2;187,8
15.06.2015;3;220,38
15.06.2015;4;653,28
15.06.2015;5;311,16
15.06.2015;6;48,66
15.06.2015;7;256,8
15.06.2015;8;158,58
15.06.2015;9;226,14
15.06.2015;10;83,7
15.06.2015;11;154,32
15.06.2015;12;205,68
15.06.2015;13;225,18
15.06.2015;14;470,1
15.06.2015;15;108,6
15.06.2015;16;186,48
15.06.2015;17;238,74
15.06.2015;18;220,14
15.06.2015;19;54,78
15.06.2015;20;154,62
15.06.2015;21;24,36
15.06.2015;22;75,6
15.06.2015;23;246,9
16.06.2015;0;140,94
16.06.2015;1;-2,1
16.06.2015;2;326,76
16.06.2015;3;188,64
16.06.2015;4;183,36
16.06.2015;5;133,38
16.06.2015;6;46,08
16.06.2015;7;279
16.06.2015;8;242,52
16.06.2015;9;233,58
16.06.2015;10;246,24
16.06.2015;11;215,88
16.06.2015;12;207,12
16.06.2015;13;202,8
16.06.2015;14;200,7
16.06.2015;15;44,7
16.06.2015;16;285,84
16.06.2015;17;128,34
16.06.2015;18;322,2
16.06.2015;19;163,14
16.06.2015;20;28,56
16.06.2015;21;64,92
16.06.2015;22;142,68
16.06.2015;23;196,14
17.06.2015;0;19,02
17.06.2015;1;232,02
17.06.2015;2;100,68
17.06.2015;3;348,3
17.06.2015;4;45,3
17.06.2015;5;56,46
17.06.2015;6;116,76
17.06.2015;7;158,52
17.06.2015;8;379,14
17.06.2015;9;341,82
17.06.2015;10;306,36
17.06.2015;11;200,76
17.06.2015;12;114,48
17.06.2015;13;384,72
17.06.2015;14;391,02
17.06.2015;15;420,18
17.06.2015;16;243
17.06.2015;17;133,44
17.06.2015;18;336,96
17.06.2015;19;424,32
17.06.2015;20;109,38
17.06.2015;21;142,44
17.06.2015;22;129,36
17.06.2015;23;159,9
18.06.2015;0;334,56
18.06.2015;1;272,88
18.06.2015;2;332,22
18.06.2015;3;280,62
18.06.2015;4;163,5
18.06.2015;5;215,34
18.06.2015;6;157,14
18.06.2015;7;220,38
18.06.2015;8;190,86
18.06.2015;9;159,12
18.06.2015;10;118,98
18.06.2015;11;227,7
18.06.2015;12;280,26
18.06.2015;13;405,96
18.06.2015;14;95,58
18.06.2015;15;246,6
18.06.2015;16;253,2
18.06.2015;17;77,46
18.06.2015;18;57,78
18.06.2015;19;205,92
18.06.2015;20;166,38
18.06.2015;21;414
18.06.2015;22;251,34
18.06.2015;23;201,12
19.06.2015;0;369,9
19.06.2015;1;-3,96
19.06.2015;2;438,18
19.06.2015;3;-28,32
19.06.2015;4;939,72
19.06.2015;5;425,22
19.06.2015;6;59,88
19.06.2015;7;188,64
19.06.2015;8;197,52
19.06.2015;9;77,04
19.06.2015;10;56,16
19.06.2015;11;127,74
19.06.2015;12;51,84
19.06.2015;13;175,14
19.06.2015;14;100,44
19.06.2015;15;113,94
19.06.2015;16;79,74
19.06.2015;17;117
19.06.2015;18;90,36
19.06.2015;19;156,12
19.06.2015;20;265,98
19.06.2015;21;100,62
19.06.2015;22;225
19.06.2015;23;196,98
20.06.2015;0;136,02
20.06.2015;1;316,32
20.06.2015;2;274,68
20.06.2015;3;495,9
20.06.2015;4;197,16
20.06.2015;5;46,26
20.06.2015;6;156,66
20.06.2015;7;211,02
20.06.2015;8;101,58
20.06.2015;9;521,28
20.06.2015;10;228,96
20.06.2015;11;125,82
20.06.2015;12;199,86
20.06.2015;13;150,36
20.06.2015;14;467,64
20.06.2015;15;84
20.06.2015;16;245,04
20.06.2015;17;125,94
20.06.2015;18;164,58
20.06.2015;19;96,6
20.06.2015;20;49,38
20.06.2015;21;114,54
20.06.2015;22;-4,68
20.06.2015;23;146,4
21.06.2015;0;8,7
21.06.2015;1;201,66
21.06.2015;2;317,4
21.06.2015;3;137,7
21.06.2015;4;912,48
21.06.2015;5;288,72
21.06.2015;6;34,2
21.06.2015;7;87
21.06.2015;8;295,92
21.06.2015;9;388,68
21.06.2015;10;536,58
21.06.2015;11;788,28
21.06.2015;12;10,02
21.06.2015;13;289,14
21.06.2015;14;384,42
21.06.2015;15;619,08
21.06.2015;16;100,38
21.06.2015;17;91,98
21.06.2015;18;244,5
21.06.2015;19;70,56
21.06.2015;20;215,7
21.06.2015;21;209,7
21.06.2015;22;117,9
21.06.2015;23;287,28
22.06.2015;0;310,74
22.06.2015;1;285,12
22.06.2015;2;396,84
22.06.2015;3;313,5
22.06.2015;4;161,22
22.06.2015;5;351,9
22.06.2015;6;234,66
22.06.2015;7;147,78
22.06.2015;8;12,54
22.06.2015;9;306,72
22.06.2015;10;251,58
22.06.2015;11;130,98
22.06.2015;12;451,92
22.06.2015;13;193,8
22.06.2015;14;341,34
22.06.2015;15;296,1
22.06.2015;16;187,74
22.06.2015;17;35,28
22.06.2015;18;243,3
22.06.2015;19;196,86
22.06.2015;20;395,94
22.06.2015;21;335,4
22.06.2015;22;29,04
22.06.2015;23;491,04
23.06.2015;0;441,3
23.06.2015;1;490,2
23.06.2015;2;279,9
23.06.2015;3;153,78
23.06.2015;4;20,4
23.06.2015;5;514,86
23.06.2015;6;134,7
23.06.2015;7;323,64
23.06.2015;8;186,24
23.06.2015;9;290,7
23.06.2015;10;49,38
23.06.2015;11;154,8
23.06.2015;12;93,66
23.06.2015;13;321,84
23.06.2015;14;195,42
23.06.2015;15;92,82
23.06.2015;16;240,78
23.06.2015;17;97,38
23.06.2015;18;191,7
23.06.2015;19;66,78
23.06.2015;20;94,98
23.06.2015;21;55,32
23.06.2015;22;37,26
23.06.2015;23;273,6
24.06.2015;0;260,52
24.06.2015;1;178,92
24.06.2015;2;90,24
24.06.2015;3;197,64
24.06.2015;4;86,46
24.06.2015;5;239,04
24.06.2015;6;35,76
24.06.2015;7;154,68
24.06.2015;8;136,98
24.06.2015;9;170,82
24.06.2015;10;165,6
24.06.2015;11;109,8
24.06.2015;12;217,86
24.06.2015;13;261,72
24.06.2015;14;172,56
24.06.2015;15;275,94
24.06.2015;16;300,6
24.06.2015;17;145,5
24.06.2015;18;157,08
24.06.2015;19;156,42
24.06.2015;20;130,26
24.06.2015;21;102,36
24.06.2015;22;194,04
24.06.2015;23;42,12
25.06.2015;0;279,96
25.06.2015;1;76,86
25.06.2015;2;99,42
25.06.2015;3;20,76
25.06.2015;4;108,36
25.06.2015;5;160,8
25.06.2015;6;43,08
25.06.2015;7;93,72
25.06.2015;8;145,44
25.06.2015;9;483,6
25.06.2015;10;34,68
25.06.2015;11;60,9
25.06.2015;12;345,36
25.06.2015;13;691,26
25.06.2015;14;87
25.06.2015;15;315,66
25.06.2015;16;204,24
25.06.2015;17;198,06
25.06.2015;18;155,34
25.06.2015;19;240,3
25.06.2015;20;200,46
25.06.2015;21;167,22
25.06.2015;22;217,32
25.06.2015;23;100,26
26.06.2015;0;333,42
26.06.2015;1;157,62
26.06.2015;2;451,92
26.06.2015;3;211,56
26.06.2015;4;310,02
26.06.2015;5;126,36
26.06.2015;6;135,9
26.06.2015;7;168,84
26.06.2015;8;-83,7
26.06.2015;9;255,18
26.06.2015;10;280,74
26.06.2015;11;141,36
26.06.2015;12;126,54
26.06.2015;13;604,98
26.06.2015;14;507,12
26.06.2015;15;167,04
26.06.2015;16;167,64
26.06.2015;17;85,08
26.06.2015;18;185,82
26.06.2015;19;55,62
26.06.2015;20;109,14
26.06.2015;21;341,76
26.06.2015;22;108,84
26.06.2015;23;477,66
27.06.2015;0;455,82
27.06.2015;1;140,94
27.06.2015;2;319,68
27.06.2015;3;562,44
27.06.2015;4;368,7
27.06.2015;5;214,2
27.06.2015;6;118,02
27.06.2015;7;376,68
27.06.2015;8;406,02
27.06.2015;9;555,42
27.06.2015;10;177,12
27.06.2015;11;146,46
27.06.2015;12;154,38
27.06.2015;13;350,58
27.06.2015;14;175,02
27.06.2015;15;178,44
27.06.2015;16;265,92
27.06.2015;17;245,46
27.06.2015;18;302,16
27.06.2015;19;222,18
27.06.2015;20;7,92
27.06.2015;21;303,24
27.06.2015;22;51,78
27.06.2015;23;189,24
28.06.2015;0;384,84
28.06.2015;1;206,52
28.06.2015;2;103,2
28.06.2015;3;5,46
28.06.2015;4;121,92
28.06.2015;5;176,82
28.06.2015;6;114,3
28.06.2015;7;174,48
28.06.2015;8;85,92
28.06.2015;9;254,82
28.06.2015;10;208,92
28.06.2015;11;-15,24
28.06.2015;12;228,78
28.06.2015;13;243,54
28.06.2015;14;96,06
28.06.2015;15;130,74
28.06.2015;16;201,78
28.06.2015;17;204,12
28.06.2015;18;92,1
28.06.2015;19;180,12
28.06.2015;20;300,3
28.06.2015;21;90,6
28.06.2015;22;170,4
28.06.2015;23;245,4
29.06.2015;0;270,54
29.06.2015;1;164,04
29.06.2015;2;304,2
29.06.2015;3;149,16
29.06.2015;4;141,72
29.06.2015;5;350,34
29.06.2015;6;365,1
29.06.2015;7;329,7
29.06.2015;8;65,46
29.06.2015;9;66,12
29.06.2015;10;194,7
29.06.2015;11;230,46
29.06.2015;12;285
29.06.2015;13;740,46
29.06.2015;14;34,08
29.06.2015;15;140,82
29.06.2015;16;233,82
29.06.2015;17;438,42
29.06.2015;18;433,56
29.06.2015;19;363,24
29.06.2015;20;361,38
29.06.2015;21;89,64
29.06.2015;22;269,28
29.06.2015;23;230,7
30.06.2015;0;117,72
30.06.2015;1;280,5
30.06.2015;2;103,74
30.06.2015;3;89,28
30.06.2015;4;225,84
30.06.2015;5;251,58
30.06.2015;6;164,1
30.06.2015;7;189,48
30.06.2015;8;238,38
30.06.2015;9;152,64
30.06.2015;10;40,38
30.06.2015;11;237,24
30.06.2015;12;172,98
30.06.2015;13;231,48
30.06.2015;14;149,22
30.06.2015;15;110,7
30.06.2015;16;259,2
30.06.2015;17;105,12
30.06.2015;18;269,94
30.06.2015;19;222,54
30.06.2015;20;242,82
30.06.2015;21;198,18
30.06.2015;22;50,4
30.06.2015;23;548,7
01.08.2015;0;2436,84
01.08.2015;1;1980,96
01.08.2015;2;2173,32
01.08.2015;3;2108,04
01.08.2015;4;3060,48
01.08.2015;5;2396,64
01.08.2015;6;2381,88
01.08.2015;7;2046,6
01.08.2015;8;1966,56
01.08.2015;9;2216,88
01.08.2015;10;1937,4
01.08.2015;11;2023,08
01.08.2015;12;1799,28
01.08.2015;13;1837,56
01.08.2015;14;1913,04
01.08.2015;15;2099,88
01.08.2015;16;2739
01.08.2015;17;2388,12
01.08.2015;18;1891,8
01.08.2015;19;2051,64
01.08.2015;20;1840,2
01.08.2015;21;2189,64
01.08.2015;22;2245,56
01.08.2015;23;1273,32
02.08.2015;0;864,36
02.08.2015;1;562,2
02.08.2015;2;373,08
02.08.2015;3;402,84
02.08.2015;4;-165,72
02.08.2015;5;1346,76
02.08.2015;6;1470
02.08.2015;7;1168,68
02.08.2015;8;1237,32
02.08.2015;9;1498,44
02.08.2015;10;384,84
02.08.2015;11;1050,96
02.08.2015;12;1056,36
02.08.2015;13;1044,48
02.08.2015;14;1269,36
02.08.2015;15;1268,16
02.08.2015;16;1672,2
02.08.2015;17;1896,24
02.08.2015;18;1892,64
02.08.2015;19;1868,52
02.08.2015;20;169,32
02.08.2015;21;182,52
02.08.2015;22;271,56
02.08.2015;23;117,48
03.08.2015;0;550,8
03.08.2015;1;61,8
03.08.2015;2;68,16
03.08.2015;3;32,64
03.08.2015;4;228,72
03.08.2015;5;182,64
03.08.2015;6;146,52
03.08.2015;7;94,2
03.08.2015;8;186,24
03.08.2015;9;277,44
03.08.2015;10;266,04
03.08.2015;11;330,96
03.08.2015;12;283,32
03.08.2015;13;242,16
03.08.2015;14;228,6
03.08.2015;15;314,4
03.08.2015;16;371,52
03.08.2015;17;249,6
03.08.2015;18;817,32
03.08.2015;19;213,84
03.08.2015;20;474,06
03.08.2015;21;1119,84
03.08.2015;22;1109,52
03.08.2015;23;278,94
04.08.2015;0;447,78
04.08.2015;1;261,54
04.08.2015;2;808,86
04.08.2015;3;1448,58
04.08.2015;4;1337,76
04.08.2015;5;1078,98
04.08.2015;6;432,3
04.08.2015;7;931,68
04.08.2015;8;368,34
04.08.2015;9;1541,88
04.08.2015;10;2106,78
04.08.2015;11;1838,94
04.08.2015;12;1633,86
04.08.2015;13;2175,72
04.08.2015;14;2704,32
04.08.2015;15;2164,14
04.08.2015;16;1812,84
04.08.2015;17;1677,48
04.08.2015;18;1403,76
04.08.2015;19;1524,48
04.08.2015;20;1503,42
04.08.2015;21;2561,34
04.08.2015;22;2634,3
04.08.2015;23;2173,62
05.08.2015;0;2246,4
05.08.2015;1;2051,52
05.08.2015;2;1708,32
05.08.2015;3;2403,9
05.08.2015;4;2199,12
05.08.2015;5;1904,52
05.08.2015;6;1407,48
05.08.2015;7;65,46
05.08.2015;8;171,06
05.08.2015;9;212,52
05.08.2015;10;146,04
05.08.2015;11;231,9
05.08.2015;12;175,02
05.08.2015;13;254,22
05.08.2015;14;376,56
