Дата;Местное время Тверь;Потребление факт, МВтч;;;
01.04.2018;21:00-22:00;654;01.04.2018;21;654
01.04.2018;22:00-23:00;612;01.04.2018;22;612
01.04.2018;23:00-24:00;568;01.04.2018;23;568
02.04.2018;00:00-01:00;536;02.04.2018;0;536
02.04.2018;01:00-02:00;520;02.04.2018;1;520
02.04.2018;02:00-03:00;512;02.04.2018;2;512
02.04.2018;03:00-04:00;508;02.04.2018;3;508
02.04.2018;04:00-05:00;512;02.04.2018;4;512
02.04.2018;05:00-06:00;531;02.04.2018;5;531
02.04.2018;06:00-07:00;566;02.04.2018;6;566
02.04.2018;07:00-08:00;626;02.04.2018;7;626
02.04.2018;08:00-09:00;682;02.04.2018;8;682
02.04.2018;09:00-10:00;716;02.04.2018;9;716
02.04.2018;10:00-11:00;717;02.04.2018;10;717
02.04.2018;11:00-12:00;706;02.04.2018;11;706
02.04.2018;12:00-13:00;690;02.04.2018;12;690
02.04.2018;13:00-14:00;695;02.04.2018;13;695
02.04.2018;14:00-15:00;685;02.04.2018;14;685
02.04.2018;15:00-16:00;674;02.04.2018;15;674
02.04.2018;16:00-17:00;662;02.04.2018;16;662
02.04.2018;17:00-18:00;659;02.04.2018;17;659
02.04.2018;18:00-19:00;667;02.04.2018;18;667
02.04.2018;19:00-20:00;692;02.04.2018;19;692
02.04.2018;20:00-21:00;703;02.04.2018;20;703
02.04.2018;21:00-22:00;673;02.04.2018;21;673
02.04.2018;22:00-23:00;624;02.04.2018;22;624
02.04.2018;23:00-24:00;575;02.04.2018;23;575
03.04.2018;00:00-01:00;541;03.04.2018;0;541
03.04.2018;01:00-02:00;525;03.04.2018;1;525
03.04.2018;02:00-03:00;516;03.04.2018;2;516
03.04.2018;03:00-04:00;512;03.04.2018;3;512
03.04.2018;04:00-05:00;518;03.04.2018;4;518
03.04.2018;05:00-06:00;532;03.04.2018;5;532
03.04.2018;06:00-07:00;561;03.04.2018;6;561
03.04.2018;07:00-08:00;617;03.04.2018;7;617
03.04.2018;08:00-09:00;680;03.04.2018;8;680
03.04.2018;09:00-10:00;714;03.04.2018;9;714
03.04.2018;10:00-11:00;712;03.04.2018;10;712
03.04.2018;11:00-12:00;710;03.04.2018;11;710
03.04.2018;12:00-13:00;697;03.04.2018;12;697
03.04.2018;13:00-14:00;704;03.04.2018;13;704
03.04.2018;14:00-15:00;699;03.04.2018;14;699
03.04.2018;15:00-16:00;691;03.04.2018;15;691
03.04.2018;16:00-17:00;674;03.04.2018;16;674
03.04.2018;17:00-18:00;656;03.04.2018;17;656
03.04.2018;18:00-19:00;661;03.04.2018;18;661
03.04.2018;19:00-20:00;687;03.04.2018;19;687
03.04.2018;20:00-21:00;714;03.04.2018;20;714
03.04.2018;21:00-22:00;690;03.04.2018;21;690
03.04.2018;22:00-23:00;641;03.04.2018;22;641
03.04.2018;23:00-24:00;591;03.04.2018;23;591
04.04.2018;00:00-01:00;555;04.04.2018;0;555
04.04.2018;01:00-02:00;535;04.04.2018;1;535
04.04.2018;02:00-03:00;524;04.04.2018;2;524
04.04.2018;03:00-04:00;520;04.04.2018;3;520
04.04.2018;04:00-05:00;527;04.04.2018;4;527
04.04.2018;05:00-06:00;543;04.04.2018;5;543
04.04.2018;06:00-07:00;573;04.04.2018;6;573
04.04.2018;07:00-08:00;628;04.04.2018;7;628
04.04.2018;08:00-09:00;683;04.04.2018;8;683
04.04.2018;09:00-10:00;710;04.04.2018;9;710
04.04.2018;10:00-11:00;704;04.04.2018;10;704
04.04.2018;11:00-12:00;691;04.04.2018;11;691
04.04.2018;12:00-13:00;674;04.04.2018;12;674
04.04.2018;13:00-14:00;679;04.04.2018;13;679
04.04.2018;14:00-15:00;668;04.04.2018;14;668
04.04.2018;15:00-16:00;660;04.04.2018;15;660
04.04.2018;16:00-17:00;648;04.04.2018;16;648
04.04.2018;17:00-18:00;634;04.04.2018;17;634
04.04.2018;18:00-19:00;640;04.04.2018;18;640
04.04.2018;19:00-20:00;668;04.04.2018;19;668
04.04.2018;20:00-21:00;703;04.04.2018;20;703
04.04.2018;21:00-22:00;676;04.04.2018;21;676
04.04.2018;22:00-23:00;624;04.04.2018;22;624
04.04.2018;23:00-24:00;576;04.04.2018;23;576
05.04.2018;00:00-01:00;542;05.04.2018;0;542
05.04.2018;01:00-02:00;526;05.04.2018;1;526
05.04.2018;02:00-03:00;515;05.04.2018;2;515
05.04.2018;03:00-04:00;510;05.04.2018;3;510
05.04.2018;04:00-05:00;517;05.04.2018;4;517
05.04.2018;05:00-06:00;531;05.04.2018;5;531
05.04.2018;06:00-07:00;555;05.04.2018;6;555
05.04.2018;07:00-08:00;613;05.04.2018;7;613
05.04.2018;08:00-09:00;672;05.04.2018;8;672
05.04.2018;09:00-10:00;701;05.04.2018;9;701
05.04.2018;10:00-11:00;691;05.04.2018;10;691
05.04.2018;11:00-12:00;677;05.04.2018;11;677
05.04.2018;12:00-13:00;657;05.04.2018;12;657
05.04.2018;13:00-14:00;664;05.04.2018;13;664
05.04.2018;14:00-15:00;660;05.04.2018;14;660
05.04.2018;15:00-16:00;652;05.04.2018;15;652
05.04.2018;16:00-17:00;643;05.04.2018;16;643
05.04.2018;17:00-18:00;638;05.04.2018;17;638
05.04.2018;18:00-19:00;647;05.04.2018;18;647
05.04.2018;19:00-20:00;674;05.04.2018;19;674
05.04.2018;20:00-21:00;701;05.04.2018;20;701
05.04.2018;21:00-22:00;674;05.04.2018;21;674
05.04.2018;22:00-23:00;626;05.04.2018;22;626
05.04.2018;23:00-24:00;573;05.04.2018;23;573
06.04.2018;00:00-01:00;533;06.04.2018;0;533
06.04.2018;01:00-02:00;513;06.04.2018;1;513
06.04.2018;02:00-03:00;504;06.04.2018;2;504
06.04.2018;03:00-04:00;499;06.04.2018;3;499
06.04.2018;04:00-05:00;505;06.04.2018;4;505
06.04.2018;05:00-06:00;512;06.04.2018;5;512
06.04.2018;06:00-07:00;543;06.04.2018;6;543
06.04.2018;07:00-08:00;598;06.04.2018;7;598
06.04.2018;08:00-09:00;655;06.04.2018;8;655
06.04.2018;09:00-10:00;688;06.04.2018;9;688
06.04.2018;10:00-11:00;680;06.04.2018;10;680
06.04.2018;11:00-12:00;668;06.04.2018;11;668
06.04.2018;12:00-13:00;648;06.04.2018;12;648
06.04.2018;13:00-14:00;652;06.04.2018;13;652
06.04.2018;14:00-15:00;646;06.04.2018;14;646
06.04.2018;15:00-16:00;639;06.04.2018;15;639
06.04.2018;16:00-17:00;630;06.04.2018;16;630
06.04.2018;17:00-18:00;629;06.04.2018;17;629
06.04.2018;18:00-19:00;645;06.04.2018;18;645
06.04.2018;19:00-20:00;667;06.04.2018;19;667
06.04.2018;20:00-21:00;682;06.04.2018;20;682
06.04.2018;21:00-22:00;655;06.04.2018;21;655
06.04.2018;22:00-23:00;605;06.04.2018;22;605
06.04.2018;23:00-24:00;557;06.04.2018;23;557
07.04.2018;00:00-01:00;525;07.04.2018;0;525
07.04.2018;01:00-02:00;505;07.04.2018;1;505
07.04.2018;02:00-03:00;494;07.04.2018;2;494
07.04.2018;03:00-04:00;487;07.04.2018;3;487
07.04.2018;04:00-05:00;487;07.04.2018;4;487
07.04.2018;05:00-06:00;486;07.04.2018;5;486
07.04.2018;06:00-07:00;492;07.04.2018;6;492
07.04.2018;07:00-08:00;525;07.04.2018;7;525
07.04.2018;08:00-09:00;569;07.04.2018;8;569
07.04.2018;09:00-10:00;608;07.04.2018;9;608
07.04.2018;10:00-11:00;622;07.04.2018;10;622
07.04.2018;11:00-12:00;622;07.04.2018;11;622
07.04.2018;12:00-13:00;615;07.04.2018;12;615
07.04.2018;13:00-14:00;613;07.04.2018;13;613
07.04.2018;14:00-15:00;604;07.04.2018;14;604
07.04.2018;15:00-16:00;597;07.04.2018;15;597
07.04.2018;16:00-17:00;590;07.04.2018;16;590
07.04.2018;17:00-18:00;586;07.04.2018;17;586
07.04.2018;18:00-19:00;587;07.04.2018;18;587
07.04.2018;19:00-20:00;614;07.04.2018;19;614
07.04.2018;20:00-21:00;655;07.04.2018;20;655
07.04.2018;21:00-22:00;639;07.04.2018;21;639
07.04.2018;22:00-23:00;603;07.04.2018;22;603
07.04.2018;23:00-24:00;563;07.04.2018;23;563
08.04.2018;00:00-01:00;529;08.04.2018;0;529
08.04.2018;01:00-02:00;508;08.04.2018;1;508
08.04.2018;02:00-03:00;496;08.04.2018;2;496
08.04.2018;03:00-04:00;489;08.04.2018;3;489
08.04.2018;04:00-05:00;491;08.04.2018;4;491
08.04.2018;05:00-06:00;487;08.04.2018;5;487
08.04.2018;06:00-07:00;488;08.04.2018;6;488
08.04.2018;07:00-08:00;506;08.04.2018;7;506
08.04.2018;08:00-09:00;535;08.04.2018;8;535
08.04.2018;09:00-10:00;560;08.04.2018;9;560
08.04.2018;10:00-11:00;565;08.04.2018;10;565
08.04.2018;11:00-12:00;561;08.04.2018;11;561
08.04.2018;12:00-13:00;553;08.04.2018;12;553
08.04.2018;13:00-14:00;547;08.04.2018;13;547
08.04.2018;14:00-15:00;535;08.04.2018;14;535
08.04.2018;15:00-16:00;527;08.04.2018;15;527
08.04.2018;16:00-17:00;526;08.04.2018;16;526
08.04.2018;17:00-18:00;529;08.04.2018;17;529
08.04.2018;18:00-19:00;539;08.04.2018;18;539
08.04.2018;19:00-20:00;570;08.04.2018;19;570
08.04.2018;20:00-21:00;614;08.04.2018;20;614
08.04.2018;21:00-22:00;599;08.04.2018;21;599
08.04.2018;22:00-23:00;560;08.04.2018;22;560
08.04.2018;23:00-24:00;519;08.04.2018;23;519
09.04.2018;00:00-01:00;489;09.04.2018;0;489
09.04.2018;01:00-02:00;473;09.04.2018;1;473
09.04.2018;02:00-03:00;464;09.04.2018;2;464
09.04.2018;03:00-04:00;463;09.04.2018;3;463
09.04.2018;04:00-05:00;470;09.04.2018;4;470
09.04.2018;05:00-06:00;476;09.04.2018;5;476
09.04.2018;06:00-07:00;510;09.04.2018;6;510
09.04.2018;07:00-08:00;569;09.04.2018;7;569
09.04.2018;08:00-09:00;623;09.04.2018;8;623
09.04.2018;09:00-10:00;653;09.04.2018;9;653
09.04.2018;10:00-11:00;647;09.04.2018;10;647
09.04.2018;11:00-12:00;634;09.04.2018;11;634
09.04.2018;12:00-13:00;614;09.04.2018;12;614
09.04.2018;13:00-14:00;617;09.04.2018;13;617
09.04.2018;14:00-15:00;609;09.04.2018;14;609
09.04.2018;15:00-16:00;598;09.04.2018;15;598
09.04.2018;16:00-17:00;583;09.04.2018;16;583
09.04.2018;17:00-18:00;569;09.04.2018;17;569
09.04.2018;18:00-19:00;569;09.04.2018;18;569
09.04.2018;19:00-20:00;592;09.04.2018;19;592
09.04.2018;20:00-21:00;639;09.04.2018;20;639
09.04.2018;21:00-22:00;618;09.04.2018;21;618
09.04.2018;22:00-23:00;567;09.04.2018;22;567
09.04.2018;23:00-24:00;516;09.04.2018;23;516
10.04.2018;00:00-01:00;482;10.04.2018;0;482
10.04.2018;01:00-02:00;464;10.04.2018;1;464
10.04.2018;02:00-03:00;458;10.04.2018;2;458
10.04.2018;03:00-04:00;456;10.04.2018;3;456
10.04.2018;04:00-05:00;462;10.04.2018;4;462
10.04.2018;05:00-06:00;465;10.04.2018;5;465
10.04.2018;06:00-07:00;493;10.04.2018;6;493
10.04.2018;07:00-08:00;551;10.04.2018;7;551
10.04.2018;08:00-09:00;603;10.04.2018;8;603
10.04.2018;09:00-10:00;630;10.04.2018;9;630
10.04.2018;10:00-11:00;624;10.04.2018;10;624
10.04.2018;11:00-12:00;614;10.04.2018;11;614
10.04.2018;12:00-13:00;597;10.04.2018;12;597
10.04.2018;13:00-14:00;609;10.04.2018;13;609
10.04.2018;14:00-15:00;611;10.04.2018;14;611
10.04.2018;15:00-16:00;608;10.04.2018;15;608
10.04.2018;16:00-17:00;611;10.04.2018;16;611
10.04.2018;17:00-18:00;613;10.04.2018;17;613
10.04.2018;18:00-19:00;629;10.04.2018;18;629
10.04.2018;19:00-20:00;648;10.04.2018;19;648
10.04.2018;20:00-21:00;665;10.04.2018;20;665
10.04.2018;21:00-22:00;636;10.04.2018;21;636
10.04.2018;22:00-23:00;587;10.04.2018;22;587
10.04.2018;23:00-24:00;540;10.04.2018;23;540
11.04.2018;00:00-01:00;507;11.04.2018;0;507
11.04.2018;01:00-02:00;490;11.04.2018;1;490
11.04.2018;02:00-03:00;483;11.04.2018;2;483
11.04.2018;03:00-04:00;481;11.04.2018;3;481
11.04.2018;04:00-05:00;489;11.04.2018;4;489
11.04.2018;05:00-06:00;492;11.04.2018;5;492
11.04.2018;06:00-07:00;527;11.04.2018;6;527
11.04.2018;07:00-08:00;580;11.04.2018;7;580
11.04.2018;08:00-09:00;627;11.04.2018;8;627
11.04.2018;09:00-10:00;655;11.04.2018;9;655
11.04.2018;10:00-11:00;650;11.04.2018;10;650
11.04.2018;11:00-12:00;639;11.04.2018;11;639
11.04.2018;12:00-13:00;621;11.04.2018;12;621
11.04.2018;13:00-14:00;627;11.04.2018;13;627
11.04.2018;14:00-15:00;623;11.04.2018;14;623
11.04.2018;15:00-16:00;615;11.04.2018;15;615
11.04.2018;16:00-17:00;602;11.04.2018;16;602
11.04.2018;17:00-18:00;581;11.04.2018;17;581
11.04.2018;18:00-19:00;590;11.04.2018;18;590
11.04.2018;19:00-20:00;611;11.04.2018;19;611
11.04.2018;20:00-21:00;657;11.04.2018;20;657
11.04.2018;21:00-22:00;644;11.04.2018;21;644
11.04.2018;22:00-23:00;598;11.04.2018;22;598
11.04.2018;23:00-24:00;550;11.04.2018;23;550
12.04.2018;00:00-01:00;515;12.04.2018;0;515
12.04.2018;01:00-02:00;496;12.04.2018;1;496
12.04.2018;02:00-03:00;490;12.04.2018;2;490
12.04.2018;03:00-04:00;488;12.04.2018;3;488
12.04.2018;04:00-05:00;495;12.04.2018;4;495
12.04.2018;05:00-06:00;499;12.04.2018;5;499
12.04.2018;06:00-07:00;530;12.04.2018;6;530
12.04.2018;07:00-08:00;586;12.04.2018;7;586
12.04.2018;08:00-09:00;636;12.04.2018;8;636
12.04.2018;09:00-10:00;661;12.04.2018;9;661
12.04.2018;10:00-11:00;646;12.04.2018;10;646
12.04.2018;11:00-12:00;633;12.04.2018;11;633
12.04.2018;12:00-13:00;613;12.04.2018;12;613
12.04.2018;13:00-14:00;622;12.04.2018;13;622
12.04.2018;14:00-15:00;620;12.04.2018;14;620
12.04.2018;15:00-16:00;610;12.04.2018;15;610
12.04.2018;16:00-17:00;598;12.04.2018;16;598
12.04.2018;17:00-18:00;581;12.04.2018;17;581
12.04.2018;18:00-19:00;589;12.04.2018;18;589
12.04.2018;19:00-20:00;609;12.04.2018;19;609
12.04.2018;20:00-21:00;660;12.04.2018;20;660
12.04.2018;21:00-22:00;641;12.04.2018;21;641
12.04.2018;22:00-23:00;597;12.04.2018;22;597
12.04.2018;23:00-24:00;550;12.04.2018;23;550
13.04.2018;00:00-01:00;514;13.04.2018;0;514
13.04.2018;01:00-02:00;491;13.04.2018;1;491
13.04.2018;02:00-03:00;485;13.04.2018;2;485
13.04.2018;03:00-04:00;484;13.04.2018;3;484
13.04.2018;04:00-05:00;493;13.04.2018;4;493
13.04.2018;05:00-06:00;495;13.04.2018;5;495
13.04.2018;06:00-07:00;531;13.04.2018;6;531
13.04.2018;07:00-08:00;585;13.04.2018;7;585
13.04.2018;08:00-09:00;638;13.04.2018;8;638
13.04.2018;09:00-10:00;660;13.04.2018;9;660
13.04.2018;10:00-11:00;652;13.04.2018;10;652
13.04.2018;11:00-12:00;638;13.04.2018;11;638
13.04.2018;12:00-13:00;622;13.04.2018;12;622
13.04.2018;13:00-14:00;631;13.04.2018;13;631
13.04.2018;14:00-15:00;625;13.04.2018;14;625
13.04.2018;15:00-16:00;615;13.04.2018;15;615
13.04.2018;16:00-17:00;598;13.04.2018;16;598
13.04.2018;17:00-18:00;587;13.04.2018;17;587
13.04.2018;18:00-19:00;590;13.04.2018;18;590
13.04.2018;19:00-20:00;606;13.04.2018;19;606
13.04.2018;20:00-21:00;654;13.04.2018;20;654
13.04.2018;21:00-22:00;645;13.04.2018;21;645
13.04.2018;22:00-23:00;604;13.04.2018;22;604
13.04.2018;23:00-24:00;555;13.04.2018;23;555
14.04.2018;00:00-01:00;518;14.04.2018;0;518
14.04.2018;01:00-02:00;499;14.04.2018;1;499
14.04.2018;02:00-03:00;490;14.04.2018;2;490
14.04.2018;03:00-04:00;484;14.04.2018;3;484
14.04.2018;04:00-05:00;483;14.04.2018;4;483
14.04.2018;05:00-06:00;475;14.04.2018;5;475
14.04.2018;06:00-07:00;489;14.04.2018;6;489
14.04.2018;07:00-08:00;520;14.04.2018;7;520
14.04.2018;08:00-09:00;562;14.04.2018;8;562
14.04.2018;09:00-10:00;585;14.04.2018;9;585
14.04.2018;10:00-11:00;582;14.04.2018;10;582
14.04.2018;11:00-12:00;578;14.04.2018;11;578
14.04.2018;12:00-13:00;567;14.04.2018;12;567
14.04.2018;13:00-14:00;561;14.04.2018;13;561
14.04.2018;14:00-15:00;547;14.04.2018;14;547
14.04.2018;15:00-16:00;542;14.04.2018;15;542
14.04.2018;16:00-17:00;537;14.04.2018;16;537
14.04.2018;17:00-18:00;536;14.04.2018;17;536
14.04.2018;18:00-19:00;543;14.04.2018;18;543
14.04.2018;19:00-20:00;560;14.04.2018;19;560
14.04.2018;20:00-21:00;612;14.04.2018;20;612
14.04.2018;21:00-22:00;606;14.04.2018;21;606
14.04.2018;22:00-23:00;570;14.04.2018;22;570
14.04.2018;23:00-24:00;533;14.04.2018;23;533
15.04.2018;00:00-01:00;499;15.04.2018;0;499
15.04.2018;01:00-02:00;480;15.04.2018;1;480
15.04.2018;02:00-03:00;470;15.04.2018;2;470
15.04.2018;03:00-04:00;465;15.04.2018;3;465
15.04.2018;04:00-05:00;464;15.04.2018;4;464
15.04.2018;05:00-06:00;452;15.04.2018;5;452
15.04.2018;06:00-07:00;460;15.04.2018;6;460
15.04.2018;07:00-08:00;485;15.04.2018;7;485
15.04.2018;08:00-09:00;521;15.04.2018;8;521
15.04.2018;09:00-10:00;544;15.04.2018;9;544
15.04.2018;10:00-11:00;544;15.04.2018;10;544
15.04.2018;11:00-12:00;536;15.04.2018;11;536
15.04.2018;12:00-13:00;528;15.04.2018;12;528
15.04.2018;13:00-14:00;525;15.04.2018;13;525
15.04.2018;14:00-15:00;520;15.04.2018;14;520
15.04.2018;15:00-16:00;512;15.04.2018;15;512
15.04.2018;16:00-17:00;509;15.04.2018;16;509
15.04.2018;17:00-18:00;509;15.04.2018;17;509
15.04.2018;18:00-19:00;520;15.04.2018;18;520
15.04.2018;19:00-20:00;541;15.04.2018;19;541
15.04.2018;20:00-21:00;590;15.04.2018;20;590
15.04.2018;21:00-22:00;585;15.04.2018;21;585
15.04.2018;22:00-23:00;541;15.04.2018;22;541
15.04.2018;23:00-24:00;498;15.04.2018;23;498
16.04.2018;00:00-01:00;467;16.04.2018;0;467
16.04.2018;01:00-02:00;449;16.04.2018;1;449
16.04.2018;02:00-03:00;443;16.04.2018;2;443
16.04.2018;03:00-04:00;441;16.04.2018;3;441
16.04.2018;04:00-05:00;442;16.04.2018;4;442
16.04.2018;05:00-06:00;444;16.04.2018;5;444
16.04.2018;06:00-07:00;488;16.04.2018;6;488
16.04.2018;07:00-08:00;546;16.04.2018;7;546
16.04.2018;08:00-09:00;599;16.04.2018;8;599
16.04.2018;09:00-10:00;624;16.04.2018;9;624
16.04.2018;10:00-11:00;607;16.04.2018;10;607
16.04.2018;11:00-12:00;595;16.04.2018;11;595
16.04.2018;12:00-13:00;575;16.04.2018;12;575
16.04.2018;13:00-14:00;583;16.04.2018;13;583
16.04.2018;14:00-15:00;578;16.04.2018;14;578
16.04.2018;15:00-16:00;569;16.04.2018;15;569
16.04.2018;16:00-17:00;560;16.04.2018;16;560
16.04.2018;17:00-18:00;550;16.04.2018;17;550
16.04.2018;18:00-19:00;563;16.04.2018;18;563
16.04.2018;19:00-20:00;582;16.04.2018;19;582
16.04.2018;20:00-21:00;616;16.04.2018;20;616
16.04.2018;21:00-22:00;600;16.04.2018;21;600
16.04.2018;22:00-23:00;551;16.04.2018;22;551
16.04.2018;23:00-24:00;503;16.04.2018;23;503
17.04.2018;00:00-01:00;471;17.04.2018;0;471
17.04.2018;01:00-02:00;454;17.04.2018;1;454
17.04.2018;02:00-03:00;441;17.04.2018;2;441
17.04.2018;03:00-04:00;436;17.04.2018;3;436
17.04.2018;04:00-05:00;441;17.04.2018;4;441
17.04.2018;05:00-06:00;440;17.04.2018;5;440
17.04.2018;06:00-07:00;478;17.04.2018;6;478
17.04.2018;07:00-08:00;530;17.04.2018;7;530
17.04.2018;08:00-09:00;574;17.04.2018;8;574
17.04.2018;09:00-10:00;595;17.04.2018;9;595
17.04.2018;10:00-11:00;589;17.04.2018;10;589
17.04.2018;11:00-12:00;582;17.04.2018;11;582
17.04.2018;12:00-13:00;567;17.04.2018;12;567
17.04.2018;13:00-14:00;582;17.04.2018;13;582
17.04.2018;14:00-15:00;580;17.04.2018;14;580
17.04.2018;15:00-16:00;577;17.04.2018;15;577
17.04.2018;16:00-17:00;571;17.04.2018;16;571
17.04.2018;17:00-18:00;565;17.04.2018;17;565
17.04.2018;18:00-19:00;575;17.04.2018;18;575
17.04.2018;19:00-20:00;589;17.04.2018;19;589
17.04.2018;20:00-21:00;615;17.04.2018;20;615
17.04.2018;21:00-22:00;594;17.04.2018;21;594
17.04.2018;22:00-23:00;543;17.04.2018;22;543
17.04.2018;23:00-24:00;496;17.04.2018;23;496
18.04.2018;00:00-01:00;461;18.04.2018;0;461
18.04.2018;01:00-02:00;442;18.04.2018;1;442
18.04.2018;02:00-03:00;434;18.04.2018;2;434
18.04.2018;03:00-04:00;430;18.04.2018;3;430
18.04.2018;04:00-05:00;432;18.04.2018;4;432
18.04.2018;05:00-06:00;438;18.04.2018;5;438
18.04.2018;06:00-07:00;475;18.04.2018;6;475
18.04.2018;07:00-08:00;533;18.04.2018;7;533
18.04.2018;08:00-09:00;584;18.04.2018;8;584
18.04.2018;09:00-10:00;619;18.04.2018;9;619
18.04.2018;10:00-11:00;625;18.04.2018;10;625
18.04.2018;11:00-12:00;626;18.04.2018;11;626
18.04.2018;12:00-13:00;614;18.04.2018;12;614
18.04.2018;13:00-14:00;620;18.04.2018;13;620
18.04.2018;14:00-15:00;617;18.04.2018;14;617
18.04.2018;15:00-16:00;614;18.04.2018;15;614
18.04.2018;16:00-17:00;608;18.04.2018;16;608
18.04.2018;17:00-18:00;600;18.04.2018;17;600
18.04.2018;18:00-19:00;606;18.04.2018;18;606
18.04.2018;19:00-20:00;616;18.04.2018;19;616
18.04.2018;20:00-21:00;643;18.04.2018;20;643
18.04.2018;21:00-22:00;621;18.04.2018;21;621
18.04.2018;22:00-23:00;571;18.04.2018;22;571
18.04.2018;23:00-24:00;522;18.04.2018;23;522
19.04.2018;00:00-01:00;485;19.04.2018;0;485
19.04.2018;01:00-02:00;465;19.04.2018;1;465
19.04.2018;02:00-03:00;454;19.04.2018;2;454
19.04.2018;03:00-04:00;452;19.04.2018;3;452
19.04.2018;04:00-05:00;456;19.04.2018;4;456
19.04.2018;05:00-06:00;458;19.04.2018;5;458
19.04.2018;06:00-07:00;493;19.04.2018;6;493
19.04.2018;07:00-08:00;554;19.04.2018;7;554
19.04.2018;08:00-09:00;615;19.04.2018;8;615
19.04.2018;09:00-10:00;641;19.04.2018;9;641
19.04.2018;10:00-11:00;630;19.04.2018;10;630
19.04.2018;11:00-12:00;618;19.04.2018;11;618
19.04.2018;12:00-13:00;604;19.04.2018;12;604
19.04.2018;13:00-14:00;613;19.04.2018;13;613
19.04.2018;14:00-15:00;606;19.04.2018;14;606
19.04.2018;15:00-16:00;597;19.04.2018;15;597
19.04.2018;16:00-17:00;582;19.04.2018;16;582
19.04.2018;17:00-18:00;569;19.04.2018;17;569
19.04.2018;18:00-19:00;568;19.04.2018;18;568
19.04.2018;19:00-20:00;574;19.04.2018;19;574
19.04.2018;20:00-21:00;618;19.04.2018;20;618
19.04.2018;21:00-22:00;612;19.04.2018;21;612
19.04.2018;22:00-23:00;566;19.04.2018;22;566
19.04.2018;23:00-24:00;517;19.04.2018;23;517
20.04.2018;00:00-01:00;479;20.04.2018;0;479
20.04.2018;01:00-02:00;459;20.04.2018;1;459
20.04.2018;02:00-03:00;451;20.04.2018;2;451
20.04.2018;03:00-04:00;448;20.04.2018;3;448
20.04.2018;04:00-05:00;450;20.04.2018;4;450
20.04.2018;05:00-06:00;445;20.04.2018;5;445
20.04.2018;06:00-07:00;490;20.04.2018;6;490
20.04.2018;07:00-08:00;546;20.04.2018;7;546
20.04.2018;08:00-09:00;599;20.04.2018;8;599
20.04.2018;09:00-10:00;623;20.04.2018;9;623
20.04.2018;10:00-11:00;614;20.04.2018;10;614
20.04.2018;11:00-12:00;602;20.04.2018;11;602
20.04.2018;12:00-13:00;589;20.04.2018;12;589
20.04.2018;13:00-14:00;599;20.04.2018;13;599
20.04.2018;14:00-15:00;588;20.04.2018;14;588
20.04.2018;15:00-16:00;580;20.04.2018;15;580
20.04.2018;16:00-17:00;566;20.04.2018;16;566
20.04.2018;17:00-18:00;559;20.04.2018;17;559
20.04.2018;18:00-19:00;565;20.04.2018;18;565
20.04.2018;19:00-20:00;579;20.04.2018;19;579
20.04.2018;20:00-21:00;621;20.04.2018;20;621
20.04.2018;21:00-22:00;620;20.04.2018;21;620
20.04.2018;22:00-23:00;574;20.04.2018;22;574
20.04.2018;23:00-24:00;523;20.04.2018;23;523
21.04.2018;00:00-01:00;484;21.04.2018;0;484
21.04.2018;01:00-02:00;461;21.04.2018;1;461
21.04.2018;02:00-03:00;447;21.04.2018;2;447
21.04.2018;03:00-04:00;442;21.04.2018;3;442
21.04.2018;04:00-05:00;439;21.04.2018;4;439
21.04.2018;05:00-06:00;430;21.04.2018;5;430
21.04.2018;06:00-07:00;444;21.04.2018;6;444
21.04.2018;07:00-08:00;478;21.04.2018;7;478
21.04.2018;08:00-09:00;520;21.04.2018;8;520
21.04.2018;09:00-10:00;548;21.04.2018;9;548
21.04.2018;10:00-11:00;551;21.04.2018;10;551
21.04.2018;11:00-12:00;547;21.04.2018;11;547
21.04.2018;12:00-13:00;541;21.04.2018;12;541
21.04.2018;13:00-14:00;536;21.04.2018;13;536
21.04.2018;14:00-15:00;507;21.04.2018;14;507
21.04.2018;15:00-16:00;468;21.04.2018;15;468
21.04.2018;16:00-17:00;445;21.04.2018;16;445
21.04.2018;17:00-18:00;444;21.04.2018;17;444
21.04.2018;18:00-19:00;427;21.04.2018;18;427
21.04.2018;19:00-20:00;425;21.04.2018;19;425
21.04.2018;20:00-21:00;446;21.04.2018;20;446
21.04.2018;21:00-22:00;459;21.04.2018;21;459
21.04.2018;22:00-23:00;446;21.04.2018;22;446
21.04.2018;23:00-24:00;419;21.04.2018;23;419
22.04.2018;00:00-01:00;391;22.04.2018;0;391
22.04.2018;01:00-02:00;380;22.04.2018;1;380
22.04.2018;02:00-03:00;376;22.04.2018;2;376
22.04.2018;03:00-04:00;372;22.04.2018;3;372
22.04.2018;04:00-05:00;372;22.04.2018;4;372
22.04.2018;05:00-06:00;367;22.04.2018;5;367
22.04.2018;06:00-07:00;379;22.04.2018;6;379
22.04.2018;07:00-08:00;405;22.04.2018;7;405
22.04.2018;08:00-09:00;447;22.04.2018;8;447
22.04.2018;09:00-10:00;488;22.04.2018;9;488
22.04.2018;10:00-11:00;505;22.04.2018;10;505
22.04.2018;11:00-12:00;514;22.04.2018;11;514
22.04.2018;12:00-13:00;518;22.04.2018;12;518
22.04.2018;13:00-14:00;519;22.04.2018;13;519
22.04.2018;14:00-15:00;522;22.04.2018;14;522
22.04.2018;15:00-16:00;521;22.04.2018;15;521
