Дата;Местное время Тверь;Потребление факт, МВтч;;;
21.01.2017;14:00-15:00;707;21.01.2017;14;707
21.01.2017;15:00-16:00;703;21.01.2017;15;703
21.01.2017;16:00-17:00;708;21.01.2017;16;708
21.01.2017;17:00-18:00;760;21.01.2017;17;760
21.01.2017;18:00-19:00;778;21.01.2017;18;778
21.01.2017;19:00-20:00;769;21.01.2017;19;769
21.01.2017;20:00-21:00;755;21.01.2017;20;755
21.01.2017;21:00-22:00;734;21.01.2017;21;734
21.01.2017;22:00-23:00;699;21.01.2017;22;699
21.01.2017;23:00-24:00;662;21.01.2017;23;662
22.01.2017;00:00-01:00;630;22.01.2017;0;630
22.01.2017;01:00-02:00;604;22.01.2017;1;604
22.01.2017;02:00-03:00;591;22.01.2017;2;591
22.01.2017;03:00-04:00;585;22.01.2017;3;585
22.01.2017;04:00-05:00;583;22.01.2017;4;583
22.01.2017;05:00-06:00;590;22.01.2017;5;590
22.01.2017;06:00-07:00;603;22.01.2017;6;603
22.01.2017;07:00-08:00;625;22.01.2017;7;625
22.01.2017;08:00-09:00;653;22.01.2017;8;653
22.01.2017;09:00-10:00;681;22.01.2017;9;681
22.01.2017;10:00-11:00;702;22.01.2017;10;702
22.01.2017;11:00-12:00;708;22.01.2017;11;708
22.01.2017;12:00-13:00;707;22.01.2017;12;707
22.01.2017;13:00-14:00;706;22.01.2017;13;706
22.01.2017;14:00-15:00;703;22.01.2017;14;703
22.01.2017;15:00-16:00;699;22.01.2017;15;699
22.01.2017;16:00-17:00;715;22.01.2017;16;715
22.01.2017;17:00-18:00;761;22.01.2017;17;761
22.01.2017;18:00-19:00;775;22.01.2017;18;775
22.01.2017;19:00-20:00;768;22.01.2017;19;768
22.01.2017;20:00-21:00;757;22.01.2017;20;757
22.01.2017;21:00-22:00;730;22.01.2017;21;730
22.01.2017;22:00-23:00;683;22.01.2017;22;683
22.01.2017;23:00-24:00;642;22.01.2017;23;642
23.01.2017;00:00-01:00;605;23.01.2017;0;605
23.01.2017;01:00-02:00;580;23.01.2017;1;580
23.01.2017;02:00-03:00;570;23.01.2017;2;570
23.01.2017;03:00-04:00;566;23.01.2017;3;566
23.01.2017;04:00-05:00;570;23.01.2017;4;570
23.01.2017;05:00-06:00;592;23.01.2017;5;592
23.01.2017;06:00-07:00;643;23.01.2017;6;643
23.01.2017;07:00-08:00;717;23.01.2017;7;717
23.01.2017;08:00-09:00;768;23.01.2017;8;768
23.01.2017;09:00-10:00;787;23.01.2017;9;787
23.01.2017;10:00-11:00;789;23.01.2017;10;789
23.01.2017;11:00-12:00;791;23.01.2017;11;791
23.01.2017;12:00-13:00;768;23.01.2017;12;768
23.01.2017;13:00-14:00;776;23.01.2017;13;776
23.01.2017;14:00-15:00;772;23.01.2017;14;772
23.01.2017;15:00-16:00;764;23.01.2017;15;764
23.01.2017;16:00-17:00;768;23.01.2017;16;768
23.01.2017;17:00-18:00;799;23.01.2017;17;799
23.01.2017;18:00-19:00;810;23.01.2017;18;810
23.01.2017;19:00-20:00;802;23.01.2017;19;802
23.01.2017;20:00-21:00;783;23.01.2017;20;783
23.01.2017;21:00-22:00;750;23.01.2017;21;750
23.01.2017;22:00-23:00;701;23.01.2017;22;701
23.01.2017;23:00-24:00;650;23.01.2017;23;650
24.01.2017;00:00-01:00;612;24.01.2017;0;612
24.01.2017;01:00-02:00;592;24.01.2017;1;592
24.01.2017;02:00-03:00;583;24.01.2017;2;583
24.01.2017;03:00-04:00;578;24.01.2017;3;578
24.01.2017;04:00-05:00;584;24.01.2017;4;584
24.01.2017;05:00-06:00;603;24.01.2017;5;603
24.01.2017;06:00-07:00;654;24.01.2017;6;654
24.01.2017;07:00-08:00;727;24.01.2017;7;727
24.01.2017;08:00-09:00;773;24.01.2017;8;773
24.01.2017;09:00-10:00;794;24.01.2017;9;794
24.01.2017;10:00-11:00;791;24.01.2017;10;791
24.01.2017;11:00-12:00;782;24.01.2017;11;782
24.01.2017;12:00-13:00;761;24.01.2017;12;761
24.01.2017;13:00-14:00;770;24.01.2017;13;770
24.01.2017;14:00-15:00;763;24.01.2017;14;763
24.01.2017;15:00-16:00;758;24.01.2017;15;758
24.01.2017;16:00-17:00;760;24.01.2017;16;760
24.01.2017;17:00-18:00;797;24.01.2017;17;797
24.01.2017;18:00-19:00;809;24.01.2017;18;809
24.01.2017;19:00-20:00;803;24.01.2017;19;803
24.01.2017;20:00-21:00;788;24.01.2017;20;788
24.01.2017;21:00-22:00;762;24.01.2017;21;762
24.01.2017;22:00-23:00;715;24.01.2017;22;715
24.01.2017;23:00-24:00;669;24.01.2017;23;669
25.01.2017;00:00-01:00;630;25.01.2017;0;630
25.01.2017;01:00-02:00;609;25.01.2017;1;609
25.01.2017;02:00-03:00;602;25.01.2017;2;602
25.01.2017;03:00-04:00;598;25.01.2017;3;598
25.01.2017;04:00-05:00;605;25.01.2017;4;605
25.01.2017;05:00-06:00;627;25.01.2017;5;627
25.01.2017;06:00-07:00;681;25.01.2017;6;681
25.01.2017;07:00-08:00;754;25.01.2017;7;754
25.01.2017;08:00-09:00;801;25.01.2017;8;801
25.01.2017;09:00-10:00;828;25.01.2017;9;828
25.01.2017;10:00-11:00;828;25.01.2017;10;828
25.01.2017;11:00-12:00;820;25.01.2017;11;820
25.01.2017;12:00-13:00;800;25.01.2017;12;800
25.01.2017;13:00-14:00;809;25.01.2017;13;809
25.01.2017;14:00-15:00;800;25.01.2017;14;800
25.01.2017;15:00-16:00;793;25.01.2017;15;793
25.01.2017;16:00-17:00;793;25.01.2017;16;793
25.01.2017;17:00-18:00;831;25.01.2017;17;831
25.01.2017;18:00-19:00;851;25.01.2017;18;851
25.01.2017;19:00-20:00;846;25.01.2017;19;846
25.01.2017;20:00-21:00;830;25.01.2017;20;830
25.01.2017;21:00-22:00;804;25.01.2017;21;804
25.01.2017;22:00-23:00;760;25.01.2017;22;760
25.01.2017;23:00-24:00;715;25.01.2017;23;715
26.01.2017;00:00-01:00;676;26.01.2017;0;676
26.01.2017;01:00-02:00;656;26.01.2017;1;656
26.01.2017;02:00-03:00;647;26.01.2017;2;647
26.01.2017;03:00-04:00;646;26.01.2017;3;646
26.01.2017;04:00-05:00;653;26.01.2017;4;653
26.01.2017;05:00-06:00;674;26.01.2017;5;674
26.01.2017;06:00-07:00;726;26.01.2017;6;726
26.01.2017;07:00-08:00;798;26.01.2017;7;798
26.01.2017;08:00-09:00;855;26.01.2017;8;855
26.01.2017;09:00-10:00;885;26.01.2017;9;885
26.01.2017;10:00-11:00;878;26.01.2017;10;878
26.01.2017;11:00-12:00;871;26.01.2017;11;871
26.01.2017;12:00-13:00;851;26.01.2017;12;851
26.01.2017;13:00-14:00;857;26.01.2017;13;857
26.01.2017;14:00-15:00;850;26.01.2017;14;850
26.01.2017;15:00-16:00;846;26.01.2017;15;846
26.01.2017;16:00-17:00;849;26.01.2017;16;849
26.01.2017;17:00-18:00;877;26.01.2017;17;877
26.01.2017;18:00-19:00;883;26.01.2017;18;883
26.01.2017;19:00-20:00;871;26.01.2017;19;871
26.01.2017;20:00-21:00;848;26.01.2017;20;848
26.01.2017;21:00-22:00;817;26.01.2017;21;817
26.01.2017;22:00-23:00;770;26.01.2017;22;770
26.01.2017;23:00-24:00;720;26.01.2017;23;720
27.01.2017;00:00-01:00;675;27.01.2017;0;675
27.01.2017;01:00-02:00;653;27.01.2017;1;653
27.01.2017;02:00-03:00;640;27.01.2017;2;640
27.01.2017;03:00-04:00;635;27.01.2017;3;635
27.01.2017;04:00-05:00;638;27.01.2017;4;638
27.01.2017;05:00-06:00;657;27.01.2017;5;657
27.01.2017;06:00-07:00;705;27.01.2017;6;705
27.01.2017;07:00-08:00;772;27.01.2017;7;772
27.01.2017;08:00-09:00;814;27.01.2017;8;814
27.01.2017;09:00-10:00;831;27.01.2017;9;831
27.01.2017;10:00-11:00;831;27.01.2017;10;831
27.01.2017;11:00-12:00;821;27.01.2017;11;821
27.01.2017;12:00-13:00;799;27.01.2017;12;799
27.01.2017;13:00-14:00;799;27.01.2017;13;799
27.01.2017;14:00-15:00;791;27.01.2017;14;791
27.01.2017;15:00-16:00;785;27.01.2017;15;785
27.01.2017;16:00-17:00;779;27.01.2017;16;779
27.01.2017;17:00-18:00;810;27.01.2017;17;810
27.01.2017;18:00-19:00;830;27.01.2017;18;830
27.01.2017;19:00-20:00;822;27.01.2017;19;822
27.01.2017;20:00-21:00;801;27.01.2017;20;801
27.01.2017;21:00-22:00;775;27.01.2017;21;775
27.01.2017;22:00-23:00;726;27.01.2017;22;726
27.01.2017;23:00-24:00;679;27.01.2017;23;679
28.01.2017;00:00-01:00;639;28.01.2017;0;639
28.01.2017;01:00-02:00;615;28.01.2017;1;615
28.01.2017;02:00-03:00;600;28.01.2017;2;600
28.01.2017;03:00-04:00;593;28.01.2017;3;593
28.01.2017;04:00-05:00;591;28.01.2017;4;591
28.01.2017;05:00-06:00;600;28.01.2017;5;600
28.01.2017;06:00-07:00;618;28.01.2017;6;618
28.01.2017;07:00-08:00;649;28.01.2017;7;649
28.01.2017;08:00-09:00;677;28.01.2017;8;677
28.01.2017;09:00-10:00;701;28.01.2017;9;701
28.01.2017;10:00-11:00;716;28.01.2017;10;716
28.01.2017;11:00-12:00;716;28.01.2017;11;716
28.01.2017;12:00-13:00;710;28.01.2017;12;710
28.01.2017;13:00-14:00;706;28.01.2017;13;706
28.01.2017;14:00-15:00;701;28.01.2017;14;701
28.01.2017;15:00-16:00;699;28.01.2017;15;699
28.01.2017;16:00-17:00;710;28.01.2017;16;710
28.01.2017;17:00-18:00;749;28.01.2017;17;749
28.01.2017;18:00-19:00;774;28.01.2017;18;774
28.01.2017;19:00-20:00;762;28.01.2017;19;762
28.01.2017;20:00-21:00;750;28.01.2017;20;750
28.01.2017;21:00-22:00;727;28.01.2017;21;727
28.01.2017;22:00-23:00;691;28.01.2017;22;691
28.01.2017;23:00-24:00;654;28.01.2017;23;654
29.01.2017;00:00-01:00;618;29.01.2017;0;618
29.01.2017;01:00-02:00;594;29.01.2017;1;594
29.01.2017;02:00-03:00;583;29.01.2017;2;583
29.01.2017;03:00-04:00;576;29.01.2017;3;576
29.01.2017;04:00-05:00;573;29.01.2017;4;573
29.01.2017;05:00-06:00;581;29.01.2017;5;581
29.01.2017;06:00-07:00;595;29.01.2017;6;595
29.01.2017;07:00-08:00;618;29.01.2017;7;618
29.01.2017;08:00-09:00;641;29.01.2017;8;641
29.01.2017;09:00-10:00;672;29.01.2017;9;672
29.01.2017;10:00-11:00;696;29.01.2017;10;696
29.01.2017;11:00-12:00;701;29.01.2017;11;701
29.01.2017;12:00-13:00;697;29.01.2017;12;697
29.01.2017;13:00-14:00;694;29.01.2017;13;694
29.01.2017;14:00-15:00;690;29.01.2017;14;690
29.01.2017;15:00-16:00;689;29.01.2017;15;689
29.01.2017;16:00-17:00;701;29.01.2017;16;701
29.01.2017;17:00-18:00;745;29.01.2017;17;745
29.01.2017;18:00-19:00;773;29.01.2017;18;773
29.01.2017;19:00-20:00;765;29.01.2017;19;765
29.01.2017;20:00-21:00;752;29.01.2017;20;752
29.01.2017;21:00-22:00;726;29.01.2017;21;726
29.01.2017;22:00-23:00;686;29.01.2017;22;686
29.01.2017;23:00-24:00;641;29.01.2017;23;641
30.01.2017;00:00-01:00;605;30.01.2017;0;605
30.01.2017;01:00-02:00;583;30.01.2017;1;583
30.01.2017;02:00-03:00;572;30.01.2017;2;572
30.01.2017;03:00-04:00;569;30.01.2017;3;569
30.01.2017;04:00-05:00;575;30.01.2017;4;575
30.01.2017;05:00-06:00;597;30.01.2017;5;597
30.01.2017;06:00-07:00;655;30.01.2017;6;655
30.01.2017;07:00-08:00;733;30.01.2017;7;733
30.01.2017;08:00-09:00;785;30.01.2017;8;785
30.01.2017;09:00-10:00;818;30.01.2017;9;818
30.01.2017;10:00-11:00;824;30.01.2017;10;824
30.01.2017;11:00-12:00;819;30.01.2017;11;819
30.01.2017;12:00-13:00;796;30.01.2017;12;796
30.01.2017;13:00-14:00;800;30.01.2017;13;800
30.01.2017;14:00-15:00;790;30.01.2017;14;790
30.01.2017;15:00-16:00;783;30.01.2017;15;783
30.01.2017;16:00-17:00;777;30.01.2017;16;777
30.01.2017;17:00-18:00;807;30.01.2017;17;807
30.01.2017;18:00-19:00;835;30.01.2017;18;835
30.01.2017;19:00-20:00;826;30.01.2017;19;826
30.01.2017;20:00-21:00;805;30.01.2017;20;805
30.01.2017;21:00-22:00;776;30.01.2017;21;776
30.01.2017;22:00-23:00;726;30.01.2017;22;726
30.01.2017;23:00-24:00;677;30.01.2017;23;677
31.01.2017;00:00-01:00;632;31.01.2017;0;632
31.01.2017;01:00-02:00;611;31.01.2017;1;611
31.01.2017;02:00-03:00;602;31.01.2017;2;602
31.01.2017;03:00-04:00;599;31.01.2017;3;599
31.01.2017;04:00-05:00;601;31.01.2017;4;601
31.01.2017;05:00-06:00;623;31.01.2017;5;623
31.01.2017;06:00-07:00;677;31.01.2017;6;677
31.01.2017;07:00-08:00;748;31.01.2017;7;748
31.01.2017;08:00-09:00;806;31.01.2017;8;806
31.01.2017;09:00-10:00;832;31.01.2017;9;832
31.01.2017;10:00-11:00;832;31.01.2017;10;832
31.01.2017;11:00-12:00;828;31.01.2017;11;828
31.01.2017;12:00-13:00;808;31.01.2017;12;808
31.01.2017;13:00-14:00;814;31.01.2017;13;814
31.01.2017;14:00-15:00;803;31.01.2017;14;803
31.01.2017;15:00-16:00;794;31.01.2017;15;794
31.01.2017;16:00-17:00;791;31.01.2017;16;791
31.01.2017;17:00-18:00;813;31.01.2017;17;813
31.01.2017;18:00-19:00;833;31.01.2017;18;833
31.01.2017;19:00-20:00;826;31.01.2017;19;826
31.01.2017;20:00-21:00;808;31.01.2017;20;808
31.01.2017;21:00-22:00;778;31.01.2017;21;778
31.01.2017;22:00-23:00;724;31.01.2017;22;724
31.01.2017;23:00-24:00;674;31.01.2017;23;674
01.02.2017;00:00-01:00;633;01.02.2017;0;633
01.02.2017;01:00-02:00;611;01.02.2017;1;611
01.02.2017;02:00-03:00;599;01.02.2017;2;599
01.02.2017;03:00-04:00;597;01.02.2017;3;597
01.02.2017;04:00-05:00;600;01.02.2017;4;600
01.02.2017;05:00-06:00;621;01.02.2017;5;621
01.02.2017;06:00-07:00;674;01.02.2017;6;674
01.02.2017;07:00-08:00;745;01.02.2017;7;745
01.02.2017;08:00-09:00;786;01.02.2017;8;786
01.02.2017;09:00-10:00;812;01.02.2017;9;812
01.02.2017;10:00-11:00;809;01.02.2017;10;809
01.02.2017;11:00-12:00;803;01.02.2017;11;803
01.02.2017;12:00-13:00;783;01.02.2017;12;783
01.02.2017;13:00-14:00;788;01.02.2017;13;788
01.02.2017;14:00-15:00;780;01.02.2017;14;780
01.02.2017;15:00-16:00;776;01.02.2017;15;776
01.02.2017;16:00-17:00;773;01.02.2017;16;773
01.02.2017;17:00-18:00;793;01.02.2017;17;793
01.02.2017;18:00-19:00;817;01.02.2017;18;817
01.02.2017;19:00-20:00;812;01.02.2017;19;812
01.02.2017;20:00-21:00;793;01.02.2017;20;793
01.02.2017;21:00-22:00;761;01.02.2017;21;761
01.02.2017;22:00-23:00;708;01.02.2017;22;708
01.02.2017;23:00-24:00;660;01.02.2017;23;660
02.02.2017;00:00-01:00;621;02.02.2017;0;621
02.02.2017;01:00-02:00;602;02.02.2017;1;602
02.02.2017;02:00-03:00;591;02.02.2017;2;591
02.02.2017;03:00-04:00;588;02.02.2017;3;588
02.02.2017;04:00-05:00;593;02.02.2017;4;593
02.02.2017;05:00-06:00;617;02.02.2017;5;617
02.02.2017;06:00-07:00;674;02.02.2017;6;674
02.02.2017;07:00-08:00;751;02.02.2017;7;751
02.02.2017;08:00-09:00;797;02.02.2017;8;797
02.02.2017;09:00-10:00;825;02.02.2017;9;825
02.02.2017;10:00-11:00;824;02.02.2017;10;824
02.02.2017;11:00-12:00;815;02.02.2017;11;815
02.02.2017;12:00-13:00;792;02.02.2017;12;792
02.02.2017;13:00-14:00;789;02.02.2017;13;789
02.02.2017;14:00-15:00;778;02.02.2017;14;778
02.02.2017;15:00-16:00;773;02.02.2017;15;773
02.02.2017;16:00-17:00;768;02.02.2017;16;768
02.02.2017;17:00-18:00;797;02.02.2017;17;797
02.02.2017;18:00-19:00;833;02.02.2017;18;833
02.02.2017;19:00-20:00;828;02.02.2017;19;828
02.02.2017;20:00-21:00;815;02.02.2017;20;815
02.02.2017;21:00-22:00;784;02.02.2017;21;784
02.02.2017;22:00-23:00;736;02.02.2017;22;736
02.02.2017;23:00-24:00;689;02.02.2017;23;689
03.02.2017;00:00-01:00;647;03.02.2017;0;647
03.02.2017;01:00-02:00;627;03.02.2017;1;627
03.02.2017;02:00-03:00;618;03.02.2017;2;618
03.02.2017;03:00-04:00;615;03.02.2017;3;615
03.02.2017;04:00-05:00;618;03.02.2017;4;618
03.02.2017;05:00-06:00;640;03.02.2017;5;640
03.02.2017;06:00-07:00;692;03.02.2017;6;692
03.02.2017;07:00-08:00;762;03.02.2017;7;762
03.02.2017;08:00-09:00;808;03.02.2017;8;808
03.02.2017;09:00-10:00;835;03.02.2017;9;835
03.02.2017;10:00-11:00;834;03.02.2017;10;834
03.02.2017;11:00-12:00;827;03.02.2017;11;827
03.02.2017;12:00-13:00;807;03.02.2017;12;807
03.02.2017;13:00-14:00;805;03.02.2017;13;805
03.02.2017;14:00-15:00;794;03.02.2017;14;794
03.02.2017;15:00-16:00;791;03.02.2017;15;791
03.02.2017;16:00-17:00;787;03.02.2017;16;787
03.02.2017;17:00-18:00;806;03.02.2017;17;806
03.02.2017;18:00-19:00;834;03.02.2017;18;834
03.02.2017;19:00-20:00;821;03.02.2017;19;821
03.02.2017;20:00-21:00;804;03.02.2017;20;804
03.02.2017;21:00-22:00;775;03.02.2017;21;775
03.02.2017;22:00-23:00;734;03.02.2017;22;734
03.02.2017;23:00-24:00;689;03.02.2017;23;689
04.02.2017;00:00-01:00;650;04.02.2017;0;650
04.02.2017;01:00-02:00;624;04.02.2017;1;624
04.02.2017;02:00-03:00;610;04.02.2017;2;610
04.02.2017;03:00-04:00;604;04.02.2017;3;604
04.02.2017;04:00-05:00;604;04.02.2017;4;604
04.02.2017;05:00-06:00;605;04.02.2017;5;605
04.02.2017;06:00-07:00;623;04.02.2017;6;623
04.02.2017;07:00-08:00;661;04.02.2017;7;661
04.02.2017;08:00-09:00;690;04.02.2017;8;690
04.02.2017;09:00-10:00;724;04.02.2017;9;724
04.02.2017;10:00-11:00;740;04.02.2017;10;740
04.02.2017;11:00-12:00;738;04.02.2017;11;738
04.02.2017;12:00-13:00;729;04.02.2017;12;729
04.02.2017;13:00-14:00;722;04.02.2017;13;722
04.02.2017;14:00-15:00;716;04.02.2017;14;716
04.02.2017;15:00-16:00;712;04.02.2017;15;712
04.02.2017;16:00-17:00;718;04.02.2017;16;718
04.02.2017;17:00-18:00;755;04.02.2017;17;755
04.02.2017;18:00-19:00;796;04.02.2017;18;796
04.02.2017;19:00-20:00;789;04.02.2017;19;789
04.02.2017;20:00-21:00;773;04.02.2017;20;773
04.02.2017;21:00-22:00;748;04.02.2017;21;748
04.02.2017;22:00-23:00;717;04.02.2017;22;717
04.02.2017;23:00-24:00;679;04.02.2017;23;679
05.02.2017;00:00-01:00;648;05.02.2017;0;648
05.02.2017;01:00-02:00;622;05.02.2017;1;622
05.02.2017;02:00-03:00;607;05.02.2017;2;607
05.02.2017;03:00-04:00;601;05.02.2017;3;601
05.02.2017;04:00-05:00;600;05.02.2017;4;600
05.02.2017;05:00-06:00;608;05.02.2017;5;608
05.02.2017;06:00-07:00;625;05.02.2017;6;625
05.02.2017;07:00-08:00;650;05.02.2017;7;650
05.02.2017;08:00-09:00;671;05.02.2017;8;671
05.02.2017;09:00-10:00;708;05.02.2017;9;708
05.02.2017;10:00-11:00;729;05.02.2017;10;729
05.02.2017;11:00-12:00;733;05.02.2017;11;733
05.02.2017;12:00-13:00;724;05.02.2017;12;724
05.02.2017;13:00-14:00;718;05.02.2017;13;718
05.02.2017;14:00-15:00;712;05.02.2017;14;712
05.02.2017;15:00-16:00;707;05.02.2017;15;707
05.02.2017;16:00-17:00;713;05.02.2017;16;713
05.02.2017;17:00-18:00;752;05.02.2017;17;752
05.02.2017;18:00-19:00;799;05.02.2017;18;799
05.02.2017;19:00-20:00;797;05.02.2017;19;797
05.02.2017;20:00-21:00;786;05.02.2017;20;786
05.02.2017;21:00-22:00;760;05.02.2017;21;760
05.02.2017;22:00-23:00;715;05.02.2017;22;715
05.02.2017;23:00-24:00;672;05.02.2017;23;672
06.02.2017;00:00-01:00;640;06.02.2017;0;640
06.02.2017;01:00-02:00;621;06.02.2017;1;621
06.02.2017;02:00-03:00;612;06.02.2017;2;612
06.02.2017;03:00-04:00;613;06.02.2017;3;613
06.02.2017;04:00-05:00;619;06.02.2017;4;619
06.02.2017;05:00-06:00;642;06.02.2017;5;642
06.02.2017;06:00-07:00;703;06.02.2017;6;703
06.02.2017;07:00-08:00;777;06.02.2017;7;777
06.02.2017;08:00-09:00;827;06.02.2017;8;827
06.02.2017;09:00-10:00;863;06.02.2017;9;863
06.02.2017;10:00-11:00;860;06.02.2017;10;860
06.02.2017;11:00-12:00;855;06.02.2017;11;855
06.02.2017;12:00-13:00;830;06.02.2017;12;830
06.02.2017;13:00-14:00;833;06.02.2017;13;833
06.02.2017;14:00-15:00;828;06.02.2017;14;828
06.02.2017;15:00-16:00;821;06.02.2017;15;821
06.02.2017;16:00-17:00;809;06.02.2017;16;809
06.02.2017;17:00-18:00;828;06.02.2017;17;828
06.02.2017;18:00-19:00;868;06.02.2017;18;868
06.02.2017;19:00-20:00;866;06.02.2017;19;866
06.02.2017;20:00-21:00;851;06.02.2017;20;851
06.02.2017;21:00-22:00;822;06.02.2017;21;822
06.02.2017;22:00-23:00;774;06.02.2017;22;774
06.02.2017;23:00-24:00;728;06.02.2017;23;728
07.02.2017;00:00-01:00;689;07.02.2017;0;689
07.02.2017;01:00-02:00;668;07.02.2017;1;668
07.02.2017;02:00-03:00;659;07.02.2017;2;659
07.02.2017;03:00-04:00;657;07.02.2017;3;657
07.02.2017;04:00-05:00;664;07.02.2017;4;664
07.02.2017;05:00-06:00;687;07.02.2017;5;687
07.02.2017;06:00-07:00;742;07.02.2017;6;742
07.02.2017;07:00-08:00;817;07.02.2017;7;817
07.02.2017;08:00-09:00;863;07.02.2017;8;863
07.02.2017;09:00-10:00;895;07.02.2017;9;895
07.02.2017;10:00-11:00;898;07.02.2017;10;898
07.02.2017;11:00-12:00;892;07.02.2017;11;892
07.02.2017;12:00-13:00;867;07.02.2017;12;867
07.02.2017;13:00-14:00;869;07.02.2017;13;869
07.02.2017;14:00-15:00;860;07.02.2017;14;860
07.02.2017;15:00-16:00;848;07.02.2017;15;848
07.02.2017;16:00-17:00;837;07.02.2017;16;837
07.02.2017;17:00-18:00;854;07.02.2017;17;854
07.02.2017;18:00-19:00;894;07.02.2017;18;894
07.02.2017;19:00-20:00;888;07.02.2017;19;888
07.02.2017;20:00-21:00;873;07.02.2017;20;873
07.02.2017;21:00-22:00;843;07.02.2017;21;843
07.02.2017;22:00-23:00;793;07.02.2017;22;793
07.02.2017;23:00-24:00;741;07.02.2017;23;741
08.02.2017;00:00-01:00;707;08.02.2017;0;707
08.02.2017;01:00-02:00;687;08.02.2017;1;687
08.02.2017;02:00-03:00;678;08.02.2017;2;678
08.02.2017;03:00-04:00;675;08.02.2017;3;675
08.02.2017;04:00-05:00;682;08.02.2017;4;682
08.02.2017;05:00-06:00;702;08.02.2017;5;702
08.02.2017;06:00-07:00;756;08.02.2017;6;756
08.02.2017;07:00-08:00;827;08.02.2017;7;827
08.02.2017;08:00-09:00;869;08.02.2017;8;869
08.02.2017;09:00-10:00;897;08.02.2017;9;897
08.02.2017;10:00-11:00;890;08.02.2017;10;890
08.02.2017;11:00-12:00;881;08.02.2017;11;881
08.02.2017;12:00-13:00;865;08.02.2017;12;865
08.02.2017;13:00-14:00;870;08.02.2017;13;870
08.02.2017;14:00-15:00;861;08.02.2017;14;861
08.02.2017;15:00-16:00;856;08.02.2017;15;856
08.02.2017;16:00-17:00;845;08.02.2017;16;845
08.02.2017;17:00-18:00;854;08.02.2017;17;854
08.02.2017;18:00-19:00;895;08.02.2017;18;895
08.02.2017;19:00-20:00;887;08.02.2017;19;887
08.02.2017;20:00-21:00;867;08.02.2017;20;867
08.02.2017;21:00-22:00;835;08.02.2017;21;835
08.02.2017;22:00-23:00;783;08.02.2017;22;783
08.02.2017;23:00-24:00;735;08.02.2017;23;735
09.02.2017;00:00-01:00;693;09.02.2017;0;693
09.02.2017;01:00-02:00;670;09.02.2017;1;670
09.02.2017;02:00-03:00;661;09.02.2017;2;661
09.02.2017;03:00-04:00;660;09.02.2017;3;660
09.02.2017;04:00-05:00;665;09.02.2017;4;665
09.02.2017;05:00-06:00;685;09.02.2017;5;685
09.02.2017;06:00-07:00;737;09.02.2017;6;737
09.02.2017;07:00-08:00;810;09.02.2017;7;810
09.02.2017;08:00-09:00;851;09.02.2017;8;851
09.02.2017;09:00-10:00;884;09.02.2017;9;884
09.02.2017;10:00-11:00;881;09.02.2017;10;881
09.02.2017;11:00-12:00;874;09.02.2017;11;874
09.02.2017;12:00-13:00;850;09.02.2017;12;850
09.02.2017;13:00-14:00;850;09.02.2017;13;850
09.02.2017;14:00-15:00;838;09.02.2017;14;838
09.02.2017;15:00-16:00;829;09.02.2017;15;829
09.02.2017;16:00-17:00;821;09.02.2017;16;821
09.02.2017;17:00-18:00;828;09.02.2017;17;828
09.02.2017;18:00-19:00;866;09.02.2017;18;866
09.02.2017;19:00-20:00;861;09.02.2017;19;861
09.02.2017;20:00-21:00;842;09.02.2017;20;842
09.02.2017;21:00-22:00;806;09.02.2017;21;806
09.02.2017;22:00-23:00;756;09.02.2017;22;756
09.02.2017;23:00-24:00;708;09.02.2017;23;708
10.02.2017;00:00-01:00;662;10.02.2017;0;662
10.02.2017;01:00-02:00;638;10.02.2017;1;638
10.02.2017;02:00-03:00;629;10.02.2017;2;629
10.02.2017;03:00-04:00;624;10.02.2017;3;624
10.02.2017;04:00-05:00;629;10.02.2017;4;629
10.02.2017;05:00-06:00;648;10.02.2017;5;648
10.02.2017;06:00-07:00;703;10.02.2017;6;703
10.02.2017;07:00-08:00;771;10.02.2017;7;771
10.02.2017;08:00-09:00;810;10.02.2017;8;810
10.02.2017;09:00-10:00;839;10.02.2017;9;839
10.02.2017;10:00-11:00;835;10.02.2017;10;835
10.02.2017;11:00-12:00;825;10.02.2017;11;825
10.02.2017;12:00-13:00;808;10.02.2017;12;808
10.02.2017;13:00-14:00;814;10.02.2017;13;814
10.02.2017;14:00-15:00;803;10.02.2017;14;803
10.02.2017;15:00-16:00;798;10.02.2017;15;798
10.02.2017;16:00-17:00;788;10.02.2017;16;788
10.02.2017;17:00-18:00;800;10.02.2017;17;800
10.02.2017;18:00-19:00;837;10.02.2017;18;837
10.02.2017;19:00-20:00;829;10.02.2017;19;829
10.02.2017;20:00-21:00;809;10.02.2017;20;809
10.02.2017;21:00-22:00;778;10.02.2017;21;778
10.02.2017;22:00-23:00;734;10.02.2017;22;734
10.02.2017;23:00-24:00;690;10.02.2017;23;690
11.02.2017;00:00-01:00;649;11.02.2017;0;649
11.02.2017;01:00-02:00;620;11.02.2017;1;620
11.02.2017;02:00-03:00;607;11.02.2017;2;607
11.02.2017;03:00-04:00;599;11.02.2017;3;599
11.02.2017;04:00-05:00;600;11.02.2017;4;600
11.02.2017;05:00-06:00;609;11.02.2017;5;609
11.02.2017;06:00-07:00;628;11.02.2017;6;628
11.02.2017;07:00-08:00;657;11.02.2017;7;657
11.02.2017;08:00-09:00;682;11.02.2017;8;682
