Дата;Местное время Тверь;Потребление факт, МВтч;DATE;HOUR;FACT
28.03.2016;05:00-06:00;518;28.03.2016;5;518
28.03.2016;06:00-07:00;545;28.03.2016;6;545
28.03.2016;07:00-08:00;599;28.03.2016;7;599
28.03.2016;08:00-09:00;658;28.03.2016;8;658
28.03.2016;09:00-10:00;683;28.03.2016;9;683
28.03.2016;10:00-11:00;681;28.03.2016;10;681
28.03.2016;11:00-12:00;670;28.03.2016;11;670
28.03.2016;12:00-13:00;650;28.03.2016;12;650
28.03.2016;13:00-14:00;652;28.03.2016;13;652
28.03.2016;14:00-15:00;640;28.03.2016;14;640
28.03.2016;15:00-16:00;628;28.03.2016;15;628
28.03.2016;16:00-17:00;614;28.03.2016;16;614
28.03.2016;17:00-18:00;605;28.03.2016;17;605
28.03.2016;18:00-19:00;620;28.03.2016;18;620
28.03.2016;19:00-20:00;665;28.03.2016;19;665
28.03.2016;20:00-21:00;687;28.03.2016;20;687
28.03.2016;21:00-22:00;661;28.03.2016;21;661
28.03.2016;22:00-23:00;609;28.03.2016;22;609
28.03.2016;23:00-24:00;556;28.03.2016;23;556
29.03.2016;00:00-01:00;517;29.03.2016;0;517
29.03.2016;01:00-02:00;499;29.03.2016;1;499
29.03.2016;02:00-03:00;490;29.03.2016;2;490
29.03.2016;03:00-04:00;487;29.03.2016;3;487
29.03.2016;04:00-05:00;492;29.03.2016;4;492
29.03.2016;05:00-06:00;506;29.03.2016;5;506
29.03.2016;06:00-07:00;532;29.03.2016;6;532
29.03.2016;07:00-08:00;582;29.03.2016;7;582
29.03.2016;08:00-09:00;635;29.03.2016;8;635
29.03.2016;09:00-10:00;659;29.03.2016;9;659
29.03.2016;10:00-11:00;655;29.03.2016;10;655
29.03.2016;11:00-12:00;644;29.03.2016;11;644
29.03.2016;12:00-13:00;627;29.03.2016;12;627
29.03.2016;13:00-14:00;633;29.03.2016;13;633
29.03.2016;14:00-15:00;626;29.03.2016;14;626
29.03.2016;15:00-16:00;615;29.03.2016;15;615
29.03.2016;16:00-17:00;603;29.03.2016;16;603
29.03.2016;17:00-18:00;595;29.03.2016;17;595
29.03.2016;18:00-19:00;606;29.03.2016;18;606
29.03.2016;19:00-20:00;650;29.03.2016;19;650
29.03.2016;20:00-21:00;673;29.03.2016;20;673
29.03.2016;21:00-22:00;647;29.03.2016;21;647
29.03.2016;22:00-23:00;598;29.03.2016;22;598
29.03.2016;23:00-24:00;547;29.03.2016;23;547
30.03.2016;00:00-01:00;512;30.03.2016;0;512
30.03.2016;01:00-02:00;492;30.03.2016;1;492
30.03.2016;02:00-03:00;484;30.03.2016;2;484
30.03.2016;03:00-04:00;480;30.03.2016;3;480
30.03.2016;04:00-05:00;484;30.03.2016;4;484
30.03.2016;05:00-06:00;500;30.03.2016;5;500
30.03.2016;06:00-07:00;525;30.03.2016;6;525
30.03.2016;07:00-08:00;574;30.03.2016;7;574
30.03.2016;08:00-09:00;628;30.03.2016;8;628
30.03.2016;09:00-10:00;649;30.03.2016;9;649
30.03.2016;10:00-11:00;646;30.03.2016;10;646
30.03.2016;11:00-12:00;638;30.03.2016;11;638
30.03.2016;12:00-13:00;621;30.03.2016;12;621
30.03.2016;13:00-14:00;627;30.03.2016;13;627
30.03.2016;14:00-15:00;620;30.03.2016;14;620
30.03.2016;15:00-16:00;613;30.03.2016;15;613
30.03.2016;16:00-17:00;600;30.03.2016;16;600
30.03.2016;17:00-18:00;592;30.03.2016;17;592
30.03.2016;18:00-19:00;606;30.03.2016;18;606
30.03.2016;19:00-20:00;649;30.03.2016;19;649
30.03.2016;20:00-21:00;672;30.03.2016;20;672
30.03.2016;21:00-22:00;645;30.03.2016;21;645
30.03.2016;22:00-23:00;594;30.03.2016;22;594
30.03.2016;23:00-24:00;547;30.03.2016;23;547
31.03.2016;00:00-01:00;507;31.03.2016;0;507
31.03.2016;01:00-02:00;484;31.03.2016;1;484
31.03.2016;02:00-03:00;475;31.03.2016;2;475
31.03.2016;03:00-04:00;472;31.03.2016;3;472
31.03.2016;04:00-05:00;476;31.03.2016;4;476
31.03.2016;05:00-06:00;491;31.03.2016;5;491
31.03.2016;06:00-07:00;519;31.03.2016;6;519
31.03.2016;07:00-08:00;572;31.03.2016;7;572
31.03.2016;08:00-09:00;629;31.03.2016;8;629
31.03.2016;09:00-10:00;661;31.03.2016;9;661
31.03.2016;10:00-11:00;660;31.03.2016;10;660
31.03.2016;11:00-12:00;659;31.03.2016;11;659
31.03.2016;12:00-13:00;642;31.03.2016;12;642
31.03.2016;13:00-14:00;646;31.03.2016;13;646
31.03.2016;14:00-15:00;643;31.03.2016;14;643
31.03.2016;15:00-16:00;637;31.03.2016;15;637
31.03.2016;16:00-17:00;631;31.03.2016;16;631
31.03.2016;17:00-18:00;632;31.03.2016;17;632
31.03.2016;18:00-19:00;640;31.03.2016;18;640
31.03.2016;19:00-20:00;669;31.03.2016;19;669
31.03.2016;20:00-21:00;682;31.03.2016;20;682
31.03.2016;21:00-22:00;654;31.03.2016;21;654
31.03.2016;22:00-23:00;601;31.03.2016;22;601
31.03.2016;23:00-24:00;553;31.03.2016;23;553
01.04.2016;00:00-01:00;515;01.04.2016;0;515
01.04.2016;01:00-02:00;492;01.04.2016;1;492
01.04.2016;02:00-03:00;484;01.04.2016;2;484
01.04.2016;03:00-04:00;480;01.04.2016;3;480
01.04.2016;04:00-05:00;484;01.04.2016;4;484
01.04.2016;05:00-06:00;498;01.04.2016;5;498
01.04.2016;06:00-07:00;530;01.04.2016;6;530
01.04.2016;07:00-08:00;583;01.04.2016;7;583
01.04.2016;08:00-09:00;642;01.04.2016;8;642
01.04.2016;09:00-10:00;675;01.04.2016;9;675
01.04.2016;10:00-11:00;680;01.04.2016;10;680
01.04.2016;11:00-12:00;677;01.04.2016;11;677
01.04.2016;12:00-13:00;667;01.04.2016;12;667
01.04.2016;13:00-14:00;673;01.04.2016;13;673
01.04.2016;14:00-15:00;666;01.04.2016;14;666
01.04.2016;15:00-16:00;658;01.04.2016;15;658
01.04.2016;16:00-17:00;640;01.04.2016;16;640
01.04.2016;17:00-18:00;632;01.04.2016;17;632
01.04.2016;18:00-19:00;643;01.04.2016;18;643
01.04.2016;19:00-20:00;669;01.04.2016;19;669
01.04.2016;20:00-21:00;682;01.04.2016;20;682
01.04.2016;21:00-22:00;658;01.04.2016;21;658
01.04.2016;22:00-23:00;614;01.04.2016;22;614
01.04.2016;23:00-24:00;566;01.04.2016;23;566
02.04.2016;00:00-01:00;528;02.04.2016;0;528
02.04.2016;01:00-02:00;506;02.04.2016;1;506
02.04.2016;02:00-03:00;493;02.04.2016;2;493
02.04.2016;03:00-04:00;486;02.04.2016;3;486
02.04.2016;04:00-05:00;485;02.04.2016;4;485
02.04.2016;05:00-06:00;488;02.04.2016;5;488
02.04.2016;06:00-07:00;492;02.04.2016;6;492
02.04.2016;07:00-08:00;519;02.04.2016;7;519
02.04.2016;08:00-09:00;565;02.04.2016;8;565
02.04.2016;09:00-10:00;600;02.04.2016;9;600
02.04.2016;10:00-11:00;615;02.04.2016;10;615
02.04.2016;11:00-12:00;617;02.04.2016;11;617
02.04.2016;12:00-13:00;614;02.04.2016;12;614
02.04.2016;13:00-14:00;611;02.04.2016;13;611
02.04.2016;14:00-15:00;607;02.04.2016;14;607
02.04.2016;15:00-16:00;601;02.04.2016;15;601
02.04.2016;16:00-17:00;602;02.04.2016;16;602
02.04.2016;17:00-18:00;606;02.04.2016;17;606
02.04.2016;18:00-19:00;615;02.04.2016;18;615
02.04.2016;19:00-20:00;640;02.04.2016;19;640
02.04.2016;20:00-21:00;657;02.04.2016;20;657
02.04.2016;21:00-22:00;638;02.04.2016;21;638
02.04.2016;22:00-23:00;601;02.04.2016;22;601
02.04.2016;23:00-24:00;563;02.04.2016;23;563
03.04.2016;00:00-01:00;526;03.04.2016;0;526
03.04.2016;01:00-02:00;498;03.04.2016;1;498
03.04.2016;02:00-03:00;485;03.04.2016;2;485
03.04.2016;03:00-04:00;479;03.04.2016;3;479
03.04.2016;04:00-05:00;476;03.04.2016;4;476
03.04.2016;05:00-06:00;476;03.04.2016;5;476
03.04.2016;06:00-07:00;475;03.04.2016;6;475
03.04.2016;07:00-08:00;495;03.04.2016;7;495
03.04.2016;08:00-09:00;537;03.04.2016;8;537
03.04.2016;09:00-10:00;572;03.04.2016;9;572
03.04.2016;10:00-11:00;585;03.04.2016;10;585
03.04.2016;11:00-12:00;587;03.04.2016;11;587
03.04.2016;12:00-13:00;584;03.04.2016;12;584
03.04.2016;13:00-14:00;580;03.04.2016;13;580
03.04.2016;14:00-15:00;571;03.04.2016;14;571
03.04.2016;15:00-16:00;565;03.04.2016;15;565
03.04.2016;16:00-17:00;562;03.04.2016;16;562
03.04.2016;17:00-18:00;567;03.04.2016;17;567
03.04.2016;18:00-19:00;578;03.04.2016;18;578
03.04.2016;19:00-20:00;612;03.04.2016;19;612
03.04.2016;20:00-21:00;647;03.04.2016;20;647
03.04.2016;21:00-22:00;625;03.04.2016;21;625
03.04.2016;22:00-23:00;581;03.04.2016;22;581
03.04.2016;23:00-24:00;538;03.04.2016;23;538
04.04.2016;00:00-01:00;502;04.04.2016;0;502
04.04.2016;01:00-02:00;482;04.04.2016;1;482
04.04.2016;02:00-03:00;472;04.04.2016;2;472
04.04.2016;03:00-04:00;470;04.04.2016;3;470
04.04.2016;04:00-05:00;474;04.04.2016;4;474
04.04.2016;05:00-06:00;487;04.04.2016;5;487
04.04.2016;06:00-07:00;520;04.04.2016;6;520
04.04.2016;07:00-08:00;580;04.04.2016;7;580
04.04.2016;08:00-09:00;642;04.04.2016;8;642
04.04.2016;09:00-10:00;673;04.04.2016;9;673
04.04.2016;10:00-11:00;669;04.04.2016;10;669
04.04.2016;11:00-12:00;661;04.04.2016;11;661
04.04.2016;12:00-13:00;645;04.04.2016;12;645
04.04.2016;13:00-14:00;650;04.04.2016;13;650
04.04.2016;14:00-15:00;643;04.04.2016;14;643
04.04.2016;15:00-16:00;633;04.04.2016;15;633
04.04.2016;16:00-17:00;614;04.04.2016;16;614
04.04.2016;17:00-18:00;603;04.04.2016;17;603
04.04.2016;18:00-19:00;609;04.04.2016;18;609
04.04.2016;19:00-20:00;637;04.04.2016;19;637
04.04.2016;20:00-21:00;673;04.04.2016;20;673
04.04.2016;21:00-22:00;649;04.04.2016;21;649
04.04.2016;22:00-23:00;598;04.04.2016;22;598
04.04.2016;23:00-24:00;547;04.04.2016;23;547
05.04.2016;00:00-01:00;511;05.04.2016;0;511
05.04.2016;01:00-02:00;488;05.04.2016;1;488
05.04.2016;02:00-03:00;482;05.04.2016;2;482
05.04.2016;03:00-04:00;481;05.04.2016;3;481
05.04.2016;04:00-05:00;485;05.04.2016;4;485
05.04.2016;05:00-06:00;497;05.04.2016;5;497
05.04.2016;06:00-07:00;528;05.04.2016;6;528
05.04.2016;07:00-08:00;579;05.04.2016;7;579
05.04.2016;08:00-09:00;633;05.04.2016;8;633
05.04.2016;09:00-10:00;654;05.04.2016;9;654
05.04.2016;10:00-11:00;649;05.04.2016;10;649
05.04.2016;11:00-12:00;638;05.04.2016;11;638
05.04.2016;12:00-13:00;623;05.04.2016;12;623
05.04.2016;13:00-14:00;629;05.04.2016;13;629
05.04.2016;14:00-15:00;622;05.04.2016;14;622
05.04.2016;15:00-16:00;613;05.04.2016;15;613
05.04.2016;16:00-17:00;592;05.04.2016;16;592
05.04.2016;17:00-18:00;581;05.04.2016;17;581
05.04.2016;18:00-19:00;588;05.04.2016;18;588
05.04.2016;19:00-20:00;620;05.04.2016;19;620
05.04.2016;20:00-21:00;665;05.04.2016;20;665
05.04.2016;21:00-22:00;643;05.04.2016;21;643
05.04.2016;22:00-23:00;593;05.04.2016;22;593
05.04.2016;23:00-24:00;548;05.04.2016;23;548
06.04.2016;00:00-01:00;509;06.04.2016;0;509
06.04.2016;01:00-02:00;488;06.04.2016;1;488
06.04.2016;02:00-03:00;481;06.04.2016;2;481
06.04.2016;03:00-04:00;480;06.04.2016;3;480
06.04.2016;04:00-05:00;484;06.04.2016;4;484
06.04.2016;05:00-06:00;495;06.04.2016;5;495
06.04.2016;06:00-07:00;524;06.04.2016;6;524
06.04.2016;07:00-08:00;582;06.04.2016;7;582
06.04.2016;08:00-09:00;635;06.04.2016;8;635
06.04.2016;09:00-10:00;660;06.04.2016;9;660
06.04.2016;10:00-11:00;655;06.04.2016;10;655
06.04.2016;11:00-12:00;646;06.04.2016;11;646
06.04.2016;12:00-13:00;624;06.04.2016;12;624
06.04.2016;13:00-14:00;626;06.04.2016;13;626
06.04.2016;14:00-15:00;618;06.04.2016;14;618
06.04.2016;15:00-16:00;605;06.04.2016;15;605
06.04.2016;16:00-17:00;589;06.04.2016;16;589
06.04.2016;17:00-18:00;580;06.04.2016;17;580
06.04.2016;18:00-19:00;588;06.04.2016;18;588
06.04.2016;19:00-20:00;620;06.04.2016;19;620
06.04.2016;20:00-21:00;660;06.04.2016;20;660
06.04.2016;21:00-22:00;638;06.04.2016;21;638
06.04.2016;22:00-23:00;589;06.04.2016;22;589
06.04.2016;23:00-24:00;540;06.04.2016;23;540
07.04.2016;00:00-01:00;503;07.04.2016;0;503
07.04.2016;01:00-02:00;482;07.04.2016;1;482
07.04.2016;02:00-03:00;473;07.04.2016;2;473
07.04.2016;03:00-04:00;470;07.04.2016;3;470
07.04.2016;04:00-05:00;475;07.04.2016;4;475
07.04.2016;05:00-06:00;485;07.04.2016;5;485
07.04.2016;06:00-07:00;520;07.04.2016;6;520
07.04.2016;07:00-08:00;580;07.04.2016;7;580
07.04.2016;08:00-09:00;639;07.04.2016;8;639
07.04.2016;09:00-10:00;671;07.04.2016;9;671
07.04.2016;10:00-11:00;670;07.04.2016;10;670
07.04.2016;11:00-12:00;664;07.04.2016;11;664
07.04.2016;12:00-13:00;650;07.04.2016;12;650
07.04.2016;13:00-14:00;659;07.04.2016;13;659
07.04.2016;14:00-15:00;650;07.04.2016;14;650
07.04.2016;15:00-16:00;639;07.04.2016;15;639
07.04.2016;16:00-17:00;621;07.04.2016;16;621
07.04.2016;17:00-18:00;606;07.04.2016;17;606
07.04.2016;18:00-19:00;614;07.04.2016;18;614
07.04.2016;19:00-20:00;635;07.04.2016;19;635
07.04.2016;20:00-21:00;668;07.04.2016;20;668
07.04.2016;21:00-22:00;645;07.04.2016;21;645
07.04.2016;22:00-23:00;595;07.04.2016;22;595
07.04.2016;23:00-24:00;548;07.04.2016;23;548
08.04.2016;00:00-01:00;511;08.04.2016;0;511
08.04.2016;01:00-02:00;488;08.04.2016;1;488
08.04.2016;02:00-03:00;479;08.04.2016;2;479
08.04.2016;03:00-04:00;477;08.04.2016;3;477
08.04.2016;04:00-05:00;481;08.04.2016;4;481
08.04.2016;05:00-06:00;490;08.04.2016;5;490
08.04.2016;06:00-07:00;525;08.04.2016;6;525
08.04.2016;07:00-08:00;574;08.04.2016;7;574
08.04.2016;08:00-09:00;623;08.04.2016;8;623
08.04.2016;09:00-10:00;647;08.04.2016;9;647
08.04.2016;10:00-11:00;640;08.04.2016;10;640
08.04.2016;11:00-12:00;625;08.04.2016;11;625
08.04.2016;12:00-13:00;603;08.04.2016;12;603
08.04.2016;13:00-14:00;605;08.04.2016;13;605
08.04.2016;14:00-15:00;597;08.04.2016;14;597
08.04.2016;15:00-16:00;585;08.04.2016;15;585
08.04.2016;16:00-17:00;564;08.04.2016;16;564
08.04.2016;17:00-18:00;558;08.04.2016;17;558
08.04.2016;18:00-19:00;571;08.04.2016;18;571
08.04.2016;19:00-20:00;599;08.04.2016;19;599
08.04.2016;20:00-21:00;643;08.04.2016;20;643
08.04.2016;21:00-22:00;624;08.04.2016;21;624
08.04.2016;22:00-23:00;580;08.04.2016;22;580
08.04.2016;23:00-24:00;532;08.04.2016;23;532
09.04.2016;00:00-01:00;491;09.04.2016;0;491
09.04.2016;01:00-02:00;466;09.04.2016;1;466
09.04.2016;02:00-03:00;456;09.04.2016;2;456
09.04.2016;03:00-04:00;451;09.04.2016;3;451
09.04.2016;04:00-05:00;448;09.04.2016;4;448
09.04.2016;05:00-06:00;447;09.04.2016;5;447
09.04.2016;06:00-07:00;453;09.04.2016;6;453
09.04.2016;07:00-08:00;481;09.04.2016;7;481
09.04.2016;08:00-09:00;529;09.04.2016;8;529
09.04.2016;09:00-10:00;565;09.04.2016;9;565
09.04.2016;10:00-11:00;577;09.04.2016;10;577
09.04.2016;11:00-12:00;571;09.04.2016;11;571
09.04.2016;12:00-13:00;564;09.04.2016;12;564
09.04.2016;13:00-14:00;559;09.04.2016;13;559
09.04.2016;14:00-15:00;554;09.04.2016;14;554
09.04.2016;15:00-16:00;548;09.04.2016;15;548
09.04.2016;16:00-17:00;548;09.04.2016;16;548
09.04.2016;17:00-18:00;554;09.04.2016;17;554
09.04.2016;18:00-19:00;564;09.04.2016;18;564
09.04.2016;19:00-20:00;587;09.04.2016;19;587
09.04.2016;20:00-21:00;617;09.04.2016;20;617
09.04.2016;21:00-22:00;598;09.04.2016;21;598
09.04.2016;22:00-23:00;558;09.04.2016;22;558
09.04.2016;23:00-24:00;517;09.04.2016;23;517
10.04.2016;00:00-01:00;481;10.04.2016;0;481
10.04.2016;01:00-02:00;456;10.04.2016;1;456
10.04.2016;02:00-03:00;445;10.04.2016;2;445
10.04.2016;03:00-04:00;438;10.04.2016;3;438
10.04.2016;04:00-05:00;437;10.04.2016;4;437
10.04.2016;05:00-06:00;435;10.04.2016;5;435
10.04.2016;06:00-07:00;436;10.04.2016;6;436
10.04.2016;07:00-08:00;456;10.04.2016;7;456
10.04.2016;08:00-09:00;498;10.04.2016;8;498
10.04.2016;09:00-10:00;532;10.04.2016;9;532
10.04.2016;10:00-11:00;547;10.04.2016;10;547
10.04.2016;11:00-12:00;547;10.04.2016;11;547
10.04.2016;12:00-13:00;546;10.04.2016;12;546
10.04.2016;13:00-14:00;543;10.04.2016;13;543
10.04.2016;14:00-15:00;539;10.04.2016;14;539
10.04.2016;15:00-16:00;540;10.04.2016;15;540
10.04.2016;16:00-17:00;542;10.04.2016;16;542
10.04.2016;17:00-18:00;548;10.04.2016;17;548
10.04.2016;18:00-19:00;560;10.04.2016;18;560
10.04.2016;19:00-20:00;584;10.04.2016;19;584
10.04.2016;20:00-21:00;613;10.04.2016;20;613
10.04.2016;21:00-22:00;593;10.04.2016;21;593
10.04.2016;22:00-23:00;548;10.04.2016;22;548
10.04.2016;23:00-24:00;502;10.04.2016;23;502
11.04.2016;00:00-01:00;469;11.04.2016;0;469
11.04.2016;01:00-02:00;446;11.04.2016;1;446
11.04.2016;02:00-03:00;437;11.04.2016;2;437
11.04.2016;03:00-04:00;435;11.04.2016;3;435
11.04.2016;04:00-05:00;436;11.04.2016;4;436
11.04.2016;05:00-06:00;442;11.04.2016;5;442
11.04.2016;06:00-07:00;482;11.04.2016;6;482
11.04.2016;07:00-08:00;542;11.04.2016;7;542
11.04.2016;08:00-09:00;596;11.04.2016;8;596
11.04.2016;09:00-10:00;628;11.04.2016;9;628
11.04.2016;10:00-11:00;622;11.04.2016;10;622
11.04.2016;11:00-12:00;614;11.04.2016;11;614
11.04.2016;12:00-13:00;596;11.04.2016;12;596
11.04.2016;13:00-14:00;605;11.04.2016;13;605
11.04.2016;14:00-15:00;597;11.04.2016;14;597
11.04.2016;15:00-16:00;586;11.04.2016;15;586
11.04.2016;16:00-17:00;566;11.04.2016;16;566
11.04.2016;17:00-18:00;551;11.04.2016;17;551
11.04.2016;18:00-19:00;559;11.04.2016;18;559
11.04.2016;19:00-20:00;582;11.04.2016;19;582
11.04.2016;20:00-21:00;632;11.04.2016;20;632
11.04.2016;21:00-22:00;615;11.04.2016;21;615
11.04.2016;22:00-23:00;568;11.04.2016;22;568
11.04.2016;23:00-24:00;520;11.04.2016;23;520
12.04.2016;00:00-01:00;479;12.04.2016;0;479
12.04.2016;01:00-02:00;459;12.04.2016;1;459
12.04.2016;02:00-03:00;450;12.04.2016;2;450
12.04.2016;03:00-04:00;449;12.04.2016;3;449
12.04.2016;04:00-05:00;452;12.04.2016;4;452
12.04.2016;05:00-06:00;455;12.04.2016;5;455
12.04.2016;06:00-07:00;492;12.04.2016;6;492
12.04.2016;07:00-08:00;546;12.04.2016;7;546
12.04.2016;08:00-09:00;601;12.04.2016;8;601
12.04.2016;09:00-10:00;624;12.04.2016;9;624
12.04.2016;10:00-11:00;620;12.04.2016;10;620
12.04.2016;11:00-12:00;606;12.04.2016;11;606
12.04.2016;12:00-13:00;585;12.04.2016;12;585
12.04.2016;13:00-14:00;585;12.04.2016;13;585
12.04.2016;14:00-15:00;582;12.04.2016;14;582
12.04.2016;15:00-16:00;573;12.04.2016;15;573
12.04.2016;16:00-17:00;557;12.04.2016;16;557
12.04.2016;17:00-18:00;540;12.04.2016;17;540
12.04.2016;18:00-19:00;545;12.04.2016;18;545
12.04.2016;19:00-20:00;572;12.04.2016;19;572
12.04.2016;20:00-21:00;629;12.04.2016;20;629
12.04.2016;21:00-22:00;616;12.04.2016;21;616
12.04.2016;22:00-23:00;566;12.04.2016;22;566
12.04.2016;23:00-24:00;517;12.04.2016;23;517
13.04.2016;00:00-01:00;476;13.04.2016;0;476
13.04.2016;01:00-02:00;456;13.04.2016;1;456
13.04.2016;02:00-03:00;447;13.04.2016;2;447
13.04.2016;03:00-04:00;443;13.04.2016;3;443
13.04.2016;04:00-05:00;447;13.04.2016;4;447
13.04.2016;05:00-06:00;452;13.04.2016;5;452
13.04.2016;06:00-07:00;489;13.04.2016;6;489
13.04.2016;07:00-08:00;539;13.04.2016;7;539
13.04.2016;08:00-09:00;592;13.04.2016;8;592
13.04.2016;09:00-10:00;612;13.04.2016;9;612
13.04.2016;10:00-11:00;608;13.04.2016;10;608
13.04.2016;11:00-12:00;598;13.04.2016;11;598
13.04.2016;12:00-13:00;580;13.04.2016;12;580
13.04.2016;13:00-14:00;586;13.04.2016;13;586
13.04.2016;14:00-15:00;582;13.04.2016;14;582
13.04.2016;15:00-16:00;568;13.04.2016;15;568
13.04.2016;16:00-17:00;557;13.04.2016;16;557
13.04.2016;17:00-18:00;545;13.04.2016;17;545
13.04.2016;18:00-19:00;553;13.04.2016;18;553
13.04.2016;19:00-20:00;580;13.04.2016;19;580
13.04.2016;20:00-21:00;625;13.04.2016;20;625
13.04.2016;21:00-22:00;610;13.04.2016;21;610
13.04.2016;22:00-23:00;561;13.04.2016;22;561
13.04.2016;23:00-24:00;510;13.04.2016;23;510
14.04.2016;00:00-01:00;470;14.04.2016;0;470
14.04.2016;01:00-02:00;449;14.04.2016;1;449
14.04.2016;02:00-03:00;440;14.04.2016;2;440
14.04.2016;03:00-04:00;438;14.04.2016;3;438
14.04.2016;04:00-05:00;441;14.04.2016;4;441
14.04.2016;05:00-06:00;441;14.04.2016;5;441
14.04.2016;06:00-07:00;476;14.04.2016;6;476
14.04.2016;07:00-08:00;527;14.04.2016;7;527
14.04.2016;08:00-09:00;585;14.04.2016;8;585
14.04.2016;09:00-10:00;611;14.04.2016;9;611
14.04.2016;10:00-11:00;606;14.04.2016;10;606
14.04.2016;11:00-12:00;597;14.04.2016;11;597
14.04.2016;12:00-13:00;579;14.04.2016;12;579
14.04.2016;13:00-14:00;588;14.04.2016;13;588
14.04.2016;14:00-15:00;581;14.04.2016;14;581
14.04.2016;15:00-16:00;572;14.04.2016;15;572
14.04.2016;16:00-17:00;557;14.04.2016;16;557
14.04.2016;17:00-18:00;549;14.04.2016;17;549
14.04.2016;18:00-19:00;562;14.04.2016;18;562
14.04.2016;19:00-20:00;589;14.04.2016;19;589
14.04.2016;20:00-21:00;618;14.04.2016;20;618
14.04.2016;21:00-22:00;599;14.04.2016;21;599
14.04.2016;22:00-23:00;549;14.04.2016;22;549
14.04.2016;23:00-24:00;497;14.04.2016;23;497
15.04.2016;00:00-01:00;461;15.04.2016;0;461
15.04.2016;01:00-02:00;442;15.04.2016;1;442
15.04.2016;02:00-03:00;430;15.04.2016;2;430
15.04.2016;03:00-04:00;426;15.04.2016;3;426
15.04.2016;04:00-05:00;431;15.04.2016;4;431
15.04.2016;05:00-06:00;433;15.04.2016;5;433
15.04.2016;06:00-07:00;472;15.04.2016;6;472
15.04.2016;07:00-08:00;528;15.04.2016;7;528
15.04.2016;08:00-09:00;587;15.04.2016;8;587
15.04.2016;09:00-10:00;620;15.04.2016;9;620
15.04.2016;10:00-11:00;620;15.04.2016;10;620
15.04.2016;11:00-12:00;614;15.04.2016;11;614
15.04.2016;12:00-13:00;602;15.04.2016;12;602
15.04.2016;13:00-14:00;608;15.04.2016;13;608
15.04.2016;14:00-15:00;603;15.04.2016;14;603
15.04.2016;15:00-16:00;593;15.04.2016;15;593
15.04.2016;16:00-17:00;580;15.04.2016;16;580
15.04.2016;17:00-18:00;574;15.04.2016;17;574
15.04.2016;18:00-19:00;582;15.04.2016;18;582
15.04.2016;19:00-20:00;598;15.04.2016;19;598
15.04.2016;20:00-21:00;631;15.04.2016;20;631
15.04.2016;21:00-22:00;620;15.04.2016;21;620
15.04.2016;22:00-23:00;577;15.04.2016;22;577
15.04.2016;23:00-24:00;530;15.04.2016;23;530
16.04.2016;00:00-01:00;490;16.04.2016;0;490
16.04.2016;01:00-02:00;467;16.04.2016;1;467
16.04.2016;02:00-03:00;456;16.04.2016;2;456
16.04.2016;03:00-04:00;451;16.04.2016;3;451
16.04.2016;04:00-05:00;448;16.04.2016;4;448
16.04.2016;05:00-06:00;438;16.04.2016;5;438
16.04.2016;06:00-07:00;450;16.04.2016;6;450
16.04.2016;07:00-08:00;481;16.04.2016;7;481
16.04.2016;08:00-09:00;526;16.04.2016;8;526
16.04.2016;09:00-10:00;556;16.04.2016;9;556
16.04.2016;10:00-11:00;563;16.04.2016;10;563
16.04.2016;11:00-12:00;561;16.04.2016;11;561
16.04.2016;12:00-13:00;557;16.04.2016;12;557
16.04.2016;13:00-14:00;551;16.04.2016;13;551
16.04.2016;14:00-15:00;540;16.04.2016;14;540
16.04.2016;15:00-16:00;532;16.04.2016;15;532
16.04.2016;16:00-17:00;526;16.04.2016;16;526
16.04.2016;17:00-18:00;523;16.04.2016;17;523
16.04.2016;18:00-19:00;523;16.04.2016;18;523
16.04.2016;19:00-20:00;539;16.04.2016;19;539
16.04.2016;20:00-21:00;596;16.04.2016;20;596
16.04.2016;21:00-22:00;601;16.04.2016;21;601
16.04.2016;22:00-23:00;563;16.04.2016;22;563
16.04.2016;23:00-24:00;520;16.04.2016;23;520
17.04.2016;00:00-01:00;484;17.04.2016;0;484
17.04.2016;01:00-02:00;461;17.04.2016;1;461
17.04.2016;02:00-03:00;451;17.04.2016;2;451
17.04.2016;03:00-04:00;446;17.04.2016;3;446
17.04.2016;04:00-05:00;445;17.04.2016;4;445
17.04.2016;05:00-06:00;432;17.04.2016;5;432
17.04.2016;06:00-07:00;441;17.04.2016;6;441
17.04.2016;07:00-08:00;462;17.04.2016;7;462
17.04.2016;08:00-09:00;497;17.04.2016;8;497
17.04.2016;09:00-10:00;520;17.04.2016;9;520
17.04.2016;10:00-11:00;525;17.04.2016;10;525
17.04.2016;11:00-12:00;516;17.04.2016;11;516
17.04.2016;12:00-13:00;507;17.04.2016;12;507
17.04.2016;13:00-14:00;504;17.04.2016;13;504
17.04.2016;14:00-15:00;498;17.04.2016;14;498
17.04.2016;15:00-16:00;493;17.04.2016;15;493
17.04.2016;16:00-17:00;491;17.04.2016;16;491
17.04.2016;17:00-18:00;495;17.04.2016;17;495
17.04.2016;18:00-19:00;509;17.04.2016;18;509
17.04.2016;19:00-20:00;535;17.04.2016;19;535
17.04.2016;20:00-21:00;586;17.04.2016;20;586
17.04.2016;21:00-22:00;581;17.04.2016;21;581
17.04.2016;22:00-23:00;535;17.04.2016;22;535
