Дата;Местное время Тверь;Потребление факт, МВтч;DATE;HOUR;FACT
25.09.2016;02:00-03:00;464;25.09.2016;2;464
25.09.2016;03:00-04:00;456;25.09.2016;3;456
25.09.2016;04:00-05:00;457;25.09.2016;4;457
25.09.2016;05:00-06:00;462;25.09.2016;5;462
25.09.2016;06:00-07:00;460;25.09.2016;6;460
25.09.2016;07:00-08:00;480;25.09.2016;7;480
25.09.2016;08:00-09:00;523;25.09.2016;8;523
25.09.2016;09:00-10:00;560;25.09.2016;9;560
25.09.2016;10:00-11:00;574;25.09.2016;10;574
25.09.2016;11:00-12:00;568;25.09.2016;11;568
25.09.2016;12:00-13:00;562;25.09.2016;12;562
25.09.2016;13:00-14:00;562;25.09.2016;13;562
25.09.2016;14:00-15:00;560;25.09.2016;14;560
25.09.2016;15:00-16:00;557;25.09.2016;15;557
25.09.2016;16:00-17:00;557;25.09.2016;16;557
25.09.2016;17:00-18:00;567;25.09.2016;17;567
25.09.2016;18:00-19:00;606;25.09.2016;18;606
25.09.2016;19:00-20:00;662;25.09.2016;19;662
25.09.2016;20:00-21:00;661;25.09.2016;20;661
25.09.2016;21:00-22:00;635;25.09.2016;21;635
25.09.2016;22:00-23:00;582;25.09.2016;22;582
25.09.2016;23:00-24:00;530;25.09.2016;23;530
26.09.2016;00:00-01:00;485;26.09.2016;0;485
26.09.2016;01:00-02:00;460;26.09.2016;1;460
26.09.2016;02:00-03:00;449;26.09.2016;2;449
26.09.2016;03:00-04:00;444;26.09.2016;3;444
26.09.2016;04:00-05:00;450;26.09.2016;4;450
26.09.2016;05:00-06:00;471;26.09.2016;5;471
26.09.2016;06:00-07:00;514;26.09.2016;6;514
26.09.2016;07:00-08:00;576;26.09.2016;7;576
26.09.2016;08:00-09:00;646;26.09.2016;8;646
26.09.2016;09:00-10:00;697;26.09.2016;9;697
26.09.2016;10:00-11:00;697;26.09.2016;10;697
26.09.2016;11:00-12:00;687;26.09.2016;11;687
26.09.2016;12:00-13:00;659;26.09.2016;12;659
26.09.2016;13:00-14:00;666;26.09.2016;13;666
26.09.2016;14:00-15:00;672;26.09.2016;14;672
26.09.2016;15:00-16:00;668;26.09.2016;15;668
26.09.2016;16:00-17:00;652;26.09.2016;16;652
26.09.2016;17:00-18:00;639;26.09.2016;17;639
26.09.2016;18:00-19:00;669;26.09.2016;18;669
26.09.2016;19:00-20:00;714;26.09.2016;19;714
26.09.2016;20:00-21:00;699;26.09.2016;20;699
26.09.2016;21:00-22:00;669;26.09.2016;21;669
26.09.2016;22:00-23:00;604;26.09.2016;22;604
26.09.2016;23:00-24:00;538;26.09.2016;23;538
27.09.2016;00:00-01:00;498;27.09.2016;0;498
27.09.2016;01:00-02:00;473;27.09.2016;1;473
27.09.2016;02:00-03:00;459;27.09.2016;2;459
27.09.2016;03:00-04:00;455;27.09.2016;3;455
27.09.2016;04:00-05:00;461;27.09.2016;4;461
27.09.2016;05:00-06:00;479;27.09.2016;5;479
27.09.2016;06:00-07:00;522;27.09.2016;6;522
27.09.2016;07:00-08:00;578;27.09.2016;7;578
27.09.2016;08:00-09:00;644;27.09.2016;8;644
27.09.2016;09:00-10:00;680;27.09.2016;9;680
27.09.2016;10:00-11:00;681;27.09.2016;10;681
27.09.2016;11:00-12:00;674;27.09.2016;11;674
27.09.2016;12:00-13:00;656;27.09.2016;12;656
27.09.2016;13:00-14:00;665;27.09.2016;13;665
27.09.2016;14:00-15:00;661;27.09.2016;14;661
27.09.2016;15:00-16:00;656;27.09.2016;15;656
27.09.2016;16:00-17:00;643;27.09.2016;16;643
27.09.2016;17:00-18:00;635;27.09.2016;17;635
27.09.2016;18:00-19:00;670;27.09.2016;18;670
27.09.2016;19:00-20:00;710;27.09.2016;19;710
27.09.2016;20:00-21:00;699;27.09.2016;20;699
27.09.2016;21:00-22:00;667;27.09.2016;21;667
27.09.2016;22:00-23:00;609;27.09.2016;22;609
27.09.2016;23:00-24:00;553;27.09.2016;23;553
28.09.2016;00:00-01:00;503;28.09.2016;0;503
28.09.2016;01:00-02:00;478;28.09.2016;1;478
28.09.2016;02:00-03:00;468;28.09.2016;2;468
28.09.2016;03:00-04:00;464;28.09.2016;3;464
28.09.2016;04:00-05:00;469;28.09.2016;4;469
28.09.2016;05:00-06:00;492;28.09.2016;5;492
28.09.2016;06:00-07:00;529;28.09.2016;6;529
28.09.2016;07:00-08:00;586;28.09.2016;7;586
28.09.2016;08:00-09:00;646;28.09.2016;8;646
28.09.2016;09:00-10:00;681;28.09.2016;9;681
28.09.2016;10:00-11:00;682;28.09.2016;10;682
28.09.2016;11:00-12:00;672;28.09.2016;11;672
28.09.2016;12:00-13:00;649;28.09.2016;12;649
28.09.2016;13:00-14:00;653;28.09.2016;13;653
28.09.2016;14:00-15:00;642;28.09.2016;14;642
28.09.2016;15:00-16:00;636;28.09.2016;15;636
28.09.2016;16:00-17:00;627;28.09.2016;16;627
28.09.2016;17:00-18:00;619;28.09.2016;17;619
28.09.2016;18:00-19:00;662;28.09.2016;18;662
28.09.2016;19:00-20:00;706;28.09.2016;19;706
28.09.2016;20:00-21:00;692;28.09.2016;20;692
28.09.2016;21:00-22:00;663;28.09.2016;21;663
28.09.2016;22:00-23:00;604;28.09.2016;22;604
28.09.2016;23:00-24:00;547;28.09.2016;23;547
29.09.2016;00:00-01:00;501;29.09.2016;0;501
29.09.2016;01:00-02:00;479;29.09.2016;1;479
29.09.2016;02:00-03:00;466;29.09.2016;2;466
29.09.2016;03:00-04:00;463;29.09.2016;3;463
29.09.2016;04:00-05:00;467;29.09.2016;4;467
29.09.2016;05:00-06:00;486;29.09.2016;5;486
29.09.2016;06:00-07:00;521;29.09.2016;6;521
29.09.2016;07:00-08:00;572;29.09.2016;7;572
29.09.2016;08:00-09:00;650;29.09.2016;8;650
29.09.2016;09:00-10:00;691;29.09.2016;9;691
29.09.2016;10:00-11:00;692;29.09.2016;10;692
29.09.2016;11:00-12:00;687;29.09.2016;11;687
29.09.2016;12:00-13:00;669;29.09.2016;12;669
29.09.2016;13:00-14:00;687;29.09.2016;13;687
29.09.2016;14:00-15:00;684;29.09.2016;14;684
29.09.2016;15:00-16:00;672;29.09.2016;15;672
29.09.2016;16:00-17:00;657;29.09.2016;16;657
29.09.2016;17:00-18:00;651;29.09.2016;17;651
29.09.2016;18:00-19:00;690;29.09.2016;18;690
29.09.2016;19:00-20:00;714;29.09.2016;19;714
29.09.2016;20:00-21:00;696;29.09.2016;20;696
29.09.2016;21:00-22:00;665;29.09.2016;21;665
29.09.2016;22:00-23:00;606;29.09.2016;22;606
29.09.2016;23:00-24:00;550;29.09.2016;23;550
30.09.2016;00:00-01:00;504;30.09.2016;0;504
30.09.2016;01:00-02:00;478;30.09.2016;1;478
30.09.2016;02:00-03:00;466;30.09.2016;2;466
30.09.2016;03:00-04:00;460;30.09.2016;3;460
30.09.2016;04:00-05:00;465;30.09.2016;4;465
30.09.2016;05:00-06:00;486;30.09.2016;5;486
30.09.2016;06:00-07:00;525;30.09.2016;6;525
30.09.2016;07:00-08:00;579;30.09.2016;7;579
30.09.2016;08:00-09:00;646;30.09.2016;8;646
30.09.2016;09:00-10:00;692;30.09.2016;9;692
30.09.2016;10:00-11:00;692;30.09.2016;10;692
30.09.2016;11:00-12:00;688;30.09.2016;11;688
30.09.2016;12:00-13:00;666;30.09.2016;12;666
30.09.2016;13:00-14:00;670;30.09.2016;13;670
30.09.2016;14:00-15:00;662;30.09.2016;14;662
30.09.2016;15:00-16:00;647;30.09.2016;15;647
30.09.2016;16:00-17:00;625;30.09.2016;16;625
30.09.2016;17:00-18:00;604;30.09.2016;17;604
30.09.2016;18:00-19:00;643;30.09.2016;18;643
30.09.2016;19:00-20:00;689;30.09.2016;19;689
30.09.2016;20:00-21:00;677;30.09.2016;20;677
30.09.2016;21:00-22:00;649;30.09.2016;21;649
30.09.2016;22:00-23:00;598;30.09.2016;22;598
30.09.2016;23:00-24:00;546;30.09.2016;23;546
01.10.2016;00:00-01:00;503;01.10.2016;0;503
01.10.2016;01:00-02:00;478;01.10.2016;1;478
01.10.2016;02:00-03:00;464;01.10.2016;2;464
01.10.2016;03:00-04:00;454;01.10.2016;3;454
01.10.2016;04:00-05:00;456;01.10.2016;4;456
01.10.2016;05:00-06:00;463;01.10.2016;5;463
01.10.2016;06:00-07:00;467;01.10.2016;6;467
01.10.2016;07:00-08:00;488;01.10.2016;7;488
01.10.2016;08:00-09:00;532;01.10.2016;8;532
01.10.2016;09:00-10:00;563;01.10.2016;9;563
01.10.2016;10:00-11:00;567;01.10.2016;10;567
01.10.2016;11:00-12:00;562;01.10.2016;11;562
01.10.2016;12:00-13:00;552;01.10.2016;12;552
01.10.2016;13:00-14:00;548;01.10.2016;13;548
01.10.2016;14:00-15:00;542;01.10.2016;14;542
01.10.2016;15:00-16:00;534;01.10.2016;15;534
01.10.2016;16:00-17:00;530;01.10.2016;16;530
01.10.2016;17:00-18:00;538;01.10.2016;17;538
01.10.2016;18:00-19:00;597;01.10.2016;18;597
01.10.2016;19:00-20:00;649;01.10.2016;19;649
01.10.2016;20:00-21:00;637;01.10.2016;20;637
01.10.2016;21:00-22:00;611;01.10.2016;21;611
01.10.2016;22:00-23:00;570;01.10.2016;22;570
01.10.2016;23:00-24:00;526;01.10.2016;23;526
02.10.2016;00:00-01:00;487;02.10.2016;0;487
02.10.2016;01:00-02:00;464;02.10.2016;1;464
02.10.2016;02:00-03:00;451;02.10.2016;2;451
02.10.2016;03:00-04:00;446;02.10.2016;3;446
02.10.2016;04:00-05:00;447;02.10.2016;4;447
02.10.2016;05:00-06:00;454;02.10.2016;5;454
02.10.2016;06:00-07:00;456;02.10.2016;6;456
02.10.2016;07:00-08:00;469;02.10.2016;7;469
02.10.2016;08:00-09:00;509;02.10.2016;8;509
02.10.2016;09:00-10:00;539;02.10.2016;9;539
02.10.2016;10:00-11:00;548;02.10.2016;10;548
02.10.2016;11:00-12:00;543;02.10.2016;11;543
02.10.2016;12:00-13:00;537;02.10.2016;12;537
02.10.2016;13:00-14:00;536;02.10.2016;13;536
02.10.2016;14:00-15:00;534;02.10.2016;14;534
02.10.2016;15:00-16:00;538;02.10.2016;15;538
02.10.2016;16:00-17:00;546;02.10.2016;16;546
02.10.2016;17:00-18:00;570;02.10.2016;17;570
02.10.2016;18:00-19:00;618;02.10.2016;18;618
02.10.2016;19:00-20:00;638;02.10.2016;19;638
02.10.2016;20:00-21:00;626;02.10.2016;20;626
02.10.2016;21:00-22:00;594;02.10.2016;21;594
02.10.2016;22:00-23:00;543;02.10.2016;22;543
02.10.2016;23:00-24:00;499;02.10.2016;23;499
03.10.2016;00:00-01:00;461;03.10.2016;0;461
03.10.2016;01:00-02:00;434;03.10.2016;1;434
03.10.2016;02:00-03:00;421;03.10.2016;2;421
03.10.2016;03:00-04:00;418;03.10.2016;3;418
03.10.2016;04:00-05:00;425;03.10.2016;4;425
03.10.2016;05:00-06:00;446;03.10.2016;5;446
03.10.2016;06:00-07:00;486;03.10.2016;6;486
03.10.2016;07:00-08:00;538;03.10.2016;7;538
03.10.2016;08:00-09:00;595;03.10.2016;8;595
03.10.2016;09:00-10:00;634;03.10.2016;9;634
03.10.2016;10:00-11:00;637;03.10.2016;10;637
03.10.2016;11:00-12:00;630;03.10.2016;11;630
03.10.2016;12:00-13:00;618;03.10.2016;12;618
03.10.2016;13:00-14:00;623;03.10.2016;13;623
03.10.2016;14:00-15:00;617;03.10.2016;14;617
03.10.2016;15:00-16:00;610;03.10.2016;15;610
03.10.2016;16:00-17:00;602;03.10.2016;16;602
03.10.2016;17:00-18:00;598;03.10.2016;17;598
03.10.2016;18:00-19:00;638;03.10.2016;18;638
03.10.2016;19:00-20:00;651;03.10.2016;19;651
03.10.2016;20:00-21:00;635;03.10.2016;20;635
03.10.2016;21:00-22:00;604;03.10.2016;21;604
03.10.2016;22:00-23:00;553;03.10.2016;22;553
03.10.2016;23:00-24:00;503;03.10.2016;23;503
04.10.2016;00:00-01:00;460;04.10.2016;0;460
04.10.2016;01:00-02:00;438;04.10.2016;1;438
04.10.2016;02:00-03:00;428;04.10.2016;2;428
04.10.2016;03:00-04:00;425;04.10.2016;3;425
04.10.2016;04:00-05:00;430;04.10.2016;4;430
04.10.2016;05:00-06:00;450;04.10.2016;5;450
04.10.2016;06:00-07:00;491;04.10.2016;6;491
04.10.2016;07:00-08:00;546;04.10.2016;7;546
04.10.2016;08:00-09:00;608;04.10.2016;8;608
04.10.2016;09:00-10:00;644;04.10.2016;9;644
04.10.2016;10:00-11:00;646;04.10.2016;10;646
04.10.2016;11:00-12:00;636;04.10.2016;11;636
04.10.2016;12:00-13:00;623;04.10.2016;12;623
04.10.2016;13:00-14:00;631;04.10.2016;13;631
04.10.2016;14:00-15:00;629;04.10.2016;14;629
04.10.2016;15:00-16:00;625;04.10.2016;15;625
04.10.2016;16:00-17:00;619;04.10.2016;16;619
04.10.2016;17:00-18:00;618;04.10.2016;17;618
04.10.2016;18:00-19:00;657;04.10.2016;18;657
04.10.2016;19:00-20:00;666;04.10.2016;19;666
04.10.2016;20:00-21:00;649;04.10.2016;20;649
04.10.2016;21:00-22:00;614;04.10.2016;21;614
04.10.2016;22:00-23:00;561;04.10.2016;22;561
04.10.2016;23:00-24:00;512;04.10.2016;23;512
05.10.2016;00:00-01:00;471;05.10.2016;0;471
05.10.2016;01:00-02:00;449;05.10.2016;1;449
05.10.2016;02:00-03:00;438;05.10.2016;2;438
05.10.2016;03:00-04:00;434;05.10.2016;3;434
05.10.2016;04:00-05:00;439;05.10.2016;4;439
05.10.2016;05:00-06:00;457;05.10.2016;5;457
05.10.2016;06:00-07:00;498;05.10.2016;6;498
05.10.2016;07:00-08:00;556;05.10.2016;7;556
05.10.2016;08:00-09:00;614;05.10.2016;8;614
05.10.2016;09:00-10:00;654;05.10.2016;9;654
05.10.2016;10:00-11:00;657;05.10.2016;10;657
05.10.2016;11:00-12:00;652;05.10.2016;11;652
05.10.2016;12:00-13:00;636;05.10.2016;12;636
05.10.2016;13:00-14:00;647;05.10.2016;13;647
05.10.2016;14:00-15:00;643;05.10.2016;14;643
05.10.2016;15:00-16:00;639;05.10.2016;15;639
05.10.2016;16:00-17:00;636;05.10.2016;16;636
05.10.2016;17:00-18:00;636;05.10.2016;17;636
05.10.2016;18:00-19:00;671;05.10.2016;18;671
05.10.2016;19:00-20:00;677;05.10.2016;19;677
05.10.2016;20:00-21:00;657;05.10.2016;20;657
05.10.2016;21:00-22:00;628;05.10.2016;21;628
05.10.2016;22:00-23:00;576;05.10.2016;22;576
05.10.2016;23:00-24:00;526;05.10.2016;23;526
06.10.2016;00:00-01:00;484;06.10.2016;0;484
06.10.2016;01:00-02:00;462;06.10.2016;1;462
06.10.2016;02:00-03:00;452;06.10.2016;2;452
06.10.2016;03:00-04:00;449;06.10.2016;3;449
06.10.2016;04:00-05:00;454;06.10.2016;4;454
06.10.2016;05:00-06:00;474;06.10.2016;5;474
06.10.2016;06:00-07:00;518;06.10.2016;6;518
06.10.2016;07:00-08:00;570;06.10.2016;7;570
06.10.2016;08:00-09:00;630;06.10.2016;8;630
06.10.2016;09:00-10:00;664;06.10.2016;9;664
06.10.2016;10:00-11:00;665;06.10.2016;10;665
06.10.2016;11:00-12:00;657;06.10.2016;11;657
06.10.2016;12:00-13:00;641;06.10.2016;12;641
06.10.2016;13:00-14:00;652;06.10.2016;13;652
06.10.2016;14:00-15:00;646;06.10.2016;14;646
06.10.2016;15:00-16:00;639;06.10.2016;15;639
06.10.2016;16:00-17:00;633;06.10.2016;16;633
06.10.2016;17:00-18:00;635;06.10.2016;17;635
06.10.2016;18:00-19:00;677;06.10.2016;18;677
06.10.2016;19:00-20:00;684;06.10.2016;19;684
06.10.2016;20:00-21:00;667;06.10.2016;20;667
06.10.2016;21:00-22:00;635;06.10.2016;21;635
06.10.2016;22:00-23:00;587;06.10.2016;22;587
06.10.2016;23:00-24:00;536;06.10.2016;23;536
07.10.2016;00:00-01:00;494;07.10.2016;0;494
07.10.2016;01:00-02:00;472;07.10.2016;1;472
07.10.2016;02:00-03:00;462;07.10.2016;2;462
07.10.2016;03:00-04:00;456;07.10.2016;3;456
07.10.2016;04:00-05:00;461;07.10.2016;4;461
07.10.2016;05:00-06:00;481;07.10.2016;5;481
07.10.2016;06:00-07:00;522;07.10.2016;6;522
07.10.2016;07:00-08:00;574;07.10.2016;7;574
07.10.2016;08:00-09:00;630;07.10.2016;8;630
07.10.2016;09:00-10:00;672;07.10.2016;9;672
07.10.2016;10:00-11:00;681;07.10.2016;10;681
07.10.2016;11:00-12:00;675;07.10.2016;11;675
07.10.2016;12:00-13:00;659;07.10.2016;12;659
07.10.2016;13:00-14:00;669;07.10.2016;13;669
07.10.2016;14:00-15:00;667;07.10.2016;14;667
07.10.2016;15:00-16:00;658;07.10.2016;15;658
07.10.2016;16:00-17:00;652;07.10.2016;16;652
07.10.2016;17:00-18:00;656;07.10.2016;17;656
07.10.2016;18:00-19:00;696;07.10.2016;18;696
07.10.2016;19:00-20:00;698;07.10.2016;19;698
07.10.2016;20:00-21:00;678;07.10.2016;20;678
07.10.2016;21:00-22:00;644;07.10.2016;21;644
07.10.2016;22:00-23:00;600;07.10.2016;22;600
07.10.2016;23:00-24:00;555;07.10.2016;23;555
08.10.2016;00:00-01:00;515;08.10.2016;0;515
08.10.2016;01:00-02:00;487;08.10.2016;1;487
08.10.2016;02:00-03:00;472;08.10.2016;2;472
08.10.2016;03:00-04:00;464;08.10.2016;3;464
08.10.2016;04:00-05:00;466;08.10.2016;4;466
08.10.2016;05:00-06:00;475;08.10.2016;5;475
08.10.2016;06:00-07:00;489;08.10.2016;6;489
08.10.2016;07:00-08:00;508;08.10.2016;7;508
08.10.2016;08:00-09:00;559;08.10.2016;8;559
08.10.2016;09:00-10:00;603;08.10.2016;9;603
08.10.2016;10:00-11:00;622;08.10.2016;10;622
08.10.2016;11:00-12:00;624;08.10.2016;11;624
08.10.2016;12:00-13:00;618;08.10.2016;12;618
08.10.2016;13:00-14:00;613;08.10.2016;13;613
08.10.2016;14:00-15:00;607;08.10.2016;14;607
08.10.2016;15:00-16:00;601;08.10.2016;15;601
08.10.2016;16:00-17:00;608;08.10.2016;16;608
08.10.2016;17:00-18:00;622;08.10.2016;17;622
08.10.2016;18:00-19:00;669;08.10.2016;18;669
08.10.2016;19:00-20:00;674;08.10.2016;19;674
08.10.2016;20:00-21:00;658;08.10.2016;20;658
08.10.2016;21:00-22:00;631;08.10.2016;21;631
08.10.2016;22:00-23:00;592;08.10.2016;22;592
08.10.2016;23:00-24:00;552;08.10.2016;23;552
09.10.2016;00:00-01:00;514;09.10.2016;0;514
09.10.2016;01:00-02:00;487;09.10.2016;1;487
09.10.2016;02:00-03:00;473;09.10.2016;2;473
09.10.2016;03:00-04:00;466;09.10.2016;3;466
09.10.2016;04:00-05:00;464;09.10.2016;4;464
09.10.2016;05:00-06:00;470;09.10.2016;5;470
09.10.2016;06:00-07:00;479;09.10.2016;6;479
09.10.2016;07:00-08:00;481;09.10.2016;7;481
09.10.2016;08:00-09:00;524;09.10.2016;8;524
09.10.2016;09:00-10:00;570;09.10.2016;9;570
09.10.2016;10:00-11:00;587;09.10.2016;10;587
09.10.2016;11:00-12:00;593;09.10.2016;11;593
09.10.2016;12:00-13:00;593;09.10.2016;12;593
09.10.2016;13:00-14:00;590;09.10.2016;13;590
09.10.2016;14:00-15:00;579;09.10.2016;14;579
09.10.2016;15:00-16:00;570;09.10.2016;15;570
09.10.2016;16:00-17:00;568;09.10.2016;16;568
09.10.2016;17:00-18:00;585;09.10.2016;17;585
09.10.2016;18:00-19:00;654;09.10.2016;18;654
09.10.2016;19:00-20:00;671;09.10.2016;19;671
09.10.2016;20:00-21:00;661;09.10.2016;20;661
09.10.2016;21:00-22:00;633;09.10.2016;21;633
09.10.2016;22:00-23:00;586;09.10.2016;22;586
09.10.2016;23:00-24:00;540;09.10.2016;23;540
10.10.2016;00:00-01:00;501;10.10.2016;0;501
10.10.2016;01:00-02:00;478;10.10.2016;1;478
10.10.2016;02:00-03:00;470;10.10.2016;2;470
10.10.2016;03:00-04:00;466;10.10.2016;3;466
10.10.2016;04:00-05:00;474;10.10.2016;4;474
10.10.2016;05:00-06:00;496;10.10.2016;5;496
10.10.2016;06:00-07:00;545;10.10.2016;6;545
10.10.2016;07:00-08:00;598;10.10.2016;7;598
10.10.2016;08:00-09:00;660;10.10.2016;8;660
10.10.2016;09:00-10:00;704;10.10.2016;9;704
10.10.2016;10:00-11:00;706;10.10.2016;10;706
10.10.2016;11:00-12:00;697;10.10.2016;11;697
10.10.2016;12:00-13:00;670;10.10.2016;12;670
10.10.2016;13:00-14:00;676;10.10.2016;13;676
10.10.2016;14:00-15:00;670;10.10.2016;14;670
10.10.2016;15:00-16:00;661;10.10.2016;15;661
10.10.2016;16:00-17:00;644;10.10.2016;16;644
10.10.2016;17:00-18:00;639;10.10.2016;17;639
10.10.2016;18:00-19:00;699;10.10.2016;18;699
10.10.2016;19:00-20:00;711;10.10.2016;19;711
10.10.2016;20:00-21:00;695;10.10.2016;20;695
10.10.2016;21:00-22:00;662;10.10.2016;21;662
10.10.2016;22:00-23:00;608;10.10.2016;22;608
10.10.2016;23:00-24:00;557;10.10.2016;23;557
11.10.2016;00:00-01:00;517;11.10.2016;0;517
11.10.2016;01:00-02:00;493;11.10.2016;1;493
11.10.2016;02:00-03:00;485;11.10.2016;2;485
11.10.2016;03:00-04:00;481;11.10.2016;3;481
11.10.2016;04:00-05:00;483;11.10.2016;4;483
11.10.2016;05:00-06:00;504;11.10.2016;5;504
11.10.2016;06:00-07:00;548;11.10.2016;6;548
11.10.2016;07:00-08:00;596;11.10.2016;7;596
11.10.2016;08:00-09:00;655;11.10.2016;8;655
11.10.2016;09:00-10:00;691;11.10.2016;9;691
11.10.2016;10:00-11:00;695;11.10.2016;10;695
11.10.2016;11:00-12:00;691;11.10.2016;11;691
11.10.2016;12:00-13:00;671;11.10.2016;12;671
11.10.2016;13:00-14:00;679;11.10.2016;13;679
11.10.2016;14:00-15:00;677;11.10.2016;14;677
11.10.2016;15:00-16:00;672;11.10.2016;15;672
11.10.2016;16:00-17:00;661;11.10.2016;16;661
11.10.2016;17:00-18:00;660;11.10.2016;17;660
11.10.2016;18:00-19:00;712;11.10.2016;18;712
11.10.2016;19:00-20:00;716;11.10.2016;19;716
11.10.2016;20:00-21:00;701;11.10.2016;20;701
11.10.2016;21:00-22:00;662;11.10.2016;21;662
11.10.2016;22:00-23:00;611;11.10.2016;22;611
11.10.2016;23:00-24:00;560;11.10.2016;23;560
12.10.2016;00:00-01:00;518;12.10.2016;0;518
12.10.2016;01:00-02:00;497;12.10.2016;1;497
12.10.2016;02:00-03:00;489;12.10.2016;2;489
12.10.2016;03:00-04:00;484;12.10.2016;3;484
12.10.2016;04:00-05:00;488;12.10.2016;4;488
12.10.2016;05:00-06:00;506;12.10.2016;5;506
12.10.2016;06:00-07:00;552;12.10.2016;6;552
12.10.2016;07:00-08:00;600;12.10.2016;7;600
12.10.2016;08:00-09:00;649;12.10.2016;8;649
12.10.2016;09:00-10:00;688;12.10.2016;9;688
12.10.2016;10:00-11:00;689;12.10.2016;10;689
12.10.2016;11:00-12:00;684;12.10.2016;11;684
12.10.2016;12:00-13:00;667;12.10.2016;12;667
12.10.2016;13:00-14:00;677;12.10.2016;13;677
12.10.2016;14:00-15:00;675;12.10.2016;14;675
12.10.2016;15:00-16:00;669;12.10.2016;15;669
12.10.2016;16:00-17:00;661;12.10.2016;16;661
12.10.2016;17:00-18:00;665;12.10.2016;17;665
12.10.2016;18:00-19:00;722;12.10.2016;18;722
12.10.2016;19:00-20:00;726;12.10.2016;19;726
12.10.2016;20:00-21:00;706;12.10.2016;20;706
12.10.2016;21:00-22:00;674;12.10.2016;21;674
12.10.2016;22:00-23:00;626;12.10.2016;22;626
12.10.2016;23:00-24:00;577;12.10.2016;23;577
13.10.2016;00:00-01:00;534;13.10.2016;0;534
13.10.2016;01:00-02:00;514;13.10.2016;1;514
13.10.2016;02:00-03:00;503;13.10.2016;2;503
13.10.2016;03:00-04:00;498;13.10.2016;3;498
13.10.2016;04:00-05:00;499;13.10.2016;4;499
13.10.2016;05:00-06:00;513;13.10.2016;5;513
13.10.2016;06:00-07:00;555;13.10.2016;6;555
13.10.2016;07:00-08:00;608;13.10.2016;7;608
13.10.2016;08:00-09:00;667;13.10.2016;8;667
13.10.2016;09:00-10:00;704;13.10.2016;9;704
13.10.2016;10:00-11:00;701;13.10.2016;10;701
13.10.2016;11:00-12:00;699;13.10.2016;11;699
13.10.2016;12:00-13:00;690;13.10.2016;12;690
13.10.2016;13:00-14:00;701;13.10.2016;13;701
13.10.2016;14:00-15:00;700;13.10.2016;14;700
13.10.2016;15:00-16:00;701;13.10.2016;15;701
13.10.2016;16:00-17:00;695;13.10.2016;16;695
13.10.2016;17:00-18:00;698;13.10.2016;17;698
13.10.2016;18:00-19:00;739;13.10.2016;18;739
13.10.2016;19:00-20:00;733;13.10.2016;19;733
13.10.2016;20:00-21:00;712;13.10.2016;20;712
13.10.2016;21:00-22:00;683;13.10.2016;21;683
13.10.2016;22:00-23:00;635;13.10.2016;22;635
13.10.2016;23:00-24:00;586;13.10.2016;23;586
14.10.2016;00:00-01:00;541;14.10.2016;0;541
14.10.2016;01:00-02:00;518;14.10.2016;1;518
14.10.2016;02:00-03:00;509;14.10.2016;2;509
14.10.2016;03:00-04:00;505;14.10.2016;3;505
14.10.2016;04:00-05:00;511;14.10.2016;4;511
14.10.2016;05:00-06:00;532;14.10.2016;5;532
14.10.2016;06:00-07:00;573;14.10.2016;6;573
14.10.2016;07:00-08:00;618;14.10.2016;7;618
14.10.2016;08:00-09:00;673;14.10.2016;8;673
14.10.2016;09:00-10:00;715;14.10.2016;9;715
14.10.2016;10:00-11:00;713;14.10.2016;10;713
14.10.2016;11:00-12:00;703;14.10.2016;11;703
14.10.2016;12:00-13:00;682;14.10.2016;12;682
14.10.2016;13:00-14:00;692;14.10.2016;13;692
14.10.2016;14:00-15:00;690;14.10.2016;14;690
14.10.2016;15:00-16:00;680;14.10.2016;15;680
14.10.2016;16:00-17:00;671;14.10.2016;16;671
14.10.2016;17:00-18:00;682;14.10.2016;17;682
14.10.2016;18:00-19:00;729;14.10.2016;18;729
14.10.2016;19:00-20:00;723;14.10.2016;19;723
14.10.2016;20:00-21:00;706;14.10.2016;20;706
14.10.2016;21:00-22:00;678;14.10.2016;21;678
14.10.2016;22:00-23:00;635;14.10.2016;22;635
14.10.2016;23:00-24:00;587;14.10.2016;23;587
15.10.2016;00:00-01:00;548;15.10.2016;0;548
15.10.2016;01:00-02:00;523;15.10.2016;1;523
15.10.2016;02:00-03:00;508;15.10.2016;2;508
15.10.2016;03:00-04:00;500;15.10.2016;3;500
15.10.2016;04:00-05:00;500;15.10.2016;4;500
15.10.2016;05:00-06:00;510;15.10.2016;5;510
15.10.2016;06:00-07:00;525;15.10.2016;6;525
15.10.2016;07:00-08:00;540;15.10.2016;7;540
15.10.2016;08:00-09:00;585;15.10.2016;8;585
15.10.2016;09:00-10:00;619;15.10.2016;9;619
15.10.2016;10:00-11:00;630;15.10.2016;10;630
15.10.2016;11:00-12:00;630;15.10.2016;11;630
15.10.2016;12:00-13:00;625;15.10.2016;12;625
15.10.2016;13:00-14:00;622;15.10.2016;13;622
15.10.2016;14:00-15:00;617;15.10.2016;14;617
15.10.2016;15:00-16:00;614;15.10.2016;15;614
15.10.2016;16:00-17:00;616;15.10.2016;16;616
15.10.2016;17:00-18:00;639;15.10.2016;17;639
15.10.2016;18:00-19:00;698;15.10.2016;18;698
15.10.2016;19:00-20:00;695;15.10.2016;19;695
