FACT,temp,temp_min,temp_max,pressure,humidity,speed,deg,rain,alll,work,Clouds,Clear,Rain,cod_500,cod_501,cod_800,cod_801,cod_802,cod_803,cod_804,broken_clouds,few_clouds,light_rain,moderate_rain,overcast_clouds,scattered_clouds,sky_is_clear,i01d,i01n,i02d,i02n,i03d,i03n,i04d,i04n,i10d,i10n,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,HOUR_0,HOUR_1,HOUR_2,HOUR_3,HOUR_4,HOUR_5,HOUR_6,HOUR_7,HOUR_8,HOUR_9,HOUR_10,HOUR_11,HOUR_12,HOUR_13,HOUR_14,HOUR_15,HOUR_16,HOUR_17,HOUR_18,HOUR_19,HOUR_20,HOUR_21,HOUR_22,HOUR_23,p_day,short_day,weekend,work_plan,lag_36,lag_37,lag_38,lag_39,lag_40,lag_41,lag_42,lag_43,lag_44,lag_45,lag_46,lag_47,lag_48,lag_49,lag_50,lag_51,lag_52,lag_53,lag_54,lag_55,lag_56,lag_57,lag_58,lag_59,lag_60,lag_61,lag_62,lag_63,lag_64,lag_65,lag_66,lag_67,lag_68,lag_69,lag_70,lag_71,lag_72,lag_73,lag_74,lag_75,lag_76,lag_77,lag_78,lag_79,lag_80,lag_81,lag_82,lag_83,lag_84,lag_85,lag_86,lag_87,lag_88,lag_89,lag_90,lag_91,lag_92,lag_93,lag_94,lag_95,lag_96,lag_97,lag_98,lag_99,lag_100,lag_101,lag_102,lag_103,lag_104,lag_105,lag_106,lag_107,lag_108,lag_109,lag_110,lag_111,lag_112,lag_113,lag_114,lag_115,lag_116,lag_117,lag_118,lag_119,lag_120,lag_121,lag_122,lag_123,lag_124,lag_125,lag_126,lag_127,lag_128,lag_129,lag_130,lag_131,lag_132,lag_133,lag_134,lag_135,lag_136,lag_137,lag_138,lag_139,lag_140,lag_141,lag_142,lag_143,lag_144,lag_145,lag_146,lag_147,lag_148,lag_149,lag_150,lag_151,lag_152,lag_153,lag_154,lag_155,lag_156,lag_157,lag_158,lag_159,lag_160,lag_161,lag_162,lag_163,lag_164,lag_165,lag_166,lag_167,lag_168,lag_169,lag_170,lag_171,lag_172,lag_173,lag_174,lag_175,lag_176,lag_177,lag_178,lag_179,lag_180,lag_181,lag_182,lag_183,lag_184,lag_185,lag_186,lag_187,lag_188,lag_189,lag_190,lag_191,lag_192,lag_193,lag_194,lag_195,lag_196,lag_197,lag_198,lag_199,lag_200,lag_201,lag_202,lag_203,lag_204,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119,PC120,PC121,PC122,PC123,PC124,PC125,PC126,PC127,PC128,PC129,PC130,PC131,PC132,PC133,PC134,PC135,PC136,PC137,PC138,PC139,PC140,PC141,PC142,PC143,PC144,PC145,PC146,PC147,PC148,PC149,PC150,PC151,PC152,PC153,PC154,PC155,PC156,PC157,PC158,PC159,PC160,PC161,PC162,PC163,PC164,PC165,PC166,PC167,PC168,PC169,PC170,PC171,PC172,PC173,PC174,PC175,PC176,PC177,PC178,PC179,PC180,PC181,PC182,PC183,PC184,PC185,PC186,PC187,PC188,PC189,PC190,PC191,PC192,PC193,PC194,PC195,PC196,PC197,PC198,PC199,PC200,PC201,PC202,PC203,PC204,PC205,PC206,PC207,PC208,PC209,PC210,PC211,PC212,PC213,PC214,PC215,PC216,PC217,PC218,PC219,PC220
3322.44,2.55,2.55,2.55,999,96,5,214,1.73,92,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0645,0,0,1,235.02,77.88,59.4,2411.7,3517.56,4507.92,-1.92,74.76,68.46,64.02,117.84,147.9,69.3,105,198.54,88.8,82.98,78.18,149.64,513.36,203.4,330,-70.5,330.72,153.9,238.14,386.82,478.44,-45,206.64,164.82,155.04,176.4,114.54,120.06,104.4,157.2,143.82,70.56,63.06,118.86,291.78,26.28,252.66,78.06,70.8,-9.36,66.3,41.82,117,44.04,-12.54,204.42,-3.3,672.12,164.94,283.32,-6.24,264.54,48.06,-15.12,115.02,-30.9,234.18,396.42,73.56,66.18,132.06,25.8,164.4,64.86,311.82,94.2,146.88,67.56,69.9,41.4,159.78,284.46,748.44,149.52,249.66,532.38,25.62,279.72,211.32,54.18,-13.74,37.38,88.92,160.32,68.1,216.66,83.52,-25.56,34.8,9.42,148.92,52.32,64.56,-22.68,46.68,127.74,64.68,55.68,69.36,111.72,172.02,145.92,40.56,81.66,27.12,204.48,105.72,30.72,354.18,438.84,79.02,-474.72,-99.24,111.12,414.42,325.08,-28.68,19.26,291.36,251.88,55.38,59.4,257.64,375.9,99.48,56.1,60.84,70.86,50.04,83.16,144.3,36.96,155.7,25.56,142.02,56.22,68.58,4.08,23.82,211.32,71.4,45.66,111.18,59.52,284.22,106.86,0.54,185.82,61.14,115.74,135.66,133.38,64.68,174.9,112.86,62.46,38.4,24.9,-135.24,124.98,140.1,68.1,593.1551,3655.4668,5943.5908,1000.7434,318.4962,1217.593,-249.5364,7581.2255,-355.1592,268.4192,-2687.4207,-48.384,-2520.7683,2424.7193,1843.7104,688.8465,-865.0311,-333.5359,-77.4413,-2035.4485,525.6457,-42.7349,-2.8867,178.0188,-996.0134,-284.1194,-1265.7579,-160.5847,-891.8625,-323.0611,-476.6514,460.8012,-253.1341,95.5685,457.5495,-649.4691,242.4254,-588.7088,316.7182,-217.6944,-1004.1147,-601.9237,-171.324,1914.5647,492.3568,-30.9088,-221.4596,-1438.229,321.0782,136.6373,-760.821,45.9414,415.1528,-420.9927,110.4874,-23.0659,-334.9298,-208.1665,507.4731,459.5121,822.4848,324.7809,-1212.5678,775.6958,-75.2952,909.2923,283.3496,133.103,-423.1262,-141.0948,-430.6794,263.7306,-581.8601,425.6632,113.5043,-943.4087,-254.4109,-53.2866,611.8095,-393.1445,886.6467,161.1258,11.9667,258.5098,-355.817,309.662,54.5392,-374.2624,516.541,206.4761,-379.6589,-158.9962,857.3134,271.4044,354.5077,-299.0236,430.3325,-216.9798,-139.6864,125.5449,215.6604,165.6927,-515.4818,-229.2035,-69.5013,-215.4477,-36.4411,249.985,144.2604,282.009,241.697,-62.9852,392.6506,-184.3129,103.6144,32.7308,-459.4716,118.9238,-106.3625,-159.8273,43.8482,-159.1468,-254.1597,-5.9753,344.5195,76.5702,251.3112,74.6502,-257.823,139.8932,-396.2831,269.5619,65.7899,-102.4782,-53.2342,153.9376,271.2767,-185.6919,-227.4478,230.9346,-74.3413,-11.9068,1.7246,-6.3122,210.433,97.2033,-160.5268,-268.8138,-91.4929,-183.0114,165.626,-184.6336,-200.2871,-114.6014,-248.4508,498.073,-482.5569,-27.1627,129.7358,-365.0884,-140.1981,-218.3027,0.3961,-76.0258,3.1776,239.5533,253.5479,293.2581,-218.8149,-50.091,6.9327,6.8926,0.7302,0.7633,0.6879,-0.1047,0.0568,0.1824,-0.2857,-0.111,0.0729,-0.5985,0.1577,-0.1231,-0.2036,-0.1035,-0.0826,0.0754,0.2003,0.0353,-0.0683,0.1823,0.1532,0.0908,0.2051,0.1368,-0.1561,0.5035,0.3723,-0.2837,-0.2849,0.1809,0.2653,-0.4384,-0.0141,-0.0495,0.1714,-0.0636,-0.2139,-0.2499,-0.2496,0.004,-0.0959,-0.0578,0.1907,-0.1023,-0.1333,0.0448,-0.0518,2e-04
3483,2.55,2.55,2.55,999,96,5,214,1.73,92,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0645,0,0,1,90.06,235.02,77.88,59.4,2411.7,3517.56,4507.92,-1.92,74.76,68.46,64.02,117.84,147.9,69.3,105,198.54,88.8,82.98,78.18,149.64,513.36,203.4,330,-70.5,330.72,153.9,238.14,386.82,478.44,-45,206.64,164.82,155.04,176.4,114.54,120.06,104.4,157.2,143.82,70.56,63.06,118.86,291.78,26.28,252.66,78.06,70.8,-9.36,66.3,41.82,117,44.04,-12.54,204.42,-3.3,672.12,164.94,283.32,-6.24,264.54,48.06,-15.12,115.02,-30.9,234.18,396.42,73.56,66.18,132.06,25.8,164.4,64.86,311.82,94.2,146.88,67.56,69.9,41.4,159.78,284.46,748.44,149.52,249.66,532.38,25.62,279.72,211.32,54.18,-13.74,37.38,88.92,160.32,68.1,216.66,83.52,-25.56,34.8,9.42,148.92,52.32,64.56,-22.68,46.68,127.74,64.68,55.68,69.36,111.72,172.02,145.92,40.56,81.66,27.12,204.48,105.72,30.72,354.18,438.84,79.02,-474.72,-99.24,111.12,414.42,325.08,-28.68,19.26,291.36,251.88,55.38,59.4,257.64,375.9,99.48,56.1,60.84,70.86,50.04,83.16,144.3,36.96,155.7,25.56,142.02,56.22,68.58,4.08,23.82,211.32,71.4,45.66,111.18,59.52,284.22,106.86,0.54,185.82,61.14,115.74,135.66,133.38,64.68,174.9,112.86,62.46,38.4,24.9,-135.24,124.98,140.1,614.4117,3647.5096,5916.4633,1026.1838,339.2407,1246.8288,-150.8582,7675.912,-280.7859,314.5278,-2832.0795,-119.1271,-2677.5787,2095.7792,1629.5845,598.0831,-425.8696,-554.7486,-331.1295,-1754.8965,472.3384,10.1,584.2327,-343.9184,-1305.4362,-784.2645,-1497.942,331.9009,-978.6228,-153.6902,-599.1497,-53.1595,-265.5685,-153.2616,771.7553,-363.8597,-124.3693,-181.9813,36.204,-1071.8582,-310.5033,-405.5964,-166.6332,1981.7355,26.5753,146.8439,-335.7295,-1203.7425,312.5947,532.5519,693.8758,372.2035,-153.7398,-45.3984,588.5585,216.3032,96.783,408.9881,890.6713,201.211,217.4892,-293.8972,-879.3156,-19.1703,552.245,-276.4383,-239.4526,538.0277,-685.0057,-46.5679,-422.3971,-329.012,-643.1552,-175.1016,-716.7199,-373.2317,402.9879,-346.1857,-351.477,475.7236,614.0448,131.835,-366.4186,820.0441,-67.652,313.0423,68.7061,-428.1165,-530.2931,-10.1125,208.706,-915.7332,-59.2057,-180.7209,-403.8338,389.8419,-193.772,556.6216,67.4736,41.4727,-247.3353,-124.5153,-130.4998,461.7547,-49.0167,295.6788,-124.738,-299.7842,-206.0753,-331.0935,41.5646,250.3559,-105.0132,395.2761,-102.0955,-94.3747,623.0287,-62.9385,19.219,261.5996,251.458,378.3521,273.2585,-271.9742,-57.5766,-153.0818,-150.3663,-133.7798,321.0897,-258.3469,351.9843,-193.1464,-147.6378,21.0563,45.8496,-173.1489,-215.0066,-26.9969,414.2365,-63.6484,138.0503,34.5079,81.095,30.5633,-267.2974,-122.4212,435.2937,289.7544,336.5398,286.0563,18.8532,175.0723,38.2872,-208.2307,168.6605,-523.3897,119.8418,-17.5635,-295.0774,-20.5224,234.4996,-147.1851,-6.1446,77.0318,57.6085,-170.7376,-241.1296,-63.895,-40.242,206.9119,2.8277,1.6191,-0.0063,0.5179,-0.1933,-0.2875,0.0433,0.1208,-0.2462,0.0514,0.2703,-0.5658,0.1887,-0.0074,-0.249,-0.1026,-0.0643,0.1224,0.2553,0.3372,0.115,0.258,-0.2284,-0.0512,-0.0448,0.0947,0.0617,0.4022,0.2272,0.4202,-0.021,0.3458,0.3444,-0.2963,-0.0411,-0.2409,0.0511,-0.235,-0.1059,-0.2805,-0.2467,-0.041,0.1887,0.0283,0.1659,-0.0053,-0.12,-0.0111,0.014,2e-04
4079.64,1.86,1.86,1.86,999,96,4,213,0.65,92,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0645,0,0,1,332.22,90.06,235.02,77.88,59.4,2411.7,3517.56,4507.92,-1.92,74.76,68.46,64.02,117.84,147.9,69.3,105,198.54,88.8,82.98,78.18,149.64,513.36,203.4,330,-70.5,330.72,153.9,238.14,386.82,478.44,-45,206.64,164.82,155.04,176.4,114.54,120.06,104.4,157.2,143.82,70.56,63.06,118.86,291.78,26.28,252.66,78.06,70.8,-9.36,66.3,41.82,117,44.04,-12.54,204.42,-3.3,672.12,164.94,283.32,-6.24,264.54,48.06,-15.12,115.02,-30.9,234.18,396.42,73.56,66.18,132.06,25.8,164.4,64.86,311.82,94.2,146.88,67.56,69.9,41.4,159.78,284.46,748.44,149.52,249.66,532.38,25.62,279.72,211.32,54.18,-13.74,37.38,88.92,160.32,68.1,216.66,83.52,-25.56,34.8,9.42,148.92,52.32,64.56,-22.68,46.68,127.74,64.68,55.68,69.36,111.72,172.02,145.92,40.56,81.66,27.12,204.48,105.72,30.72,354.18,438.84,79.02,-474.72,-99.24,111.12,414.42,325.08,-28.68,19.26,291.36,251.88,55.38,59.4,257.64,375.9,99.48,56.1,60.84,70.86,50.04,83.16,144.3,36.96,155.7,25.56,142.02,56.22,68.58,4.08,23.82,211.32,71.4,45.66,111.18,59.52,284.22,106.86,0.54,185.82,61.14,115.74,135.66,133.38,64.68,174.9,112.86,62.46,38.4,24.9,-135.24,124.98,647.8659,3646.2153,5878.6779,1068.263,341.9781,1261.0815,-62.4742,7751.3,-186.4133,369.4344,-2952.0141,-203.1514,-2749.8051,1731.5097,1438.3116,390.9369,-0.9887,-695.5533,-604.2306,-1558.8768,452.7275,148.5522,1004.2729,-701.4333,-1240.1268,-1092.1861,-978.9695,774.2801,-548.0025,25.3564,-363.9567,-573.3371,-126.5705,-342.3351,761.4078,159.4576,-314.3486,459.5081,-388.5651,-1316.6345,760.7764,-33.5792,66.8357,1152.6444,-488.0116,14.6107,-327.0729,-329.1416,17.1139,79.7831,1908.7287,-120.3408,-300.9522,412.5969,282.2216,-52.6624,621.9231,947.1715,340.1681,-281.1422,83.952,-667.2917,296.4812,-461.5174,100.9054,-779.4506,-583.7279,241.5642,-155.7735,251.3827,-236.4912,-1066.4561,27.9694,172.2452,-171.5847,362.3647,620.2482,257.7789,-508.1738,967.0068,-394.5223,-246.2023,-219.5616,259.4924,120.5786,-31.4009,-187.748,478.0471,-394.6981,-373.3832,682.3568,80.2384,-512.7258,-114.3273,7.3883,41.6599,-202.4953,-717.1644,115.6888,4.473,203.4638,280.299,430.1336,16.2135,15.3031,-332.6083,264.3949,338.0278,192.1303,203.0523,-280.2347,-240.0485,-357.4377,220.4441,185.0641,319.5989,-504.3272,-10.3454,121.0162,-86.0143,-249.278,-492.5638,-36.0687,382.961,-171.7368,40.0484,-44.1877,142.3168,-348.5491,459.7955,-251.9298,61.9312,171.3768,111.101,50.272,216.1318,238.9387,258.1696,-124.844,51.7817,-200.9099,-28.5523,-37.371,-72.552,191.455,49.6335,-586.1807,140.0824,-257.1656,-358.288,-136.6229,-79.0557,136.5569,249.8516,227.9333,393.9915,81.5325,314.4038,76.7943,-19.4069,71.254,239.3567,-8.2203,-158.4563,-80.1547,272.1067,144.8345,-79.039,220.8657,1.8164,0.9851,-2.5114,-1.4808,1.7104,-1.3598,-0.4935,0.0571,0.276,-0.047,0.0293,0.0834,-0.5854,0.1382,-0.0187,-0.2987,-0.0509,-0.1364,0.2611,0.2869,0.405,-0.0171,-0.0323,0.1867,-0.1098,-0.2811,-0.0606,0.0227,0.2754,0.3957,-0.2194,0.1464,0.385,-0.0341,-0.3812,0.0815,-0.0638,0.1425,-0.301,-0.1114,-0.2501,-0.1589,-0.1898,-0.0279,0.1254,0.1809,0.0199,-0.1101,0.0555,0.0227,0
4013.34,1.86,1.86,1.86,999,96,4,213,0.65,92,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0645,0,0,1,99.36,332.22,90.06,235.02,77.88,59.4,2411.7,3517.56,4507.92,-1.92,74.76,68.46,64.02,117.84,147.9,69.3,105,198.54,88.8,82.98,78.18,149.64,513.36,203.4,330,-70.5,330.72,153.9,238.14,386.82,478.44,-45,206.64,164.82,155.04,176.4,114.54,120.06,104.4,157.2,143.82,70.56,63.06,118.86,291.78,26.28,252.66,78.06,70.8,-9.36,66.3,41.82,117,44.04,-12.54,204.42,-3.3,672.12,164.94,283.32,-6.24,264.54,48.06,-15.12,115.02,-30.9,234.18,396.42,73.56,66.18,132.06,25.8,164.4,64.86,311.82,94.2,146.88,67.56,69.9,41.4,159.78,284.46,748.44,149.52,249.66,532.38,25.62,279.72,211.32,54.18,-13.74,37.38,88.92,160.32,68.1,216.66,83.52,-25.56,34.8,9.42,148.92,52.32,64.56,-22.68,46.68,127.74,64.68,55.68,69.36,111.72,172.02,145.92,40.56,81.66,27.12,204.48,105.72,30.72,354.18,438.84,79.02,-474.72,-99.24,111.12,414.42,325.08,-28.68,19.26,291.36,251.88,55.38,59.4,257.64,375.9,99.48,56.1,60.84,70.86,50.04,83.16,144.3,36.96,155.7,25.56,142.02,56.22,68.58,4.08,23.82,211.32,71.4,45.66,111.18,59.52,284.22,106.86,0.54,185.82,61.14,115.74,135.66,133.38,64.68,174.9,112.86,62.46,38.4,24.9,-135.24,670.0082,3631.5704,5847.1241,1088.6324,379.8884,1310.2391,60.4464,7797.2009,-11.5649,421.2368,-3060.9869,-331.3253,-2736.4165,1320.822,1203.1489,97.9908,383.2104,-748.3124,-908.7035,-1411.9116,415.4289,334.3701,1345.0091,-850.3845,-974.4107,-1116.7362,-70.305,858.7227,209.1735,83.6338,99.8782,-713.7901,61.6425,-314.7817,497.3618,589.7253,-175.161,967.3123,-516.1623,-650.8146,1662.7697,231.4426,431.4381,-59.974,-611.4073,-317.8342,-144.3245,641.8494,102.2577,-740.2563,1610.0789,-436.9141,122.2541,-14.1522,-92.5622,-604.3907,554.6964,1028.6213,-455.9523,88.6463,58.2013,-160.8223,1173.8552,2.1648,-211.4044,-226.954,-291.0578,-383.8883,634.8672,30.2288,204.1773,-703.1024,435.5864,432.3323,-340.2716,783.7313,-407.0673,281.4865,645.5746,271.2693,-917.7233,-82.3117,236.9038,-235.9432,322.6252,-422.1228,-152.9101,20.3707,307.5051,-623.0046,-82.2679,805.8302,-11.8118,-22.5863,65.8261,-272.1528,519.0184,551.3748,65.077,-212.9907,-201.8329,-288.6545,322.6951,-140.8646,38.0111,184.5653,-499.9517,-261.407,-256.8826,-19.2272,-294.1838,-52.9078,134.4519,-417.6498,-236.9103,-475.0728,184.3716,63.4115,-159.3872,-190.6411,169.013,373.2959,-332.2055,-294.8418,233.7193,143.8728,320.3143,77.0783,239.6027,-499.9531,112.5286,63.2704,-89.4149,-148.3106,-37.444,-250.7781,-316.7983,-15.1589,-86.5664,31.3497,224.9225,47.5756,30.9071,60.319,-187.42,-211.0685,227.3052,-504.3182,154.5498,412.2663,200.0484,62.8127,-104.9918,-7.5729,-438.1743,-246.9378,34.8721,-126.0894,175.4803,188.0596,-318.8758,13.9139,72.0383,98.7132,59.571,-248.0683,65.5136,84.9036,-70.8911,-213.0228,8.8171,-1.5119,-0.3554,1.0608,-1.18,-0.4678,-0.0768,0.409,0.1505,-0.0272,-0.3027,-0.56,0.139,-0.0313,-0.4045,-0.1605,-0.193,0.1072,0.0373,0.288,-0.1092,0.1627,0.0599,0.1574,-0.092,0.0353,-0.0497,-0.0665,-0.3223,0.1558,-0.1184,-0.0475,-0.0531,-0.1497,-0.0526,0.0037,0.2964,-0.008,0.0128,-0.4382,0.2727,0.2736,-0.1585,-0.0114,-0.2006,0.2297,-0.0876,-0.0687,-0.1371,0
3487.62,1.86,1.86,1.86,999,96,4,213,0.65,92,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0645,0,0,1,173.76,99.36,332.22,90.06,235.02,77.88,59.4,2411.7,3517.56,4507.92,-1.92,74.76,68.46,64.02,117.84,147.9,69.3,105,198.54,88.8,82.98,78.18,149.64,513.36,203.4,330,-70.5,330.72,153.9,238.14,386.82,478.44,-45,206.64,164.82,155.04,176.4,114.54,120.06,104.4,157.2,143.82,70.56,63.06,118.86,291.78,26.28,252.66,78.06,70.8,-9.36,66.3,41.82,117,44.04,-12.54,204.42,-3.3,672.12,164.94,283.32,-6.24,264.54,48.06,-15.12,115.02,-30.9,234.18,396.42,73.56,66.18,132.06,25.8,164.4,64.86,311.82,94.2,146.88,67.56,69.9,41.4,159.78,284.46,748.44,149.52,249.66,532.38,25.62,279.72,211.32,54.18,-13.74,37.38,88.92,160.32,68.1,216.66,83.52,-25.56,34.8,9.42,148.92,52.32,64.56,-22.68,46.68,127.74,64.68,55.68,69.36,111.72,172.02,145.92,40.56,81.66,27.12,204.48,105.72,30.72,354.18,438.84,79.02,-474.72,-99.24,111.12,414.42,325.08,-28.68,19.26,291.36,251.88,55.38,59.4,257.64,375.9,99.48,56.1,60.84,70.86,50.04,83.16,144.3,36.96,155.7,25.56,142.02,56.22,68.58,4.08,23.82,211.32,71.4,45.66,111.18,59.52,284.22,106.86,0.54,185.82,61.14,115.74,135.66,133.38,64.68,174.9,112.86,62.46,38.4,24.9,683.6573,3633.9618,5803.902,1092.0023,376.8073,1386.7672,148.5578,7826.3944,228.9824,464.1392,-3141.7353,-456.5137,-2609.3503,962.4909,949.0446,-241.762,628.9915,-675.2791,-1154.0999,-1402.8961,360.5821,534.6226,1597.0015,-706.4779,-663.0096,-805.825,748.3996,454.4517,863.4473,28.4494,571.2065,-401.4723,237.0633,-91.7549,70.6001,626.5114,202.8925,1043.4139,-134.5449,525.3371,1827.6324,258.983,639.2977,-955.3705,-241.5379,-502.7725,158.2352,1134.3322,540.8416,-771.6517,56.2812,-120.0789,126.9135,-371.1626,124.9965,-759.3827,-279.549,685.4077,-428.368,514.2047,-436.8295,701.5813,800.1708,227.9909,42.906,757.6587,335.6662,-608.6072,636.4166,-342.723,663.9111,16.2479,70.1308,711.9541,446.4912,202.835,-580.0503,-386.6224,575.5419,-809.7455,-456.1734,275.822,-18.3022,-51.3483,-152.9459,133.3665,603.6063,-380.2575,313.0271,-195.6222,-923.9198,121.4701,117.9799,3.6433,-67.6866,66.7293,-547.9225,42.3418,-528.0166,171.3611,349.7331,-62.171,-412.8006,-182.5826,97.1661,-57.3519,553.3419,260.711,155.2668,43.145,187.433,290.3729,104.1266,-172.9348,470.2681,392.637,20.0883,-182.4609,42.0257,252.1277,22.146,-43.9684,510.0929,245.5023,-6.2592,-223.0111,-302.8473,-344.9073,-99.6447,522.1051,-68.0506,-72.5846,-92.961,102.5058,-88.292,273.1336,158.4574,-243.689,-79.4469,-103.4372,-250.6276,7.2234,44.5802,-44.2061,93.7474,362.3686,135.1801,357.2659,-157.7928,-397.2348,-263.7621,-63.1223,90.3144,-354.7187,238.3926,300.3289,25.2697,-350.8118,-46.176,-14.4899,166.0491,-223.1117,-188.3311,34.7352,-115.8626,219.7737,-202.5068,-4.9553,-190.0577,114.9439,6.9818,-0.7161,0.59,-0.689,-1.9055,-0.4198,-0.0726,0.3028,-0.0259,-0.001,-0.1997,-0.5789,0.2376,-0.0581,-0.3407,-0.1936,-0.1578,0.0725,0.0908,-0.032,-0.0193,-0.2361,-0.0901,-0.0013,0.1015,0.0467,-0.0539,0.2045,0.1123,-0.0882,0.2883,-0.3665,0.1565,0.0169,0.0359,-0.0758,0.2803,-0.0333,-0.0579,-0.3802,0.3748,0.2167,0.1262,0.0771,-0.2571,0.1582,-0.0717,0.0012,-0.1614,0
