DATE;HOUR;FACT;ID_COMPANY;ID_GTP;CITY_ID
01.02.2015;0;569,717;5;3;795259
01.02.2015;1;549,511;5;3;795259
01.02.2015;2;534,633;5;3;795259
01.02.2015;3;527,503;5;3;795259
01.02.2015;4;520,314;5;3;795259
01.02.2015;5;520,189;5;3;795259
01.02.2015;6;523,548;5;3;795259
01.02.2015;7;529,54;5;3;795259
01.02.2015;8;549,323;5;3;795259
01.02.2015;9;566,374;5;3;795259
01.02.2015;10;595,97;5;3;795259
01.02.2015;11;615,988;5;3;795259
01.02.2015;12;622,761;5;3;795259
01.02.2015;13;627,395;5;3;795259
01.02.2015;14;628,54;5;3;795259
01.02.2015;15;635,21;5;3;795259
01.02.2015;16;650,384;5;3;795259
01.02.2015;17;667,379;5;3;795259
01.02.2015;18;664,656;5;3;795259
01.02.2015;19;660,243;5;3;795259
01.02.2015;20;654,002;5;3;795259
01.02.2015;21;638,497;5;3;795259
01.02.2015;22;608,065;5;3;795259
01.02.2015;23;576,754;5;3;795259
02.02.2015;0;545,954;5;3;795259
02.02.2015;1;524,83;5;3;795259
02.02.2015;2;510,462;5;3;795259
02.02.2015;3;504,885;5;3;795259
02.02.2015;4;501,282;5;3;795259
02.02.2015;5;512,425;5;3;795259
02.02.2015;6;545,715;5;3;795259
02.02.2015;7;591,038;5;3;795259
02.02.2015;8;634,254;5;3;795259
02.02.2015;9;661,964;5;3;795259
02.02.2015;10;669,765;5;3;795259
02.02.2015;11;671,139;5;3;795259
02.02.2015;12;671,523;5;3;795259
02.02.2015;13;673,249;5;3;795259
02.02.2015;14;670,377;5;3;795259
02.02.2015;15;673,821;5;3;795259
02.02.2015;16;680,33;5;3;795259
02.02.2015;17;690,388;5;3;795259
02.02.2015;18;688,132;5;3;795259
02.02.2015;19;680,446;5;3;795259
02.02.2015;20;667,043;5;3;795259
02.02.2015;21;655,362;5;3;795259
02.02.2015;22;624,138;5;3;795259
02.02.2015;23;590,053;5;3;795259
03.02.2015;0;558,598;5;3;795259
03.02.2015;1;534,218;5;3;795259
03.02.2015;2;522,847;5;3;795259
03.02.2015;3;515,592;5;3;795259
03.02.2015;4;512,577;5;3;795259
03.02.2015;5;521,851;5;3;795259
03.02.2015;6;554,837;5;3;795259
03.02.2015;7;601,598;5;3;795259
03.02.2015;8;643,652;5;3;795259
03.02.2015;9;663,776;5;3;795259
03.02.2015;10;670,356;5;3;795259
03.02.2015;11;677,671;5;3;795259
03.02.2015;12;676,898;5;3;795259
03.02.2015;13;680,074;5;3;795259
03.02.2015;14;674,639;5;3;795259
03.02.2015;15;677,132;5;3;795259
03.02.2015;16;685,437;5;3;795259
03.02.2015;17;697,004;5;3;795259
03.02.2015;18;701,148;5;3;795259
03.02.2015;19;692,602;5;3;795259
03.02.2015;20;682,802;5;3;795259
03.02.2015;21;663,989;5;3;795259
03.02.2015;22;631,313;5;3;795259
03.02.2015;23;598,919;5;3;795259
04.02.2015;0;567,037;5;3;795259
04.02.2015;1;544,832;5;3;795259
04.02.2015;2;532,792;5;3;795259
04.02.2015;3;525,974;5;3;795259
04.02.2015;4;524,282;5;3;795259
04.02.2015;5;530,685;5;3;795259
04.02.2015;6;565,334;5;3;795259
04.02.2015;7;611,149;5;3;795259
04.02.2015;8;651,106;5;3;795259
04.02.2015;9;676,783;5;3;795259
04.02.2015;10;685,005;5;3;795259
04.02.2015;11;688,48;5;3;795259
