DATE;HOUR;FACT;ID_COMPANY;ID_GTP;CITY_ID
01.01.2017;0;7261;4;1;545575
01.01.2017;1;7287;4;1;545575
01.01.2017;2;7368;4;1;545575
01.01.2017;3;7354;4;1;545575
01.01.2017;4;7380;4;1;545575
01.01.2017;5;7324;4;1;545575
01.01.2017;6;7325;4;1;545575
01.01.2017;7;7346;4;1;545575
01.01.2017;8;7357;4;1;545575
01.01.2017;9;7478;4;1;545575
01.01.2017;10;7408;4;1;545575
01.01.2017;11;7339;4;1;545575
01.01.2017;12;7301;4;1;545575
01.01.2017;13;7246;4;1;545575
01.01.2017;14;7340;4;1;545575
01.01.2017;15;7185;4;1;545575
01.01.2017;16;7162;4;1;545575
01.01.2017;17;7199;4;1;545575
01.01.2017;18;7229;4;1;545575
01.01.2017;19;7193;4;1;545575
01.01.2017;20;7179;4;1;545575
01.01.2017;21;7235;4;1;545575
01.01.2017;22;7227;4;1;545575
01.01.2017;23;7205;4;1;545575
02.01.2017;0;7176;4;1;545575
02.01.2017;1;7148;4;1;545575
02.01.2017;2;6578;4;1;545575
02.01.2017;3;6112;4;1;545575
02.01.2017;4;5330;4;1;545575
02.01.2017;5;4956;4;1;545575
02.01.2017;6;4800;4;1;545575
02.01.2017;7;4750;4;1;545575
02.01.2017;8;4022;4;1;545575
02.01.2017;9;4076;4;1;545575
02.01.2017;10;3899;4;1;545575
02.01.2017;11;3927;4;1;545575
02.01.2017;12;3947;4;1;545575
02.01.2017;13;3984;4;1;545575
02.01.2017;14;4007;4;1;545575
02.01.2017;15;4153;4;1;545575
02.01.2017;16;4211;4;1;545575
02.01.2017;17;4216;4;1;545575
02.01.2017;18;5494;4;1;545575
02.01.2017;19;5648;4;1;545575
02.01.2017;20;6001;4;1;545575
02.01.2017;21;6570;4;1;545575
02.01.2017;22;6694;4;1;545575
02.01.2017;23;6516;4;1;545575
03.01.2017;0;6607;4;1;545575
03.01.2017;1;6604;4;1;545575
03.01.2017;2;6594;4;1;545575
03.01.2017;3;6624;4;1;545575
03.01.2017;4;6695;4;1;545575
03.01.2017;5;6667;4;1;545575
03.01.2017;6;6750;4;1;545575
03.01.2017;7;6702;4;1;545575
03.01.2017;8;6716;4;1;545575
03.01.2017;9;6625;4;1;545575
03.01.2017;10;6594;4;1;545575
03.01.2017;11;6671;4;1;545575
03.01.2017;12;6713;4;1;545575
03.01.2017;13;6380;4;1;545575
03.01.2017;14;6199;4;1;545575
03.01.2017;15;5553;4;1;545575
03.01.2017;16;5400;4;1;545575
03.01.2017;17;5475;4;1;545575
03.01.2017;18;6260;4;1;545575
03.01.2017;19;6886;4;1;545575
03.01.2017;20;6874;4;1;545575
03.01.2017;21;6850;4;1;545575
03.01.2017;22;7016;4;1;545575
03.01.2017;23;6845;4;1;545575
04.01.2017;0;6822;4;1;545575
04.01.2017;1;6827;4;1;545575
04.01.2017;2;6798;4;1;545575
04.01.2017;3;6696;4;1;545575
04.01.2017;4;6761;4;1;545575
04.01.2017;5;6659;4;1;545575
04.01.2017;6;6677;4;1;545575
04.01.2017;7;6641;4;1;545575
04.01.2017;8;6662;4;1;545575
04.01.2017;9;6628;4;1;545575
04.01.2017;10;6615;4;1;545575
04.01.2017;11;6550;4;1;545575
04.01.2017;12;6591;4;1;545575
04.01.2017;13;6492;4;1;545575
04.01.2017;14;6509;4;1;545575
04.01.2017;15;6340;4;1;545575
04.01.2017;16;6348;4;1;545575
04.01.2017;17;6105;4;1;545575
04.01.2017;18;5295;4;1;545575
04.01.2017;19;4966;4;1;545575
04.01.2017;20;4902;4;1;545575
04.01.2017;21;4974;4;1;545575
04.01.2017;22;5025;4;1;545575
04.01.2017;23;4930;4;1;545575
05.01.2017;0;4926;4;1;545575
05.01.2017;1;4886;4;1;545575
05.01.2017;2;4756;4;1;545575
05.01.2017;3;4787;4;1;545575
05.01.2017;4;4803;4;1;545575
05.01.2017;5;4962;4;1;545575
05.01.2017;6;4840;4;1;545575
05.01.2017;7;4784;4;1;545575
05.01.2017;8;4873;4;1;545575
05.01.2017;9;4635;4;1;545575
05.01.2017;10;4640;4;1;545575
05.01.2017;11;5450;4;1;545575
05.01.2017;12;5457;4;1;545575
05.01.2017;13;5957;4;1;545575
05.01.2017;14;5955;4;1;545575
05.01.2017;15;6016;4;1;545575
05.01.2017;16;6260;4;1;545575
05.01.2017;17;6930;4;1;545575
05.01.2017;18;6969;4;1;545575
05.01.2017;19;6936;4;1;545575
05.01.2017;20;6989;4;1;545575
05.01.2017;21;6978;4;1;545575
05.01.2017;22;7014;4;1;545575
05.01.2017;23;6904;4;1;545575
06.01.2017;0;6867;4;1;545575
06.01.2017;1;6911;4;1;545575
06.01.2017;2;6864;4;1;545575
06.01.2017;3;6844;4;1;545575
06.01.2017;4;6838;4;1;545575
06.01.2017;5;6826;4;1;545575
06.01.2017;6;6886;4;1;545575
06.01.2017;7;6879;4;1;545575
06.01.2017;8;6802;4;1;545575
06.01.2017;9;6848;4;1;545575
06.01.2017;10;6817;4;1;545575
06.01.2017;11;6865;4;1;545575
06.01.2017;12;6866;4;1;545575
06.01.2017;13;6745;4;1;545575
06.01.2017;14;6840;4;1;545575
06.01.2017;15;6791;4;1;545575
06.01.2017;16;6788;4;1;545575
06.01.2017;17;6887;4;1;545575
06.01.2017;18;6907;4;1;545575
06.01.2017;19;6727;4;1;545575
06.01.2017;20;6990;4;1;545575
06.01.2017;21;6963;4;1;545575
06.01.2017;22;6781;4;1;545575
06.01.2017;23;6736;4;1;545575
07.01.2017;0;6736;4;1;545575
07.01.2017;1;6777;4;1;545575
07.01.2017;2;6771;4;1;545575
07.01.2017;3;6785;4;1;545575
07.01.2017;4;6290;4;1;545575
07.01.2017;5;5403;4;1;545575
07.01.2017;6;5337;4;1;545575
07.01.2017;7;5358;4;1;545575
07.01.2017;8;5790;4;1;545575
07.01.2017;9;6484;4;1;545575
07.01.2017;10;6867;4;1;545575
07.01.2017;11;6804;4;1;545575
07.01.2017;12;6822;4;1;545575
07.01.2017;13;6894;4;1;545575
07.01.2017;14;6850;4;1;545575
07.01.2017;15;6842;4;1;545575
07.01.2017;16;6720;4;1;545575
07.01.2017;17;6883;4;1;545575
07.01.2017;18;6961;4;1;545575
07.01.2017;19;7031;4;1;545575
07.01.2017;20;6850;4;1;545575
07.01.2017;21;6748;4;1;545575
07.01.2017;22;6773;4;1;545575
